	r	p	ψ
T1	1.0	1.0	0.6357561205528413
T2	1.0	1.0	0.32268633278780773
T3	1.0	1.0	0.006449416011811379
T4	1.0	1.0	0.34654289360067797
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.0018738900176336283	0.003305809657800549	0.003305809657800549
O1	0.3596982525839989	0.35942573162034047	0.0
O2	0.18561090272061267	0.1868416688022959	0.0
O3	0.7402567902558107	0.73901421315675	0.0
O4	0.9997417437435758	0.9980319571027915	0.0
