/home/WIN/cdegma/PKTFX/data/dream/lambda_01/1_3
loss	sse	Lt	Lp
579.55527	577.99599	12.82419	17.77039
348.11100	342.16694	14.46148	42.05705
207.00700	200.64042	17.71513	42.29208
190.31423	183.57965	18.39179	43.08509
178.45535	171.57278	18.76512	43.61862
170.24762	163.13605	19.03217	44.15345
163.77945	156.51288	19.21780	44.54650
157.63348	150.20493	19.39828	44.94664
150.64894	143.02334	19.59808	45.42961
144.07548	136.24717	19.78366	45.90927
137.87542	129.83824	19.96962	46.38246
132.00817	123.77925	20.15012	46.82410
127.33824	118.97211	20.27826	47.16753
122.00114	113.47796	20.43525	47.56301
117.76456	109.10661	20.54998	47.90882
113.70498	104.93648	20.66165	48.22395
109.81263	100.93819	20.76212	48.52486
105.36740	96.38336	20.85978	48.86150
101.15103	92.06067	20.93239	49.19996
97.81366	88.63694	20.99249	49.46021
94.00979	84.74144	21.04097	49.76649
90.38215	81.06938	21.06924	50.02088
87.51394	78.16573	21.07969	50.22006
84.22016	74.84777	21.07888	50.44187
81.09947	71.72707	21.06618	50.63897
78.14326	68.77531	21.04803	50.82053
75.33459	65.98510	21.00815	50.97941
73.11913	63.77833	20.97708	51.10959
70.60159	61.27421	20.93223	51.26212
68.21533	58.91228	20.88475	51.40651
65.95584	56.66900	20.84002	51.54285
64.15686	54.90353	20.78765	51.63084
62.09162	52.88407	20.72695	51.72135
60.12234	50.96243	20.67001	51.79674
58.54605	49.43143	20.62381	51.85217
56.72953	47.67328	20.57090	51.90623
55.26978	46.28223	20.50540	51.93506
53.58534	44.66399	20.45634	51.95997
51.96784	43.13508	20.38129	51.98184
50.42847	41.66580	20.32882	52.02128
48.96039	40.25942	20.27504	52.05910
47.77808	39.14100	20.21824	52.07704
46.63843	38.06313	20.17167	52.10202
45.32468	36.81526	20.11438	52.11818
44.06613	35.62025	20.06046	52.13489
43.04757	34.66788	20.01280	52.14041
41.87890	33.55644	19.96816	52.15245
40.94880	32.67596	19.92314	52.15893
39.86681	31.65839	19.86964	52.16061
38.82552	30.68178	19.82385	52.15581
37.81338	29.73335	19.77117	52.14602
36.99694	28.97671	19.73295	52.13143
36.20727	28.24682	19.69152	52.11803
35.29084	27.39053	19.64808	52.10269
34.54247	26.70712	19.60962	52.08569
33.68539	25.90773	19.56750	52.07231
32.85159	25.14304	19.52448	52.04590
32.18183	24.52491	19.48773	52.03070
31.52998	23.92918	19.45326	52.00958
30.77155	23.23317	19.40929	51.98673
30.04297	22.56031	19.37771	51.96271
29.45396	22.02490	19.34363	51.93562
28.77319	21.39092	19.31185	51.91132
28.22918	20.88162	19.28437	51.89225
27.69857	20.39360	19.24645	51.86547
27.07982	19.81715	19.21922	51.84062
26.38588	19.17628	19.17972	51.80694
