/home/WIN/cdegma/PKTFX/data/dream/lambda_01/4_3
loss	sse	Lt	Lp
598.22924	596.34968	16.18003	14.71055
556.74300	555.35707	11.86815	14.54597
521.42335	519.92582	12.24467	16.02322
487.48151	485.50991	14.77456	18.89597
458.59079	456.00875	17.36698	22.20235
422.74547	419.16252	20.18519	26.98225
393.53854	388.83884	21.88542	31.27416
368.42127	362.46961	22.87984	34.87027
342.21715	335.46956	23.21896	37.00873
322.43772	315.51077	23.31791	37.81578
304.88063	297.70551	23.58190	38.65417
285.79863	278.15822	23.87283	39.92794
265.87890	257.75334	24.16262	41.27446
250.49571	242.07878	24.39045	42.29918
238.62720	229.97230	24.62847	43.13822
225.37964	216.45682	24.88990	44.11594
215.07491	205.97749	25.11927	44.85582
205.42171	196.17715	25.29445	45.53040
196.42283	187.04429	25.47119	46.16405
188.00624	178.52188	25.63200	46.73463
178.65650	169.04607	25.78712	47.42706
170.02521	160.31232	25.94778	48.05506
161.98244	152.22845	26.11778	48.56816
154.52854	144.70663	26.30818	49.08163
148.70282	138.83682	26.45081	49.47487
143.19553	133.27716	26.59638	49.85063
136.99322	127.00045	26.77134	50.28758
132.09919	122.08700	26.90415	50.61489
127.45723	117.39506	27.05871	50.92333
123.05070	112.96448	27.16947	51.22286
118.04733	107.94401	27.30705	51.58991
113.36754	103.19559	27.43859	51.98311
108.96514	98.75423	27.52120	52.36296
105.47778	95.26180	27.59881	52.64195
101.52556	91.28019	27.67830	52.97404
98.39827	88.13210	27.74546	53.24076
94.83076	84.56171	27.78314	53.54274
92.00414	81.74068	27.83284	53.76169
88.76767	78.51319	27.87696	53.99400
85.69457	75.47134	27.91295	54.18278
83.23795	73.04331	27.95784	54.32258
80.89895	70.71850	27.98209	54.45822
78.21942	68.05155	27.99173	54.59818
76.06640	65.93770	28.03003	54.67712
73.58971	63.50671	28.04496	54.75788
71.22297	61.20509	28.04159	54.81801
68.95507	58.99203	28.05730	54.87372
67.13614	57.23177	28.06371	54.89894
65.38173	55.53253	28.07090	54.91485
63.34845	53.57513	28.05749	54.91763
61.71218	52.00902	28.04815	54.90368
59.81554	50.19008	28.02569	54.87762
57.97477	48.44267	28.00462	54.83364
55.92386	46.49346	27.98022	54.76973
54.49840	45.15762	27.95367	54.71367
52.84451	43.60710	27.91819	54.64177
51.52044	42.36172	27.87723	54.58677
50.23239	41.14781	27.84232	54.52586
48.75067	39.75404	27.77784	54.45556
47.54796	38.63219	27.73981	54.38098
46.39080	37.54076	27.70509	54.32205
45.26418	36.49257	27.65099	54.25906
43.95420	35.27692	27.59251	54.19159
42.69863	34.10267	27.54741	54.12757
41.49160	32.97576	27.48929	54.07075
40.32103	31.89346	27.42775	54.00033
39.36980	31.02497	27.37456	53.92303
38.27023	30.00901	27.33369	53.84003
37.38701	29.19613	27.28344	53.78486
36.36517	28.25616	27.22087	53.72083
35.38531	27.33990	27.18793	53.66766
34.58917	26.60806	27.14523	53.60886
33.67150	25.75683	27.10665	53.53811
32.93221	25.06773	27.08169	53.48623
32.06846	24.27114	27.04560	53.42140
31.24330	23.50178	27.01020	53.35831
30.57174	22.88406	26.97321	53.31002
29.79012	22.15808	26.94841	53.24281
29.16262	21.58165	26.90480	53.20069
28.43104	20.90717	26.87249	53.14347
27.84242	20.36744	26.85239	53.09250
27.05138	19.63663	26.80870	53.02113
26.39185	19.03386	26.77283	52.95950
25.75726	18.44504	26.75177	52.91343
25.24517	17.97918	26.71475	52.87077
24.65165	17.42860	26.69386	52.82497
24.07696	16.90528	26.65663	52.76596
23.60721	16.48167	26.63649	52.70963
23.06320	15.98840	26.59773	52.65263
22.62648	15.59039	26.58155	52.59874
22.12010	15.12979	26.54300	52.54521
21.71152	14.75044	26.53133	52.50559
21.23428	14.31724	26.49407	52.45633
20.77593	13.89167	26.47503	52.41261
20.33202	13.48196	26.44049	52.36910
19.90304	13.08820	26.41370	52.32384
19.55202	12.77258	26.40619	52.27048
19.15108	12.39676	26.38043	52.21877
18.82101	12.10400	26.35144	52.16386
18.49959	11.81448	26.31698	52.11657
18.18689	11.52614	26.30601	52.06380
17.88927	11.25785	26.28634	52.01260
17.59683	10.98615	26.27628	51.96165
17.25072	10.67902	26.24722	51.89676
16.92469	10.37513	26.23584	51.84317
