YDR477W	YGL035C
YBR160W	YLR079W
YPL209C	YBR156C
YBR160W	YJL187C
YMR001C	YJL187C
YHR030C	YPL140C
YLR113W	YLL043W
YPL031C	YGR233C
YPL031C	YOL001W
YPL031C	YFR034C
YER129W	YDR477W
YBR160W	YMR001C
YIL095W	YIR006C
YOR233W	YJR053W
YBR136W	YAR007C
YBR160W	YDR130C
YKL101W	YBR133C
YBR160W	YOR083W
YBR160W	YOR372C
YLR113W	YLR248W
YJL187C	YBR160W
YPL153C	YDL101C
YKL166C	YGL180W
YBR160W	YJL076W
YMR001C	YDL003W
YBR160W	YPL269W
YBR160W	YGL003C
YDL028C	YKL042W
YIL095W	YBL007C
YPL031C	YDR388W
YDL235C	YLR006C
YHR102W	YNL161W
YBR160W	YHR164C
YHR205W	YFL033C
YBR160W	YAL040C
YHR030C	YPL089C
YPL203W	YGL180W
YJL164C	YGL180W
YGR262C	YER174C
YPL031C	YMR165C
YDR490C	YGR086C
YNL161W	YDR293C
YHR030C	YNL025C
YBR160W	YDR379W
YIL035C	YER161C
YOR061W	YER161C
YLR113W	YBR182C
YHR030C	YOR231W
YBR160W	YNL068C
YBR160W	YBR200W
YBR160W	YNL309W
YMR001C	YPL153C
YBR160W	YDR113C
YDL028C	YPL124W
YFL029C	YBR160W
YDL101C	YML058W
YBR160W	YDR217C
YAR019C	YGR092W
YDL108W	YDL140C
YBR160W	YGR270W
YBR160W	YKL108W
YPL209C	YGR113W
YOL100W	YGR086C
YPL203W	YIL033C
YKL048C	YDR507C
YGR262C	YKR038C
YPL153C	YDR217C
YGR188C	YOR026W
YPL204W	YPR181C
YDR477W	YDR028C
YLR113W	YER151C
YHR135C	YBL032W
YPL031C	YFL033C
YJL164C	YJL141C
YPL031C	YDR379W
YPL042C	YPL248C
YDR477W	YER027C
YFL029C	YPR054W
YJL128C	YLR113W
YDL028C	YGL093W
YBR160W	YDL225W
YPL204W	YNL027W
YMR216C	YDR432W
YBR160W	YDR082W
YBR160W	YEL032W
YPL042C	YDL140C
YJL128C	YER118C
YDR507C	YDL225W
YBR160W	YKL022C
YBR160W	YML027W
YNL161W	YLR131C
YBR160W	YHR118C
YBR160W	YPL209C
YBR160W	YJL194W
YNL298W	YJL187C
YLR113W	YNL167C
YBR160W	YCR065W
YBR160W	YPL267W
YBR160W	YCL063W
YPR161C	YDL140C
YDR477W	YDR422C
YPL031C	YNL233W
YJL164C	YNL027W
YPL031C	YLR258W
YBR160W	YMR165C
YHR030C	YNL053W
YMR001C	YJL076W
YOR061W	YLR079W
YJL164C	YIL033C
YBR160W	YKL052C
YMR139W	YJR094C
YGR092W	YIL106W
YPL042C	YHR084W
YDL159W	YBL016W
YBR160W	YDR507C
YBR160W	YBL084C
YJL187C	YMR186W
YHR030C	YER111C
YJL164C	YGL116W
YPL203W	YGL116W
YLR113W	YOR066W
YJL141C	YNR052C
YHR030C	YLR442C
YPL153C	YLR182W
YPL031C	YHR071W
YBR160W	YJL157C
YDR477W	YGL208W
YMR001C	YPR007C
YOL100W	YPL004C
YPL203W	YOR140W
YDR490C	YPL004C
YDL028C	YDR356W
YJR066W	YPR185W
YBR160W	YPL153C
YBL105C	YJL095W
YLR248W	YLR113W
YPL209C	YOR058C
YNR031C	YJL128C
YKL166C	YIL033C
YNL298W	YHR107C
YLR113W	YCL061C
YNL298W	YBR200W
YOR351C	YLR263W
YLR113W	YJL128C
YGL180W	YLR423C
YDR490C	YJL164C
YBR160W	YDR103W
YKL203C	YPR185W
YIL095W	YCR088W
YFL029C	YKL139W
YBR136W	YMR190C
