P	Target
YBR160W	YKL052C
YBR160W	YKL062W
YBR160W	YKL092C
YBR160W	YKL093W
YBR160W	YKL105C
YBR160W	YKL108W
YBR160W	YKL140W
YBR160W	YKL168C
YBR160W	YKL185W
YBR160W	YKR021W
YBR160W	YKR062W
YBR160W	YKR072C
YBR160W	YKR077W
YBR160W	YKR089C
YBR160W	YKR091W
YBR160W	YKR095W
YBR160W	YLL021W
YBR160W	YLL032C
YBR160W	YLL040C
YBR160W	YLL061W
YBR160W	YLR006C
YBR160W	YLR018C
YBR160W	YLR049C
YBR160W	YLR079W
YBR160W	YLR086W
YBR160W	YLR096W
YBR160W	YLR116W
YBR160W	YLR131C
YBR160W	YLR166C
YBR160W	YLR182W
YBR160W	YLR190W
YBR160W	YLR219W
YBR160W	YLR248W
YBR160W	YLR273C
YBR160W	YLR314C
YBR160W	YLR319C
YBR160W	YLR337C
YBR160W	YLR353W
YBR160W	YLR357W
YBR160W	YLR371W
YBR160W	YLR410W
YBR160W	YLR442C
YBR160W	YLR457C
YBR160W	YML016C
YBR160W	YML027W
YBR160W	YML029W
YBR160W	YML034W
YBR160W	YML059C
YBR160W	YML064C
YBR160W	YML072C
YBR160W	YML076C
YBR160W	YML100W
YBR160W	YML123C
YBR160W	YMR001C
YBR160W	YMR005W
YBR160W	YMR036C
YBR160W	YMR068W
YBR160W	YMR086W
YBR160W	YMR137C
YBR160W	YMR165C
YBR160W	YMR192W
YBR160W	YMR196W
YBR160W	YMR219W
YBR160W	YMR233W
YBR160W	YMR261C
YBR160W	YMR291W
YBR160W	YNL047C
YBR160W	YNL068C
YBR160W	YNL074C
YBR160W	YNL088W
YBR160W	YNL102W
YBR160W	YNL106C
YBR160W	YNL161W
YBR160W	YNL167C
YBR160W	YNL224C
YBR160W	YNL225C
YBR160W	YNL230C
YBR160W	YNL233W
YBR160W	YNL243W
YBR160W	YNL278W
YBR160W	YNL298W
YBR160W	YNL309W
YBR160W	YNL321W
YBR160W	YNR031C
YBR160W	YNR039C
YBR160W	YNR047W
YBR160W	YOL004W
YBR160W	YOL070C
YBR160W	YOL123W
YBR160W	YOL130W
YBR160W	YOR042W
YBR160W	YOR056C
YBR160W	YOR057W
YBR160W	YOR058C
YBR160W	YOR070C
YBR160W	YOR083W
YBR160W	YOR098C
YBR160W	YOR109W
YBR160W	YOR127W
YBR160W	YOR178C
YBR160W	YOR198C
YBR160W	YOR217W
YBR160W	YOR233W
YBR160W	YOR304W
YBR160W	YOR358W
YBR160W	YOR372C
YBR160W	YPL020C
YBR160W	YPL070W
YBR160W	YPL082C
YBR160W	YPL085W
YBR160W	YPL115C
YBR160W	YPL124W
YBR160W	YPL141C
YBR160W	YPL150W
YBR160W	YPL153C
YBR160W	YPL160W
YBR160W	YPL209C
YBR160W	YPL221W
YBR160W	YPL242C
YBR160W	YPL256C
YBR160W	YPL267W
YBR160W	YPL269W
YBR160W	YPR018W
YBR160W	YPR019W
YBR160W	YPR072W
YBR160W	YPR091C
YBR160W	YPR115W
YBR160W	YPR141C
YBR160W	YPR162C
YBR160W	YPR171W
YBR160W	YPR174C
YCR008W	YAR009C
YCR008W	YDL223C
YCR091W	YDL195W
YDL079C	YDR207C
YDL101C	YBL101C
YDL101C	YBR215W
YDL101C	YDL207W
YDL101C	YDR432W
YDL101C	YIL026C
YDL101C	YIL066C
YDL101C	YIL115C
YDL101C	YKL142W
YDL101C	YKR095W
YDL101C	YLR265C
YDL101C	YLR437C
YDL101C	YMR075W
YDL101C	YNL002C
YDL108W	YDL140C
YDL108W	YOR174W
YDL108W	YPL248C
YDR477W	YAR009C
YDR477W	YAR042W
YDR477W	YBR127C
YDR477W	YCL014W
YDR477W	YDL025C
YDR477W	YDR122W
YDR477W	YDR216W
YDR477W	YDR326C
YDR477W	YDR372C
YDR477W	YEL060C
YDR477W	YER027C
YDR477W	YER151C
YDR477W	YGL035C
YDR477W	YGL255W
YDR477W	YGR138C
YDR477W	YGR252W
YDR477W	YHL007C
YDR477W	YHR073W
YDR477W	YHR114W
YDR477W	YHR195W
YDR477W	YIL112W
YDR477W	YKL105C
YDR477W	YLR187W
YDR477W	YMR014W
YDR477W	YMR031C
YDR477W	YMR205C
YDR477W	YMR219W
YDR477W	YMR280C
YDR477W	YNL098C
YDR477W	YNL272C
YDR477W	YNR024W
YDR477W	YOL138C
YDR477W	YOR051C
YDR477W	YOR153W
YDR477W	YOR227W
YDR490C	YHL016C
YDR490C	YIL105C
YFL033C	YNL157W
YHL007C	YDR224C
YHL007C	YKL129C
YHL007C	YLR362W
YHL007C	YNL118C
YHR030C	YGL122C
YHR030C	YLR182W
YHR030C	YLR442C
YHR030C	YOR220W
YHR030C	YOR276W
YHR030C	YPL089C
YHR079C	YHR079C
YIL035C	YDL020C
YIL035C	YDL065C
YIL035C	YDL122W
YIL035C	YDL226C
YIL035C	YDR005C
YIL035C	YDR043C
YIL035C	YDR054C
YIL035C	YDR135C
YIL035C	YDR496C
YIL035C	YER027C
YIL035C	YER079W
YIL035C	YER089C
YIL035C	YFR024C-A
YIL035C	YGR196C
YIL035C	YHL020C
YIL035C	YJR007W
YIL035C	YJR093C
YIL035C	YKL112W
YIL035C	YKR048C
YIL035C	YLR079W
YIL035C	YML074C
YIL035C	YML100W
YIL035C	YMR031C
YIL035C	YNL088W
YIL035C	YNL173C
YIL035C	YOL139C
YIL035C	YOR119C
YIL035C	YOR254C
YIL095W	YDL161W
YIL095W	YHR161C
YIL095W	YIR006C
YIL095W	YNL271C
YIL095W	YOR329C
YJL106W	YDR310C
YJL106W	YGL003C
YJL106W	YLR079W
YJL106W	YNL312W
YJL128C	YDL223C
YJL128C	YDR171W
YJL128C	YDR475C
YJL141C	YJL141C
YJL141C	YNR052C
YJL164C	YAL038W
YJL164C	YBL039C
YJL164C	YDR001C
YJL164C	YDR005C
YJL164C	YDR443C
YJL164C	YER026C
YJL164C	YFL033C
YJL164C	YGL116W
YJL164C	YGL180W
YJL164C	YGL248W
YJL164C	YGL253W
YJL164C	YHL020C
YJL164C	YIL107C
YJL164C	YJL130C
YJL164C	YKL038W
YJL164C	YLR133W
YJL164C	YLR377C
YJL164C	YNL027W
YJL164C	YNL167C
YJL164C	YOR028C
YJL164C	YOR347C
YJL164C	YPL232W
YJL164C	YPR160W
YJL164C	YPR183W
YJL164C	YPR185W
YKL126W	YAR009C
YKL126W	YBR086C
YKL126W	YKR067W
YKL126W	YML123C
YKL126W	YMR031C
YKL126W	YNL074C
YKL126W	YNL156C
YKL139W	YAR009C
YKL139W	YBL085W
YKL139W	YBR086C
YKL139W	YBR214W
YKL139W	YDL022W
YKL139W	YDL140C
YKL139W	YDR239C
YKL139W	YDR508C
YKL139W	YEL017W
YKL139W	YHL007C
YKL139W	YJR060W
YKL139W	YKL062W
YKL139W	YKL126W
YKL139W	YLR314C
YKL139W	YML112W
YKL139W	YMR054W
YKL139W	YNR014W
YKL139W	YOL006C
YKL139W	YPL019C
YKL139W	YPL032C
YKL139W	YPL085W
YKL139W	YPL274W
YKL166C	YAR009C
YKL166C	YBL005W-A
YKL166C	YDR264C
YKL166C	YER079W
YKL166C	YFR017C
YKL166C	YGR130C
YKL166C	YKL039W
YKL166C	YKL140W
YKL166C	YML052W
YKL166C	YMR045C
YLR113W	YBR182C
YLR113W	YCL032W
YLR113W	YER118C
YLR113W	YHR094C
YLR113W	YKL101W
YLR113W	YLL043W
YLR113W	YLR248W
YLR113W	YLR257W
YLR113W	YNL167C
YLR248W	YLL040C
YLR362W	YHR152W
YLR362W	YPL049C
YMR001C	YBL097W
YMR001C	YDL003W
YMR001C	YDR325W
YMR001C	YGL003C
YMR001C	YJL076W
YMR001C	YJL187C
YMR001C	YJR053W
YMR001C	YLR272C
YMR139W	YDR207C
YMR139W	YDR432W
YMR139W	YJR094C
YMR139W	YOR028C
YNL161W	YDR293C
YNL161W	YLR131C
YNL183C	YGL031C
YNL183C	YNL183C
YNL298W	YDL223C
YNL298W	YGR008C
YNL298W	YJL187C
YNL298W	YMR295C
YNL307C	YCR034W
YNL307C	YDL150W
YNL307C	YDL223C
YNL307C	YDL226C
YNL307C	YDR207C
YNL307C	YFL014W
YNL307C	YGR054W
YNL307C	YHR052W
YNL307C	YIL033C
YNL307C	YJL165C
YNL307C	YKL204W
YNL307C	YLR335W
YNL307C	YML100W
YNL307C	YMR031C
YNL307C	YNR014W
YNL307C	YOL060C
YNL307C	YOR173W
YNL307C	YOR204W
YNR031C	YNL243W
YNR031C	YPR133C
YOL100W	YGR138C
YOL100W	YHL016C
YOL100W	YIL105C
YOL100W	YKR018C
YOL100W	YOR173W
YOR231W	YDL048C
YOR231W	YDR432W
YOR231W	YGR202C
YOR231W	YJL020C
YOR231W	YOR042W
YPL031C	YBL047C
YPL031C	YDL173W
YPL031C	YDL225W
YPL031C	YDR328C
YPL031C	YDR388W
YPL031C	YEL009C
YPL031C	YFL033C
YPL031C	YFR034C
YPL031C	YHR071W
YPL031C	YIL038C
YPL031C	YKL052C
YPL031C	YLR079W
YPL031C	YLR258W
YPL031C	YOL001W
YPL031C	YOR171C
YPL031C	YOR175C
YPL042C	YDR507C
YPL042C	YHR084W
YPL042C	YHR136C
YPL042C	YJL056C
YPL042C	YJR060W
YPL042C	YML123C
YPL042C	YNL074C
YPL042C	YOL070C
YPL042C	YPL248C
YPL042C	YPL274W
YPL140C	YBL024W
YPL140C	YLR410W
YPL203W	YOR220W
YPL204W	YER177W
YPL204W	YPR181C
YPL209C	YGR113W
YPL209C	YJL013C
YPL209C	YKL052C
YPL209C	YKR037C
YPL209C	YPL209C
YPR161C	YDL140C
YPR161C	YML010W
