P	Target	Relationship
YHR135C	YOR047C	kinase
YHR135C	YOR153W	kinase
YHR205W	YGR086C	kinase
YHR205W	YPL004C	kinase
YIL035C	YBR160W	kinase
YIL035C	YDL081C	kinase
YIL035C	YDL130W	kinase
YIL035C	YDR043C	kinase
YIL035C	YDR382W	kinase
YIL035C	YER089C	kinase
YIL035C	YHL020C	kinase
YIL035C	YJR007W	kinase
YIL035C	YJR093C	kinase
YIL035C	YKL112W	kinase
YIL035C	YKL160W	kinase
YIL035C	YKR092C	kinase
YIL035C	YLR079W	kinase
YIL035C	YNL088W	kinase
YIL035C	YNL189W	kinase
YIL035C	YOL039W	kinase
YIL035C	YPR041W	kinase
YIL095W	YBL007C	kinase
YIL095W	YDL161W	kinase
YIL095W	YHR161C	kinase
YIL095W	YIR006C	kinase
YIL095W	YLR206W	kinase
YIL095W	YOR329C	kinase
YIL113W	YHR030C	phosphatase
YIL147C	YDL235C	kinase
YIL147C	YHR206W	kinase
YIL147C	YLR006C	kinase
YJL095W	YOR231W	kinase
YJL095W	YPL140C	kinase
YJL106W	YBR045C	kinase
YJL106W	YDR113C	kinase
YJL106W	YDR130C	kinase
YJL106W	YDR146C	kinase
YJL106W	YDR310C	kinase
YJL106W	YFR028C	kinase
YJL106W	YGL003C	kinase
YJL106W	YHR124W	kinase
YJL106W	YJL194W	kinase
YJL106W	YJR094C	kinase
YJL106W	YLR079W	kinase
YJL106W	YMR190C	kinase
YJL106W	YNL312W	kinase
YJL128C	YHR030C	kinase
YJL128C	YLR113W	kinase
YJL141C	YIL033C	kinase
YJL141C	YLR270W	kinase
YJL141C	YNR052C	kinase
YJL164C	YAL038W	kinase
YJL164C	YBR028C	kinase
YJL164C	YDR216W	kinase
YJL164C	YFL033C	kinase
YJL164C	YGL116W	kinase
YJL164C	YGL180W	kinase
YJL164C	YGL181W	kinase
YJL164C	YGL248W	kinase
YJL164C	YHL020C	kinase
YJL164C	YIL033C	kinase
YJL164C	YIL107C	kinase
YJL164C	YJL141C	kinase
YJL164C	YJL155C	kinase
YJL164C	YKL038W	kinase
YJL164C	YLL028W	kinase
YJL164C	YLR133W	kinase
YJL164C	YLR310C	kinase
YJL164C	YLR377C	kinase
YJL164C	YMR016C	kinase
YJL164C	YMR037C	kinase
YJL164C	YMR072W	kinase
YJL164C	YMR205C	kinase
YJL164C	YNL027W	kinase
YJL164C	YOR347C	kinase
YJL164C	YPL232W	kinase
YJL187C	YBR160W	kinase
YJR059W	YGL008C	kinase
YJR059W	YHL016C	kinase
YJR066W	YDR283C	kinase
YJR066W	YPR185W	kinase
YKL048C	YCL024W	kinase
YKL048C	YDR477W	kinase
YKL048C	YDR507C	kinase
YKL048C	YGL035C	kinase
YKL048C	YJL187C	kinase
YKL048C	YKL101W	kinase
YKL101W	YBR133C	kinase
YKL101W	YJL187C	kinase
YKL126W	YHR030C	kinase
YKL126W	YMR109W	kinase
YKL139W	YDL140C	kinase
YKL166C	YAL038W	kinase
YKL166C	YBR028C	kinase
YKL166C	YFL033C	kinase
YKL166C	YGL116W	kinase
YKL166C	YGL180W	kinase
YKL166C	YGL181W	kinase
YKL166C	YHL020C	kinase
YKL166C	YIL107C	kinase
YKL166C	YJL141C	kinase
YKL166C	YJL155C	kinase
YKL166C	YKL038W	kinase
YKL166C	YLR377C	kinase
YKL166C	YMR016C	kinase
YKL166C	YMR037C	kinase
YKL166C	YMR072W	kinase
YKL166C	YMR205C	kinase
YKL166C	YNL027W	kinase
YKL203C	YBL105C	kinase
YKL203C	YER093C	kinase
YKL203C	YMR028W	kinase
YKL203C	YMR104C	kinase
YKL203C	YOL078W	kinase
YLL010C	YMR037C	phosphatase
YLR019W	YMR037C	phosphatase
YLR113W	YBR072W	kinase
YLR113W	YBR182C	kinase
YLR113W	YDR037W	kinase
YLR113W	YGR192C	kinase
YLR113W	YKL101W	kinase
YLR113W	YLL043W	kinase
YLR113W	YLR058C	kinase
YLR113W	YLR079W	kinase
YLR113W	YLR248W	kinase
YLR113W	YNL167C	kinase
YLR248W	YDR385W	kinase
YLR248W	YOR133W	kinase
YLR362W	YDL159W	kinase
YLR362W	YJL128C	kinase
YLR433C	YDR184C	phosphatase
YLR433C	YIL105C	phosphatase
YLR433C	YKL101W	phosphatase
YLR433C	YLR113W	phosphatase
YLR433C	YML007W	phosphatase
YLR433C	YNL027W	phosphatase
YLR433C	YNL047C	phosphatase
YLR433C	YOR324C	phosphatase
YML016C	YDR028C	phosphatase
YML016C	YHR030C	phosphatase
YML016C	YJL129C	phosphatase
YML057W	YDR184C	phosphatase
YML057W	YIL105C	phosphatase
YML057W	YKL101W	phosphatase
YML057W	YLR113W	phosphatase
YML057W	YML007W	phosphatase
YML057W	YNL027W	phosphatase
YML057W	YNL047C	phosphatase
YML057W	YOR324C	phosphatase
YMR001C	YAL024C	kinase
YMR001C	YFR028C	kinase
YMR001C	YJL013C	kinase
YMR001C	YJL076W	kinase
YMR001C	YJL187C	kinase
YMR001C	YJR053W	kinase
YMR001C	YMR055C	kinase
YMR036C	YBR160W	phosphatase
YMR104C	YMR109W	kinase
YMR139W	YCL032W	kinase
YMR139W	YDR207C	kinase
YMR139W	YGL144C	kinase
YMR139W	YJR094C	kinase
YMR216C	YDR432W	kinase
YMR216C	YNL004W	kinase
YMR277W	YDL140C	phosphatase
YMR291W	YML058W	kinase
YNL020C	YBL007C	kinase
YNL020C	YIR006C	kinase
YNL053W	YBL016W	phosphatase
YNL053W	YHR030C	phosphatase
YNL154C	MAL61	kinase
YNL154C	YAL030W	kinase
YNL154C	YBR021W	kinase
YNL154C	YCL032W	kinase
YNL154C	YDR208W	kinase
YNL154C	YDR277C	kinase
YNL154C	YDR463W	kinase
YNL154C	YGL008C	kinase
YNL154C	YJL156C	kinase
YNL154C	YJR007W	kinase
YNL154C	YKL178C	kinase
YNL154C	YKR048C	kinase
YNL154C	YOR047C	kinase
YNL154C	YOR119C	kinase
YNL154C	YOR153W	kinase
YNL183C	YKR039W	kinase
YNL222W	YDL140C	phosphatase
YNL298W	YAL024C	kinase
YNL298W	YAL041W	kinase
YNL298W	YDR507C	kinase
YNL298W	YJL187C	kinase
YNL298W	YKL129C	kinase
YNL307C	YDR207C	kinase
YNL307C	YGR140W	kinase
YNL307C	YIL033C	kinase
YNL307C	YKL101W	kinase
YNL307C	YKL159C	kinase
YNR031C	YJL128C	kinase
YOL045W	YCL037C	kinase
YOL045W	YKL035W	kinase
YOL045W	YLR258W	kinase
YOL045W	YMR260C	kinase
YOL045W	YOR276W	kinase
YOL100W	YBL105C	kinase
YOL100W	YGR086C	kinase
YOL100W	YHR205W	kinase
YOL100W	YKL126W	kinase
YOL100W	YMR104C	kinase
YOL100W	YMR109W	kinase
YOL100W	YPL004C	kinase
YOL128C	YGL144C	kinase
YOL128C	YHR030C	kinase
YOL128C	YIL033C	kinase
YOR061W	YBR143C	kinase
YOR061W	YBR160W	kinase
YOR061W	YDL081C	kinase
YOR061W	YDL130W	kinase
YOR061W	YDR382W	kinase
YOR061W	YER089C	kinase
YOR061W	YHL020C	kinase
YOR061W	YJR007W	kinase
YOR061W	YJR093C	kinase
YOR061W	YKL112W	kinase
YOR061W	YKL160W	kinase
YOR061W	YKR092C	kinase
YOR061W	YLR079W	kinase
YOR061W	YML074C	kinase
YOR061W	YNL088W	kinase
YOR061W	YNL189W	kinase
YOR061W	YOL039W	kinase
YOR061W	YPR041W	kinase
YOR090C	YBR160W	phosphatase
YOR208W	YBL016W	phosphatase
YOR208W	YHR030C	phosphatase
YOR208W	YLR113W	phosphatase
YOR208W	YNL307C	phosphatase
YOR231W	YGR097W	kinase
YOR231W	YHR030C	kinase
YOR233W	YJR053W	kinase
YOR233W	YMR055C	kinase
YOR351C	YDR225W	kinase
YOR351C	YLR263W	kinase
YOR351C	YPL194W	kinase
YPL031C	YAL041W	kinase
YPL031C	YDR146C	kinase
YPL031C	YDR388W	kinase
YPL031C	YEL009C	kinase
YPL031C	YFL033C	kinase
YPL031C	YFR015C	kinase
YPL031C	YFR034C	kinase
YPL031C	YIL084C	kinase
YPL031C	YJL084C	kinase
YPL031C	YKL185W	kinase
YPL031C	YLR079W	kinase
YPL031C	YLR190W	kinase
YPL031C	YLR258W	kinase
YPL031C	YMR311C	kinase
YPL031C	YNL027W	kinase
YPL031C	YOL001W	kinase
YPL031C	YOR171C	kinase
YPL031C	YOR348C	kinase
YPL031C	YPR160W	kinase
YPL042C	YDL005C	kinase
YPL042C	YDL140C	kinase
YPL042C	YEL009C	kinase
YPL042C	YHR084W	kinase
YPL042C	YJL089W	kinase
YPL042C	YMR037C	kinase
YPL042C	YPL248C	kinase
YPL140C	YGR097W	kinase
YPL140C	YHR030C	kinase
YPL153C	YCL061C	kinase
YPL153C	YDL017W	kinase
YPL153C	YDL101C	kinase
YPL153C	YDR052C	kinase
YPL153C	YDR076W	kinase
YPL153C	YER169W	kinase
YPL153C	YHR154W	kinase
YPL153C	YJL092W	kinase
YPL153C	YJL115W	kinase
YPL153C	YLR182W	kinase
YPL153C	YNL312W	kinase
YPL153C	YPL153C	kinase
YPL203W	YAL038W	kinase
YPL203W	YBR028C	kinase
YPL203W	YER109C	kinase
YPL203W	YFL033C	kinase
YPL203W	YGL116W	kinase
YPL203W	YGL180W	kinase
YPL203W	YGL181W	kinase
YPL203W	YHL020C	kinase
YPL203W	YIL107C	kinase
YPL203W	YJL141C	kinase
YPL203W	YJL155C	kinase
YPL203W	YKL038W	kinase
YPL203W	YLL028W	kinase
YPL203W	YLR377C	kinase
YPL203W	YMR016C	kinase
YPL203W	YMR037C	kinase
YPL203W	YMR072W	kinase
YPL203W	YMR205C	kinase
YPL203W	YOR140W	kinase
YPL204W	YCL032W	kinase
YPL204W	YER106W	kinase
YPL204W	YLR182W	kinase
YPL204W	YMR153W	kinase
YPL204W	YNL027W	kinase
YPL204W	YPR007C	kinase
YPL209C	YBR010W	kinase
YPL209C	YBR156C	kinase
YPL209C	YDR325W	kinase
YPL209C	YGR113W	kinase
YPL209C	YGR140W	kinase
YPL209C	YIL144W	kinase
YPL209C	YIR010W	kinase
YPL209C	YJL013C	kinase
YPL209C	YKL049C	kinase
YPL209C	YKL052C	kinase
YPL209C	YKL089W	kinase
YPL209C	YKR037C	kinase
YPL209C	YMR168C	kinase
YPL209C	YNL031C	kinase
YPR073C	YML074C	phosphatase
YPR161C	YDL140C	kinase
