KIN	AGC_group	PKBalpha
KIN	AGC_group	PKBbeta
KIN	AGC_group	PKBgamma
KIN	AGC_group	SGK1
KIN	AGC_group	SGK3
KIN	AGC_group	SGK2
KIN	AGC_group	PKCalpha
KIN	AGC_group	PKCbeta
KIN	AGC_group	PKCgamma
KIN	AGC_group	PKCeta
KIN	AGC_group	PKCepsilon
KIN	AGC_group	PKCdelta
KIN	AGC_group	PKCtheta
KIN	AGC_group	PKCiota
KIN	AGC_group	PKCzeta
KIN	AGC_group	PKN1
KIN	AGC_group	PKN2
KIN	AGC_group	PKN3
KIN	AGC_group	RSK5
KIN	AGC_group	RPS6KA4
KIN	AGC_group	p70S6K
KIN	AGC_group	p70S6Kb
KIN	AGC_group	RSK1
KIN	AGC_group	RSK2
KIN	AGC_group	RSK3
KIN	AGC_group	RSK4
KIN	AGC_group	GRK2
KIN	AGC_group	GRK3
KIN	AGC_group	GRK1
KIN	AGC_group	GRK7
KIN	AGC_group	GRK4
KIN	AGC_group	GRK5
KIN	AGC_group	GRK6
KIN	AGC_group	DMPK1
KIN	AGC_group	DMPK2
KIN	AGC_group	MRCKb
KIN	AGC_group	MRCKa
KIN	AGC_group	ROCK2
KIN	AGC_group	ROCK1
KIN	AGC_group	NDR1
KIN	AGC_group	NDR2
KIN	AGC_group	CRIK
KIN	AGC_group	LATS1
KIN	AGC_group	LATS2
KIN	AGC_group	MAST3
KIN	AGC_group	MAST2
KIN	AGC_group	MAST1
KIN	AGC_group	MAST4
KIN	AGC_group	MASTL
KIN	AGC_group	SgK494
KIN	AGC_group	YANK3
KIN	AGC_group	YANK2
KIN	AGC_group	YANK1
KIN	AGC_group	RSKL2
KIN	AGC_group	RSKL1
KIN	AGC_group	PRKX
KIN	AGC_group	PRKY
KIN	AGC_group	PKAalpha
KIN	AGC_group	PKAbeta
KIN	AGC_group	PKAgamma
KIN	AGC_group	PKG1cGKI
KIN	AGC_group	PKG2cGKII
KIN	AGC_group	PDK1
KIN	AGC_group	AuroraC
KIN	AGC_group	AuroraB
KIN	AGC_group	AuroraA
KIN	AGC_group	PLK1
KIN	AGC_group	PLK3
KIN	AGC_group	PLK2
KIN	AGC_group	PLK4
KIN	PKB_group	PKBalpha
KIN	PKB_group	PKBbeta
KIN	PKB_group	PKBgamma
KIN	PKBalpha_PKBbeta_group	PKBalpha
KIN	PKBalpha_PKBbeta_group	PKBbeta
KIN	PKBalpha	PKBalpha
KIN	PKBbeta	PKBbeta
KIN	PKBgamma	PKBgamma
KIN	SGK_group	SGK1
KIN	SGK_group	SGK3
KIN	SGK_group	SGK2
KIN	SGK1_SGK3_group	SGK1
KIN	SGK1_SGK3_group	SGK3
KIN	SGK1	SGK1
KIN	SGK3	SGK3
KIN	SGK2	SGK2
KIN	PKC_group	PKCalpha
KIN	PKC_group	PKCbeta
KIN	PKC_group	PKCgamma
KIN	PKC_group	PKCeta
KIN	PKC_group	PKCepsilon
KIN	PKC_group	PKCdelta
KIN	PKC_group	PKCtheta
KIN	PKC_group	PKCiota
KIN	PKC_group	PKCzeta
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCalpha
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCbeta
KIN	PKCalpha_PKCbeta_PKCgamma_group	PKCgamma
KIN	PKCalpha_PKCbeta_group	PKCalpha
KIN	PKCalpha_PKCbeta_group	PKCbeta
KIN	PKCalpha	PKCalpha
KIN	PKCbeta	PKCbeta
KIN	PKCgamma	PKCgamma
KIN	PKCeta_PKCepsilon_group	PKCeta
KIN	PKCeta_PKCepsilon_group	PKCepsilon
KIN	PKCeta	PKCeta
KIN	PKCepsilon	PKCepsilon
KIN	PKCdelta_PKCtheta_group	PKCdelta
KIN	PKCdelta_PKCtheta_group	PKCtheta
KIN	PKCdelta	PKCdelta
KIN	PKCtheta	PKCtheta
KIN	PKCiota_PKCzeta_group	PKCiota
KIN	PKCiota_PKCzeta_group	PKCzeta
KIN	PKCiota	PKCiota
KIN	PKCzeta	PKCzeta
KIN	PKN_group	PKN1
KIN	PKN_group	PKN2
KIN	PKN_group	PKN3
KIN	PKN1_PKN2_group	PKN1
KIN	PKN1_PKN2_group	PKN2
KIN	PKN1	PKN1
KIN	PKN2	PKN2
KIN	PKN3	PKN3
KIN	MSK_group	RSK5
KIN	MSK_group	RPS6KA4
KIN	RSK5	RSK5
KIN	RPS6KA4	RPS6KA4
KIN	p70S6K_group	p70S6K
KIN	p70S6K_group	p70S6Kb
KIN	p70S6K	p70S6K
KIN	p70S6Kb	p70S6Kb
KIN	RSK_group	RSK1
KIN	RSK_group	RSK2
KIN	RSK_group	RSK3
KIN	RSK_group	RSK4
KIN	RSK1_RSK2_RSK3_group	RSK1
KIN	RSK1_RSK2_RSK3_group	RSK2
KIN	RSK1_RSK2_RSK3_group	RSK3
KIN	RSK1_RSK2_group	RSK1
KIN	RSK1_RSK2_group	RSK2
KIN	RSK1	RSK1
KIN	RSK2	RSK2
KIN	RSK3	RSK3
KIN	RSK4	RSK4
KIN	GRK_group	GRK2
KIN	GRK_group	GRK3
KIN	GRK_group	GRK1
KIN	GRK_group	GRK7
KIN	GRK_group	GRK4
KIN	GRK_group	GRK5
KIN	GRK_group	GRK6
KIN	GRK2_GRK3_group	GRK2
KIN	GRK2_GRK3_group	GRK3
KIN	GRK2	GRK2
KIN	GRK3	GRK3
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK1
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK7
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK4
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK5
KIN	GRK4_GRK5_GRK6_GRK1_GRK7_group	GRK6
KIN	GRK1_GRK7_group	GRK1
KIN	GRK1_GRK7_group	GRK7
KIN	GRK1	GRK1
KIN	GRK7	GRK7
KIN	GRK4_GRK5_GRK6_group	GRK4
KIN	GRK4_GRK5_GRK6_group	GRK5
KIN	GRK4_GRK5_GRK6_group	GRK6
KIN	GRK4_GRK5_group	GRK4
KIN	GRK4_GRK5_group	GRK5
KIN	GRK4	GRK4
KIN	GRK5	GRK5
KIN	GRK6	GRK6
KIN	DMPK_group	DMPK1
KIN	DMPK_group	DMPK2
KIN	DMPK_group	MRCKb
KIN	DMPK_group	MRCKa
KIN	DMPK1	DMPK1
KIN	DMPK2_MRCKb_MRCKa_group	DMPK2
KIN	DMPK2_MRCKb_MRCKa_group	MRCKb
KIN	DMPK2_MRCKb_MRCKa_group	MRCKa
KIN	DMPK2	DMPK2
KIN	MRCKb_MRCKa_group	MRCKb
KIN	MRCKb_MRCKa_group	MRCKa
KIN	MRCKb	MRCKb
KIN	MRCKa	MRCKa
KIN	ROCK_group	ROCK2
KIN	ROCK_group	ROCK1
KIN	ROCK2	ROCK2
KIN	ROCK1	ROCK1
KIN	NDR1_NDR2_group	NDR1
KIN	NDR1_NDR2_group	NDR2
KIN	NDR1	NDR1
KIN	NDR2	NDR2
KIN	CRIK	CRIK
KIN	LATS1_LATS2_group	LATS1
KIN	LATS1_LATS2_group	LATS2
KIN	LATS1	LATS1
KIN	LATS2	LATS2
KIN	MAST_group	MAST3
KIN	MAST_group	MAST2
KIN	MAST_group	MAST1
KIN	MAST_group	MAST4
KIN	MAST_group	MASTL
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST3
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST2
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST1
KIN	MAST3_MAST2_MAST1_MAST4_group	MAST4
KIN	MAST3	MAST3
KIN	MAST2_MAST1_MAST4_group	MAST2
KIN	MAST2_MAST1_MAST4_group	MAST1
KIN	MAST2_MAST1_MAST4_group	MAST4
KIN	MAST2	MAST2
KIN	MAST1_MAST4_group	MAST1
KIN	MAST1_MAST4_group	MAST4
KIN	MAST1	MAST1
KIN	MAST4	MAST4
KIN	MASTL	MASTL
KIN	SgK494	SgK494
KIN	YANK_group	YANK3
KIN	YANK_group	YANK2
KIN	YANK_group	YANK1
KIN	YANK3	YANK3
KIN	YANK2_YANK1_group	YANK2
KIN	YANK2_YANK1_group	YANK1
KIN	YANK2	YANK2
KIN	YANK1	YANK1
KIN	RSKL_group	RSKL2
KIN	RSKL_group	RSKL1
KIN	RSKL2	RSKL2
KIN	RSKL1	RSKL1
KIN	PRKX_PRKY_group	PRKX
KIN	PRKX_PRKY_group	PRKY
KIN	PRKX	PRKX
KIN	PRKY	PRKY
KIN	PKA_group	PKAalpha
