/home/WIN/cdegma/PKTFX/data/dream/lambda_01/2_5
loss	sse	Lt	Lp
649.38359	648.34961	8.55261	18.41681
606.98469	606.12672	6.60228	19.72673
575.64481	574.39149	8.13836	23.95318
529.43158	527.40047	10.08825	29.75175
465.48028	462.15540	11.52541	35.58708
398.39066	391.77262	12.38045	41.77852
349.83041	343.57265	12.13168	41.94364
323.83916	318.03158	11.86680	41.80338
300.69314	294.14053	11.81262	42.90479
278.88528	272.55096	11.71597	42.90148
267.23775	260.98845	11.76188	42.86728
257.17462	250.54395	11.86705	43.25451
247.13114	240.56411	11.94092	43.24918
239.75998	232.95511	12.11073	43.45141
233.01569	225.95431	12.24845	43.66325
226.74002	219.55368	12.35055	43.77080
219.53693	212.12511	12.49843	43.95762
213.74788	206.29078	12.59517	44.03884
207.08282	199.46317	12.74483	44.19681
201.66948	193.95675	12.86213	44.30132
195.36807	187.42933	13.00907	44.48848
189.22397	181.09693	13.14782	44.66728
183.24901	174.88326	13.28266	44.88750
178.38253	169.81757	13.40207	45.06759
172.65747	163.87228	13.53130	45.28239
167.06471	158.05590	13.64989	45.51223
162.51707	153.31468	13.74936	45.72137
158.06576	148.66166	13.83820	45.94161
153.71515	144.11505	13.92787	46.16403
149.45933	139.66045	14.01130	46.38232
145.30821	135.32599	14.10452	46.59975
140.45671	130.23211	14.21041	46.88007
135.72877	125.30454	14.30902	47.14468
131.13466	120.50435	14.40950	47.40157
127.38891	116.61919	14.49314	47.60847
123.69271	112.79791	14.55614	47.81613
119.38756	108.30319	14.64420	48.09541
115.86828	104.66930	14.71650	48.30211
112.43507	101.10081	14.78633	48.50589
109.11307	97.63213	14.85974	48.71153
105.23089	93.61025	14.93292	48.95312
101.49447	89.74969	15.00774	49.19050
98.49874	86.60819	15.07774	49.40259
94.96665	83.01361	15.13668	49.62344
92.10667	80.12914	15.19582	49.78801
88.76292	76.77778	15.25317	49.97088
86.06119	74.10012	15.29042	50.11445
82.92447	70.98906	15.35332	50.28411
79.89851	68.01933	15.40621	50.43520
77.48309	65.64652	15.45654	50.54230
74.70151	62.92984	15.49158	50.66319
72.06587	60.33089	15.51882	50.78560
69.58308	57.87114	15.53634	50.90039
67.59870	55.92710	15.54104	50.98694
65.69915	54.08489	15.54065	51.05115
63.52079	51.97572	15.53010	51.12639
61.50036	49.99773	15.51851	51.20300
59.56245	48.12120	15.47890	51.26777
57.76043	46.34216	15.45830	51.32395
56.32763	44.94396	15.43095	51.35961
54.72229	43.35547	15.39716	51.39437
53.21308	41.85765	15.35349	51.42598
51.99706	40.68974	15.31414	51.42742
50.81588	39.56271	15.27732	51.42279
49.68942	38.48427	15.24460	51.40954
48.42663	37.26074	15.19653	51.39175
47.43528	36.29173	15.16003	51.37986
46.28757	35.16965	15.11397	51.36311
45.38974	34.28642	15.08104	51.35109
44.32377	33.27497	15.04467	51.30938
43.47281	32.44546	15.01425	51.28888
42.63752	31.66927	14.98299	51.25718
41.82138	30.88949	14.95954	51.23390
40.87659	30.00020	14.92409	51.20086
39.94909	29.13814	14.89286	51.16374
39.20392	28.43733	14.87192	51.13271
38.32343	27.61904	14.83756	51.08807
37.47221	26.82377	14.81723	51.04186
36.76781	26.16700	14.80359	51.00014
36.07245	25.54028	14.77944	50.95090
35.26373	24.80224	14.75493	50.88596
34.46940	24.08445	14.73592	50.82089
33.69783	23.38599	14.71651	50.76069
33.06370	22.81390	14.70186	50.71008
32.45047	22.25948	14.69114	50.65792
31.72865	21.62148	14.66800	50.58969
31.14042	21.08797	14.65556	50.53581
30.56622	20.57549	14.65033	50.48044
29.89368	19.98602	14.62803	50.40943
29.23596	19.40267	14.62015	50.33230
28.60102	18.84527	14.60520	50.26162
27.88109	18.21484	14.58764	50.17672
27.38322	17.78067	14.57989	50.11387
26.81249	17.27647	14.56728	50.03950
26.24994	16.79574	14.55467	49.95619
25.79943	16.40207	14.54516	49.88852
25.18661	15.87825	14.52636	49.78729
24.67959	15.44377	14.51672	49.69705
24.26578	15.09567	14.51022	49.61400
23.78765	14.69209	14.50018	49.51742
23.32345	14.30594	14.48678	49.41530
22.87579	13.93607	14.47241	49.31368
22.52038	13.63870	14.47070	49.23298
22.10821	13.29609	14.45419	49.13996
21.77253	13.01633	14.45122	49.06557
21.38737	12.69656	14.44220	48.97791
21.01485	12.39471	14.43254	48.88340
20.66476	12.10507	14.43061	48.79397
20.33417	11.83023	14.43331	48.70137
20.01233	11.56376	14.43020	48.60681
19.70211	11.31093	14.42992	48.50887
19.39860	11.06956	14.43074	48.40519
19.15964	10.87888	14.43201	48.32118
18.87953	10.64889	14.43415	48.22498
18.57170	10.39917	14.43634	48.11037
18.35170	10.23382	14.43007	48.02262
18.09963	10.03511	14.43862	47.91996
17.89844	9.87681	14.43603	47.83663
17.66439	9.69159	14.44320	47.73596
17.47283	9.54901	14.44190	47.64721
17.28930	9.40817	14.44515	47.56174
17.03952	9.21796	14.44796	47.43967
16.83574	9.06422	14.44799	47.34448
16.64180	8.91145	14.45265	47.24800
16.48695	8.79368	14.46027	47.16687
16.33554	8.68085	14.45898	47.08702
16.16511	8.54278	14.46314	46.99572
15.99305	8.41911	14.46501	46.89686
15.83313	8.29758	14.47059	46.80343
15.64800	8.15876	14.47262	46.69637
15.49944	8.04683	14.47439	46.60986
15.36438	7.93782	14.48239	46.52851
15.22480	7.83499	14.48932	46.43833
15.09257	7.73628	14.48795	46.35545
14.96569	7.64100	14.49881	46.27276
14.84485	7.55322	14.49509	46.18978
14.75066	7.47277	14.50951	46.12583
14.63099	7.38810	14.50584	46.04432
14.52498	7.30951	14.51523	45.96411
14.42279	7.23560	14.51187	45.89425
14.31976	7.16122	14.51313	45.81904
14.24202	7.09820	14.52078	45.76111
14.14676	7.03061	14.51999	45.68909
14.05930	6.96378	14.52313	45.62146
13.97504	6.89981	14.52895	45.55418
13.89264	6.83805	14.52930	45.48870
13.81605	6.77987	14.53112	45.42548
13.74121	6.72111	14.53565	45.36569
13.67207	6.66654	14.53924	45.30775
13.60238	6.61575	14.53994	45.24811
13.54520	6.57617	14.53899	45.19950
13.48466	6.52667	14.54283	45.14733
13.42424	6.48067	14.54231	45.09746
13.36770	6.43152	14.54934	45.04768
13.31233	6.39203	14.54578	44.99950
13.25867	6.34823	14.55271	44.95119
13.20673	6.30654	14.55475	44.90397
13.15768	6.27142	14.55809	44.85509
13.11062	6.22778	14.55963	44.81279
13.06123	6.19426	14.56213	44.76404
13.00649	6.15530	14.56182	44.71178
12.96382	6.12290	14.55985	44.66807
12.92909	6.09311	14.56752	44.63448
12.88904	6.05918	14.56683	44.59640
12.84806	6.02933	14.56686	44.55622
12.81580	6.00635	14.56479	44.52584
12.77732	5.97513	14.56492	44.48959
12.74103	5.94631	14.56696	44.45313
12.70565	5.91854	14.56661	44.41736
12.67445	5.89689	14.56372	44.38950
12.64247	5.86829	14.56374	44.35687
12.61167	5.84531	14.56675	44.32735
12.57986	5.81788	14.57101	44.29610
12.55247	5.79921	14.56443	44.27039
12.52302	5.77781	14.56204	44.24175
12.49606	5.75561	14.56650	44.21385
12.46540	5.73178	14.56740	44.18071
12.43358	5.70757	14.56162	44.15185
12.40563	5.68437	14.56384	44.12012
12.37313	5.66376	14.55288	44.08706
12.34320	5.63835	14.55908	44.05595
12.32168	5.61801	14.56131	44.03103
12.29562	5.60573	14.55275	44.00306
12.26651	5.57862	14.55982	43.97572
12.23476	5.55463	14.55815	43.94093
12.20934	5.53628	14.55391	43.91747
12.18467	5.51905	14.55355	43.89209
12.16488	5.49975	14.55463	43.87274
12.13649	5.47666	14.55538	43.84611
12.11090	5.45399	14.55198	43.82356
12.08695	5.43900	14.54576	43.80382
12.06656	5.42183	14.54766	43.78781
12.03575	5.39424	14.55119	43.76827
12.01083	5.37421	14.54591	43.75358
11.98545	5.35488	14.54302	43.74006
11.96193	5.32951	14.54979	43.72763
11.94188	5.31486	14.54561	43.71743
11.92012	5.29538	14.54844	43.70544
11.89807	5.27864	14.54616	43.69639
11.87750	5.25637	14.54599	43.68944
11.85812	5.24108	14.54377	43.68160
11.82978	5.21635	14.54379	43.66723
11.81064	5.19659	14.55027	43.65912
11.79004	5.18325	14.54744	43.64622
11.76335	5.15993	14.54389	43.63936
11.74225	5.14331	14.54661	43.62501
11.71455	5.11891	14.54180	43.61633
11.69298	5.09798	14.54224	43.61064
11.66902	5.07757	14.53992	43.60364
11.64767	5.05879	14.54324	43.60045
11.62902	5.03814	14.54105	43.59974
11.60223	5.01707	14.53963	43.59523
11.58215	4.99859	14.54169	43.59059
11.55833	4.97830	14.53643	43.58698
11.53891	4.95760	14.54282	43.58492
11.51632	4.93846	14.53571	43.58103
11.48902	4.91589	14.53780	43.57534
11.46429	4.89333	14.53886	43.57197
11.43949	4.87008	14.53443	43.56953
11.41935	4.85480	14.53266	43.56468
11.39601	4.83431	14.53102	43.56113
11.37310	4.81664	14.53059	43.55362
11.34988	4.79404	14.53556	43.54988
11.32983	4.77578	14.52963	43.54878
11.31215	4.75753	14.53378	43.54891
11.28988	4.74142	14.52733	43.54414
11.26972	4.72356	14.53229	43.54130
11.24437	4.69986	14.52991	43.53986
11.22463	4.68151	14.52886	43.54059
11.20589	4.66791	14.52386	43.53977
11.18250	4.64528	14.52626	43.54317
11.16606	4.62745	14.52910	43.54302
11.14640	4.60977	14.52838	43.54177
11.12475	4.59186	14.52649	43.54356
11.10765	4.58068	14.52415	43.53903
11.08711	4.55446	14.52551	43.54468
11.06493	4.53562	14.52177	43.54661
11.04917	4.51735	14.52368	43.55085
11.03203	4.50552	14.52481	43.54998
11.01227	4.48803	14.51853	43.55465
10.99680	4.47071	14.52171	43.55531
10.97956	4.45669	14.51737	43.55724
10.96298	4.43915	14.52267	43.55801
10.94171	4.42088	14.51596	43.55983
10.92552	4.40504	14.51756	43.56240
10.91012	4.39179	14.51560	43.56787
10.89096	4.37062	14.51327	43.57365
10.87057	4.35474	14.51464	43.57279
10.85208	4.34063	14.51195	43.57364
10.83259	4.31814	14.51244	43.57896
10.81967	4.30643	14.51284	43.58101
10.79978	4.28699	14.51209	43.58457
10.77977	4.27043	14.51063	43.58535
10.76521	4.25240	14.50991	43.59191
10.74567	4.23604	14.50962	43.59254
10.72607	4.21672	14.50887	43.59511
10.70667	4.20538	14.50181	43.59544
10.68805	4.18498	14.50004	43.60018
10.67224	4.17012	14.50007	43.60404
10.65442	4.15049	14.50549	43.60783
10.63398	4.13450	14.49772	43.61200
10.61843	4.12161	14.49617	43.61321
10.60012	4.10426	14.50098	43.61471
10.58303	4.08897	14.49570	43.61754
10.56853	4.07422	14.49604	43.61855
10.54884	4.06125	14.48726	43.62105
10.53770	4.04790	14.49316	43.62309
10.51715	4.03297	14.48778	43.62624
10.50014	4.01803	14.48769	43.62589
10.48248	4.00182	14.48599	43.62873
10.46860	3.98393	14.48890	43.63345
10.44963	3.97194	14.48363	43.63161
10.43514	3.95501	14.48484	43.63641
10.41987	3.94906	14.47481	43.63309
10.40359	3.93506	14.47479	43.63635
10.38561	3.91769	14.47406	43.63685
10.37292	3.90442	14.47574	43.63883
10.35901	3.89715	14.47369	43.63709
10.34710	3.88285	14.47129	43.63974
10.33333	3.87567	14.46464	43.64233
10.31986	3.85772	14.47056	43.64187
10.30397	3.84641	14.46442	43.64280
10.29252	3.83633	14.46793	43.64233
10.27574	3.82246	14.46021	43.64575
10.26113	3.81138	14.45867	43.64411
10.24659	3.79882	14.46117	43.64256
10.23633	3.79240	14.45491	43.64375
10.22210	3.78147	14.45704	43.63995
10.20813	3.76737	14.45545	43.64210
10.19684	3.75465	14.45239	43.64510
10.18276	3.74505	14.45359	43.64106
