loss	sse	Lp	epoch	time
8012957267.65467	8788819805.69598	16846.52147	0	2020-02-05T12:03:47.684
86570779.38041	94465119.04871	16851.87681	1	2020-02-05T12:20:19.912
75248577.96224	82067550.70333	16860.59390	2	2020-02-05T12:37:30.457
64851151.40900	70700862.53104	16869.60153	3	2020-02-05T12:54:38.618
55951862.27090	60977366.28360	16878.19863	4	2020-02-05T13:11:25.233
48656292.94804	53008730.59781	16886.22954	5	2020-02-05T13:28:25.073
42766991.17267	46577720.33172	16893.64316	6	2020-02-05T13:45:12.106
38021651.73500	41397033.88613	16900.45856	7	2020-02-05T14:01:58.277
34180170.06576	37203978.73112	16906.72402	8	2020-02-05T14:19:08.863
31046395.48660	33784061.59114	16912.48765	9	2020-02-05T14:36:00.213
28467045.47171	30969713.68952	16917.79153	10	2020-02-05T14:51:59.094
26324326.14798	28632195.14330	16922.67880	11	2020-02-05T15:07:59.679
24528071.25901	26672979.56827	16927.18419	12	2020-02-05T15:23:51.584
23009083.28422	25016467.53682	16931.34641	13	2020-02-05T15:40:10.264
21713942.61184	23604306.67370	16935.20033	14	2020-02-05T15:55:56.256
20601098.88443	22391113.80124	16938.76616	15	2020-02-05T16:12:04.623
19637961.88112	21341296.66502	16942.07312	16	2020-02-05T16:28:42.246
18798746.29523	20426701.00070	16945.14429	17	2020-02-05T16:45:29.054
18062881.86310	19624865.83486	16948.00065	18	2020-02-05T17:02:22.763
17413819.21683	18917723.51774	16950.66080	19	2020-02-05T17:19:26.733
16838139.84465	18290624.44448	16953.14213	20	2020-02-05T17:36:35.883
16324881.44433	17731600.27698	16955.46025	21	2020-02-05T17:53:32.823
15865019.41476	17230802.93869	16957.62666	22	2020-02-05T18:10:39.344
15451078.16875	16780073.75665	16959.65209	23	2020-02-05T18:28:05.58
15076823.87130	16372610.47630	16961.54982	24	2020-02-05T18:45:31.836
14737026.84870	16002707.51226	16963.33154	25	2020-02-05T19:02:51.822
14427275.49266	15665552.13498	16965.00761	26	2020-02-05T19:20:25.41
14143828.05262	15357063.02226	16966.58701	27	2020-02-05T19:37:49.063
13883495.93198	15073761.91717	16968.07701	28	2020-02-05T19:55:07.959
13643548.20852	14812670.55136	16969.48595	29	2020-02-05T20:12:11.704
13421636.42963	14571227.56639	16970.82087	30	2020-02-05T20:29:24.631
13215732.04837	14347221.03859	16972.09090	31	2020-02-05T20:46:45.416
13024075.62751	14138733.36272	16973.29964	32	2020-02-05T21:04:22.901
12845136.14908	13944096.00196	16974.45143	33	2020-02-05T21:21:19.351
12677577.15033	13761852.18794	16975.55028	34	2020-02-05T21:38:25.379
12520227.89983	13590725.98406	16976.60206	35	2020-02-05T21:55:35.458
12372059.29539	13429596.43558	16977.61096	36	2020-02-05T22:12:14.113
12232164.72710	13277475.95466	16978.58042	37	2020-02-05T22:29:30.189
12099743.85395	13133492.17645	16979.51454	38	2020-02-05T22:46:57.646
11974087.91704	12996872.60658	16980.41715	39	2020-02-05T23:04:26.862
11854567.69879	12866931.61237	16981.28931	40	2020-02-05T23:22:08.222
11740623.23275	12743059.29994	16982.13389	41	2020-02-05T23:39:33.899
11631755.39867	12624712.03113	16982.95222	42	2020-02-05T23:56:35.947
11527518.48133	12511404.30968	16983.74622	43	2020-02-06T00:13:47.244
11427513.54808	12402701.76911	16984.51857	44	2020-02-06T00:31:05.962
11331383.18796	12298215.14040	16985.27090	45	2020-02-06T00:48:40.646
11238806.53848	12197595.01707	16986.00526	46	2020-02-06T01:06:07.374
11149495.05963	12100527.31214	16986.72458	47	2020-02-06T01:23:22.628
11063189.00182	12006729.28754	16987.43052	48	2020-02-06T01:40:45.451
10979654.14731	11915946.09291	16988.12328	49	2020-02-06T01:58:03.356
10898679.05253	11827947.73339	16988.80333	50	2020-02-06T02:15:40.693
10820072.62936	11742526.39546	16989.47222	51	2020-02-06T02:32:54.872
10743662.13319	11659494.12819	16990.13134	52	2020-02-06T02:49:52.764
10669291.10251	11578680.75904	16990.78123	53	2020-02-06T03:07:02.164
10596817.73818	11499932.07430	16991.42219	54	2020-02-06T03:24:14.792
10526113.42286	11423108.19528	16992.05538	55	2020-02-06T03:41:30.15
10457061.45212	11348082.14361	16992.68159	56	2020-02-06T03:58:36.874
10389555.79751	11274738.56792	16993.30199	57	2020-02-06T04:16:02.581
10323500.23002	11202972.59842	16993.91645	58	2020-02-06T04:33:26.426
10258806.91888	11132688.85928	16994.52542	59	2020-02-06T04:50:39.389
10195395.72607	11063800.47923	16995.12834	60	2020-02-06T05:07:45.401
10133193.80960	10996228.32511	16995.72617	61	2020-02-06T05:25:05.097
10072134.80396	10929900.26954	16996.31899	62	2020-02-06T05:42:02.076
10012158.22290	10864750.54092	16996.90736	63	2020-02-06T05:58:44.846
9953208.82703	10800719.12755	16997.49378	64	2020-02-06T06:15:44.855
9895236.18038	10737751.24664	16998.07824	65	2020-02-06T06:32:37.511
9838194.26895	10675796.86515	16998.65848	66	2020-02-06T06:49:42.3
9782041.17873	10614810.27350	16999.23809	67	2020-02-06T07:06:39.213
9726738.49321	10554749.70416	16999.81546	68	2020-02-06T07:23:42.161
9672251.04577	10495576.95870	17000.39103	69	2020-02-06T07:40:47.455
9618546.60342	10437257.08028	17000.96386	70	2020-02-06T07:57:58.956
9565595.66748	10379758.06681	17001.53667	71	2020-02-06T08:15:20.195
9513371.12309	10323050.60324	17002.10869	72	2020-02-06T08:32:17.066
9461848.18693	10267107.82345	17002.67973	73	2020-02-06T08:49:11.817
9411004.18296	10211905.09466	17003.24991	74	2020-02-06T09:06:27.975
9360818.38960	10157419.82939	17003.81725	75	2020-02-06T09:23:43.614
9311271.73377	10103631.29908	17004.38442	76	2020-02-06T09:40:54.992
9262346.68332	10050520.46756	17004.94882	77	2020-02-06T09:58:02.583
9214027.05550	9998069.83149	17005.51099	78	2020-02-06T10:15:04.405
