loss	sse	Lp	epoch	time
9166298.04245	9946263.28411	17006.07001	79	2020-02-06T10:32:31.711
9119146.04581	9895085.99867	17006.62670	80	2020-02-06T10:49:27.95
9072558.53451	9844524.30819	17007.18230	81	2020-02-06T11:06:55.092
9026523.85831	9794565.59392	17007.73644	82	2020-02-06T11:24:07.611
8981031.32798	9745198.19593	17008.28926	83	2020-02-06T11:41:23.002
8936071.01466	9696411.31385	17008.84274	84	2020-02-06T11:58:40.535
8891633.69642	9648194.92924	17009.39431	85	2020-02-06T12:16:18.84
8847710.82804	9600539.72591	17009.94307	86	2020-02-06T12:33:23.115
8804294.53772	9553437.02672	17010.48834	87	2020-02-06T12:50:09.127
8761377.42705	9506878.73732	17011.03179	88	2020-02-06T13:07:06.52
8718952.52230	9460857.27130	17011.57720	89	2020-02-06T13:24:58.818
8677013.28374	9415365.49794	17012.12239	90	2020-02-06T13:42:50.364
8635553.54878	9370396.69029	17012.66549	91	2020-02-06T14:00:36.228
8594567.53527	9325944.48536	17013.20752	92	2020-02-06T14:18:17.38
8554049.72909	9282002.84322	17013.74806	93	2020-02-06T14:36:05.645
8513994.89421	9238566.00055	17014.28645	94	2020-02-06T14:54:54.651
8474398.05261	9195628.44589	17014.82384	95	2020-02-06T15:13:55.546
8435254.38227	9153184.88111	17015.36007	96	2020-02-06T15:32:34.445
8396559.25726	9111230.18724	17015.89358	97	2020-02-06T15:51:21.076
8358308.25242	9069759.40573	17016.42302	98	2020-02-06T16:09:12.769
8320497.07015	9028767.71520	17016.94744	99	2020-02-06T16:27:08.434
8283121.47980	8988250.40307	17017.46803	100	2020-02-06T16:45:12.392
8246177.27208	8948202.84284	17017.98873	101	2020-02-06T17:03:54.498
8209660.31077	8908620.47052	17018.50763	102	2020-02-06T17:22:23.969
8173566.50907	8869498.77007	17019.02307	103	2020-02-06T17:40:38.101
8137891.81583	8830833.25772	17019.53528	104	2020-02-06T17:59:15.65
8102632.23709	8792619.47246	17020.04547	105	2020-02-06T18:17:26.72
8067783.79165	8754852.96317	17020.55242	106	2020-02-06T18:35:23.464
8033342.52141	8717529.28133	17021.05411	107	2020-02-06T18:53:56.165
7999304.46022	8680643.97047	17021.55195	108	2020-02-06T19:11:52.874
7965665.63304	8644192.55717	17022.04829	109	2020-02-06T19:29:54.205
7932422.07826	8608170.54794	17022.54424	110	2020-02-06T19:47:52.148
7899569.81361	8572573.42232	17023.03889	111	2020-02-06T20:06:04.391
7867104.74196	8537396.62822	17023.53049	112	2020-02-06T20:23:58.967
7835022.76550	8502635.56684	17024.01783	113	2020-02-06T20:42:15.568
7803319.73180	8468285.59897	17024.49925	114	2020-02-06T21:00:20.207
7771991.48337	8434342.04287	17024.97680	115	2020-02-06T21:18:28.388
7741033.84201	8400800.17253	17025.45130	116	2020-02-06T21:36:38.128
7710442.49792	8367655.22134	17025.92143	117	2020-02-06T21:54:40.406
7680213.13381	8334902.37140	17026.38675	118	2020-02-06T22:12:34.415
7650341.36789	8302536.75668	17026.84589	119	2020-02-06T22:30:42.089
7620822.80861	8270553.47006	17027.30384	120	2020-02-06T22:48:33.96
7591652.97489	8238947.56211	17027.76314	121	2020-02-06T23:06:27.261
7562827.38719	8207714.04425	17028.22017	122	2020-02-06T23:24:18.338
7534341.55697	8176847.89361	17028.67721	123	2020-02-06T23:42:05.915
7506190.91777	8146344.05984	17029.13033	124	2020-02-07T00:00:04.05
7478370.85541	8116197.45973	17029.57895	125	2020-02-07T00:18:10.714
7450876.75477	8086402.98318	17030.02313	126	2020-02-07T00:36:29.434
7423704.00602	8056955.50430	17030.46188	127	2020-02-07T00:54:20.929
7396847.95595	8027849.87997	17030.89966	128	2020-02-07T01:11:53.514
7370304.08900	7999080.96519	17031.34010	129	2020-02-07T01:29:41.412
7344067.77235	7970643.62178	17031.77926	130	2020-02-07T01:47:44.043
7318134.32651	7942532.70168	17032.21473	131	2020-02-07T02:05:23.191
7292499.10444	7914743.06447	17032.64731	132	2020-02-07T02:23:17.332
7267157.45816	7887269.57700	17033.07861	133	2020-02-07T02:41:53.033
7242104.76017	7860107.12068	17033.50996	134	2020-02-07T02:59:59.938
7217336.42471	7833250.60018	17033.94554	135	2020-02-07T03:17:42.255
7192847.83923	7806694.94123	17034.38215	136	2020-02-07T03:35:58.989
7168634.41816	7780435.09903	17034.81598	137	2020-02-07T03:53:44.935
7144691.63868	7754466.06033	17035.24969	138	2020-02-07T04:11:41.846
7121015.08130	7728782.85333	17035.68046	139	2020-02-07T04:29:39.792
7097600.24858	7703380.56276	17036.10530	140	2020-02-07T04:47:44.613
7074442.60418	7678254.29751	17036.52397	141	2020-02-07T05:06:06.756
7051537.75351	7653399.21557	17036.94285	142	2020-02-07T05:24:00.728
7028881.34897	7628810.52737	17037.35903	143	2020-02-07T05:42:27.349
7006469.09299	7604483.50192	17037.77032	144	2020-02-07T06:00:08.798
6984296.74137	7580413.46541	17038.17726	145	2020-02-07T06:17:58.359
6962360.11593	7556595.80881	17038.57997	146	2020-02-07T06:35:38.752
6940655.02462	7533025.98330	17038.98002	147	2020-02-07T06:53:09.797
6919177.36932	7509699.50493	17039.37863	148	2020-02-07T07:10:53.169
6897923.11700	7486611.95592	17039.77485	149	2020-02-07T07:29:09.612
6876888.26562	7463758.98666	17040.16681	150	2020-02-07T07:47:11.41
6856068.89879	7441136.31508	17040.55770	151	2020-02-07T08:05:20.248
6835461.18331	7418739.73671	17040.94927	152	2020-02-07T08:23:23.749
6815061.27919	7396565.11185	17041.33502	153	2020-02-07T08:41:39.737
6794865.45450	7374608.37425	17041.71979	154	2020-02-07T08:59:26.264
6774870.02381	7352865.52670	17042.09925	155	2020-02-07T09:17:37.802
6755071.37453	7331332.64614	17042.47622	156	2020-02-07T09:35:37.517
6735466.00975	7310005.89221	17042.84885	157	2020-02-07T09:53:50.512
6716050.35269	7288881.48120	17043.21781	158	2020-02-07T10:11:30.518
6696820.95671	7267955.69796	17043.58386	159	2020-02-07T10:29:43.949
6677774.48698	7247224.90336	17043.95110	160	2020-02-07T10:47:50.891
6658907.57905	7226685.52129	17044.31432	161	2020-02-07T11:05:52.935
6640217.00775	7206334.04232	17044.67286	162	2020-02-07T11:23:54.642
6621699.56437	7186167.03056	17045.02614	163	2020-02-07T11:41:34.956
6603352.08046	7166181.10750	17045.37562	164	2020-02-07T11:59:54.265
6585171.46183	7146372.95922	17045.72188	165	2020-02-07T12:17:55.439
6567154.67109	7126739.33428	17046.06324	166	2020-02-07T12:35:51.141
6549298.70908	7107277.04067	17046.40028	167	2020-02-07T12:53:54.599
6531600.63252	7087982.94308	17046.73462	168	2020-02-07T13:11:53.78
6514057.58217	7068853.96651	17047.06557	169	2020-02-07T13:30:24.207
6496666.71255	7049887.09111	17047.39235	170	2020-02-07T13:48:24.108
6479425.22838	7031079.34907	17047.71415	171	2020-02-07T14:06:39.315
6462330.41229	7012427.82573	17048.03235	172	2020-02-07T14:25:08.291
6445379.57028	6993929.66107	17048.34710	173	2020-02-07T14:43:03.819
6428570.00239	6975582.03598	17048.65663	174	2020-02-07T15:00:30.654
6411899.07315	6957382.18062	17048.96114	175	2020-02-07T15:17:55.124
6395364.25877	6939327.36841	17049.26299	176	2020-02-07T15:35:05.243
6378963.02232	6921414.92026	17049.56160	177	2020-02-07T15:52:33.595
6362692.88167	6903642.20280	17049.85893	178	2020-02-07T16:09:58.534
6346551.37953	6886006.61967	17050.15189	179	2020-02-07T16:27:27.957
6330536.08762	6868505.61751	17050.44018	180	2020-02-07T16:44:44.906
6314644.62164	6851136.68122	17050.72376	181	2020-02-07T17:02:05.84
6298874.62444	6833897.33160	17051.00324	182	2020-02-07T17:19:16.754
6283223.79905	6816785.12759	17051.28244	183	2020-02-07T17:36:42.814
6267689.83908	6799797.66324	17051.55961	184	2020-02-07T17:54:13.875
6252270.51958	6782932.56966	17051.83349	185	2020-02-07T18:11:28.243
6236963.60603	6766187.51015	17052.10362	186	2020-02-07T18:29:05.313
6221766.98358	6749560.18334	17052.37135	187	2020-02-07T18:46:33.616
6206678.45466	6733048.32816	17052.63840	188	2020-02-07T19:03:57.822
6191695.96353	6716649.71233	17052.90181	189	2020-02-07T19:21:04.431
6176817.36788	6700362.13680	17053.16493	190	2020-02-07T19:38:07.438
6162040.59363	6684183.43275	17053.42706	191	2020-02-07T19:55:06.878
6147363.64957	6668111.46473	17053.68610	192	2020-02-07T20:12:04.596
6132784.42152	6652144.12181	17053.94130	193	2020-02-07T20:29:20.467
6118300.88663	6636279.30781	17054.19158	194	2020-02-07T20:46:37.628
6103911.20000	6620514.97734	17054.43749	195	2020-02-07T21:04:17.131
6089613.45658	6604849.11676	17054.68018	196	2020-02-07T21:22:01.861
6075405.81725	6589279.74713	17054.92418	197	2020-02-07T21:39:18.684
6061286.40731	6573804.92046	17055.16781	198	2020-02-07T21:56:15.374
6047253.39989	6558422.71928	17055.41014	199	2020-02-07T22:13:11.037
6033304.97355	6543131.25617	17055.65010	200	2020-02-07T22:30:32.993
