loss	sse	Lt	Lp	epoch	time
132211.18403	126871.07686	25.74797	56.72785	1	2019-12-16T19:07:49.148
127551.88971	126270.15166	88.09815	59.80001	4	2019-12-16T19:47:30.87
126327.58434	125635.54333	146.11040	56.64875	7	2019-12-16T20:28:00.28
127019.42286	124934.71774	200.37490	54.65884	10	2019-12-16T21:08:01.199
125639.58004	124116.91230	252.42008	81.20749	13	2019-12-16T21:49:12.709
125227.09580	123052.50385	302.01105	120.79085	16	2019-12-16T22:31:09.257
124061.06973	121472.26569	348.92814	157.09751	19	2019-12-16T23:12:08.715
122400.69454	118881.80539	391.34193	208.59294	22	2019-12-16T23:53:07.269
120933.30029	116527.78449	423.62484	236.89020	25	2019-12-17T00:34:44.988
119696.61745	115404.66536	445.44192	250.07686	28	2019-12-17T01:15:06.248
118365.12843	114081.68953	462.17743	267.01672	31	2019-12-17T01:56:04.33
117672.63372	112715.88755	474.47662	286.47195	34	2019-12-17T02:37:05.711
116480.89811	111839.98063	481.12855	301.54788	37	2019-12-17T03:17:56.808
116071.30271	111049.76025	484.63611	312.99090	40	2019-12-17T03:58:24.33
115020.26296	110375.50041	486.46974	323.31514	43	2019-12-17T04:39:38.797
114526.75455	109762.03714	487.33954	332.74181	46	2019-12-17T05:20:14.795
114065.02832	109216.01683	488.10579	341.30550	49	2019-12-17T06:00:45.648
113692.81308	108731.65858	488.65131	349.31690	52	2019-12-17T06:41:08.443
113160.18411	108248.48950	489.21058	358.17876	55	2019-12-17T07:21:24.82
112902.89692	107779.80960	489.78097	367.10133	58	2019-12-17T08:01:52.263
112285.27507	107357.91910	490.03519	375.12761	61	2019-12-17T08:41:34.744
112046.23456	106929.57775	490.24381	383.74244	64	2019-12-17T09:22:46.991
111599.13793	106551.16706	490.59964	391.30112	67	2019-12-17T10:03:23.947
111461.24874	106144.78563	491.34771	399.63967	70	2019-12-17T10:44:58.34
111134.89080	105752.55816	492.22418	407.82795	73	2019-12-17T11:26:08.096
110758.02183	105396.54814	493.13164	415.22709	76	2019-12-17T12:06:56.745
110285.12759	105039.13564	494.18892	423.05062	79	2019-12-17T12:47:26.007
110148.46427	104687.08957	495.24431	430.57862	82	2019-12-17T13:28:28.765
109896.26217	104359.15377	496.06318	437.93958	85	2019-12-17T14:10:28.373
109759.45700	104054.58776	496.84791	444.97870	88	2019-12-17T14:51:55.32
109488.09742	103769.44528	497.69251	451.53578	91	2019-12-17T15:32:45.919
109224.87144	103483.42375	498.59374	458.15534	94	2019-12-17T16:13:32.588
108900.02198	103220.59545	499.34018	464.21112	97	2019-12-17T16:54:36.469
108728.01404	102985.70825	500.02403	469.95343	100	2019-12-17T17:35:01.18
108434.19726	102751.28551	500.67379	476.09388	103	2019-12-17T18:16:15.085
108482.93480	102534.07278	501.05051	481.65390	106	2019-12-17T18:57:09.16
108291.97970	102344.60604	501.25408	487.03058	109	2019-12-17T19:38:10.413
108034.24048	102153.61444	501.47740	492.29279	112	2019-12-17T20:17:46.624
107768.84013	101986.04533	501.63516	497.31874	115	2019-12-17T20:58:51.065
107632.30659	101825.19998	501.88133	502.22330	118	2019-12-17T21:39:41.734
107557.34652	101664.03113	502.16829	507.22775	121	2019-12-17T22:20:02.625
107503.35232	101515.64357	502.29084	511.95571	124	2019-12-17T23:01:36.267
107265.82538	101385.26507	502.30236	516.32456	127	2019-12-17T23:42:23.211
107335.42877	101263.24998	502.43860	520.88750	130	2019-12-18T00:23:17.592
107035.69008	101143.59105	502.79226	525.46249	133	2019-12-18T01:04:16.241
106945.86128	101014.21800	503.24484	530.01041	136	2019-12-18T01:45:16.62
106775.59712	100898.08825	503.52814	534.41819	139	2019-12-18T02:26:31.612
106784.54922	100782.69674	503.74013	538.61006	142	2019-12-18T03:06:57.94
106773.24397	100672.65813	503.81496	542.86983	145	2019-12-18T03:47:02.313
106561.89889	100584.78123	503.73498	546.63094	148	2019-12-18T04:28:21.575
106412.47130	100488.89540	503.80812	550.47035	151	2019-12-18T05:09:52.461
106366.64602	100392.97044	504.02145	554.45246	154	2019-12-18T05:50:57.221
106175.03432	100293.87866	504.24350	558.28165	157	2019-12-18T06:31:19.259
106372.56688	100207.74313	504.24449	561.87045	160	2019-12-18T07:11:50.979
106159.88431	100135.05859	504.25041	565.13695	163	2019-12-18T07:53:33.523
106136.96246	100047.07043	504.37421	568.65717	166	2019-12-18T08:34:39.179
106021.92336	99969.12171	504.51477	572.16820	169	2019-12-18T09:15:53.856
105815.24802	99895.60684	504.67824	575.39745	172	2019-12-18T09:57:02.086
105720.85894	99811.92155	504.85148	578.93081	175	2019-12-18T10:37:18.874
105909.79835	99746.17012	504.91795	582.23048	178	2019-12-18T11:17:34.808
105818.05554	99675.20319	505.07779	585.54578	181	2019-12-18T11:58:40.643
105741.91330	99598.19429	505.21427	589.13242	184	2019-12-18T12:39:57.828
105442.05247	99539.96067	505.24429	592.17500	187	2019-12-18T13:20:35.157
