t	r_TF1	r_TF2	r_KP1	r_KP2	r_KP3	r_O1	p_TF1	p_TF2	p_KP1	p_KP2	p_KP3	p_O1	ψ_TF1	ψ_TF2	ψ_KP1	ψ_KP2	ψ_KP3
0.0	1.0	1.0	1.0	1.0	0.5532401049478649	0.7614051688711246	1.0	1.0	1.0	1.0	0.5528343627420871	0.7582493105922207	0.4400909093651513	0.573278841773373	1.0	0.49999999999973915	0.5513264674778038
0.28635243176675124	1.0	1.0	0.9937037339043939	1.0	0.5532402135278981	0.7614183878254077	1.0	1.0	0.9999806520672555	1.0	0.5528369484644235	0.7582776534222103	0.4400909093650964	0.5732857035088974	0.9999999649930434	0.49999999995828615	0.5513373424727772
1.2863524317667512	1.0	1.0	0.9720253822224839	1.0	0.5532405861611228	0.7614640289099894	1.0	1.0	0.999615180495256	1.0	0.5528458551134917	0.7583755707561903	0.4400909092168721	0.5733093735175735	0.9999968757194106	0.4999999835454797	0.5513748532274328
2.286352431766751	1.0	1.0	0.9508201749242539	1.0	0.5532409487793414	0.7615088687160503	1.0	1.0	0.9988017724838237	1.0	0.552854573253874	0.7584718576479149	0.44009090681797897	0.5733325950565068	0.9999827286907969	0.4999998399418698	0.5514116482525391
3.286352431766751	1.0	1.0	0.9300777853201523	1.0	0.5532413013990584	0.7615529209062095	1.0	1.0	0.9975598948890789	1.0	0.5528631068268519	0.7585665399729703	0.44009089424533654	0.5733553763682988	0.9999495023698217	0.4999993340179546	0.5514477407460463
4.286352431766751	1.0	1.0	0.9097881121074668	1.0	0.5532416434779961	0.7615961989342971	1.0	1.0	0.995908383723629	1.0	0.5528714596816379	0.7586596432256653	0.44009085415036303	0.5733777255496256	0.9998896855645499	0.4999981211448724	0.5514831436739206
5.286352431766751	1.0	1.0	0.889941274451107	1.0	0.5532419734386228	0.7616387160627359	1.0	1.0	0.9938654623029245	1.0	0.5528796355600066	0.758751192524631	0.44009075693412675	0.5733996505536985	0.9997962561651483	0.49999576223922454	0.5515178697734622
6.286352431766751	1.0	1.0	0.8705276071717529	1.0	0.5532422880930531	0.761680485382763	1.0	1.0	0.9914487589025105	1.0	0.552887638069592	0.7588412126188328	0.4400905586097263	0.573421159192664	0.9996626606161519	0.4999917375008366	0.5515519315560196
7.286352431766751	1.0	1.0	0.8515376560390246	1.0	0.553242582000834	0.7617215198365842	1.0	1.0	0.9886753239388252	1.0	0.5528954706442799	0.7589297278940537	0.44009019926115334	0.5734422591399293	0.9994827941014541	0.49998545893617363	0.5515853413088113
8.286352431766751	1.0	1.0	0.8329621731673821	1.0	0.5532428467864111	0.7617618322406938	1.0	1.0	0.9855616466858809	1.0	0.5529031364908066	0.7590167623798831	0.4400896020172195	0.5734629579323854	0.9992509814198021	0.49997628175369524	0.551618111095543
9.286352431766751	1.0	1.0	0.8147921125125124	1.0	0.5532430704388722	0.7618014353097069	1.0	1.0	0.9821236715398515	1.0	0.5529106385212333	0.7591023397572205	0.44008867246759503	0.5734832629724979	0.998961958529223	0.4999635147116021	0.5516502527555007
10.286352431766751	1.0	1.0	0.7970186254660111	1.0	0.5532432366128456	0.7618403416801585	1.0	1.0	0.978376813843288	1.0	0.5529179792714346	0.7591864833662847	0.44008729845569533	0.5735031815302256	0.9986108547394361	0.4999464294931097	0.5516817779008064
11.286352431766751	1.0	1.0	0.7796330565462131	1.0	0.5532433239461375	0.7618785639338178	1.0	1.0	0.9743359752803885	1.0	0.5529251608061118	0.7592692162151061	0.4400853501901265	0.5735227207447239	0.9981931755319159	0.49992426917950905	0.5517126979115393
12.286352431766751	1.0	1.0	0.7626269391830732	1.0	0.5532433054067873	0.7619161146201484	1.0	1.0	0.9700155588544603	1.0	0.5529321846111445	0.7593505609884648	0.44008268062274053	0.5735418876257804	0.9977047859878653	0.49989625588679376	0.5517430239284499
13.286352431766751	1.0	1.0	0.7459919915950453	1.0	0.5532431476796612	0.7619530062776165	1.0	1.0	0.9654294834584332	1.0	0.5529390514743263	0.7594305400572299	0.44007912604709754	0.573560689054932	0.9971418948049359	0.49986159762748306	0.5517727668430225
14.286352431766751	1.0	1.0	0.7297201127559505	1.0	0.5532428106004622	0.7619892514536161	1.0	1.0	0.9605911980490047	1.0	0.5529457613557041	0.7595091754880487	0.4400745068763546	0.5735791317862046	0.9965010388840931	0.4998194944554258	0.5518019372846786
15.286352431766751	1.0	1.0	0.7138033784498723	1.0	0.553242246643078	0.7620248627228328	1.0	1.0	0.9555136954347374	1.0	0.5529523132488661	0.7595864890533284	0.44006862856433254	0.573597222446418	0.9957790684685689	0.49976914394778194	0.55183054560495
16.28635243176675	1.0	1.0	0.6982340374121545	1.0	0.5532414004644816	0.7620598527039194	1.0	1.0	0.9502095256881603	1.0	0.5529587050346075	0.759662502241451	0.4400612826378068	0.5736149675349964	0.994973132817377	0.4997097460750256	0.5518586018584881
17.28635243176675	1.0	1.0	0.6830045075546263	1.0	0.5532402085099295	0.7620942340743966	1.0	1.0	0.9446908091916788	1.0	0.5529649333284427	0.7597372362671619	0.44005224781195607	0.573632373423227	0.9940806663963804	0.4996405075066663	0.5518861157808177
18.28635243176675	1.0	1.0	0.6681073722732128	1.0	0.5532385986799357	0.7621280195837288	1.0	1.0	0.9389692493268458	1.0	0.5529709933234513	0.7598107120820681	0.4400412911644248	0.5736494463529099	0.9930993755704006	0.4995606453974267	0.551913096762781
