t	r_TF1	r_TF2	r_KP1	r_KP2	r_KP3	r_O1	p_TF1	p_TF2	p_KP1	p_KP2	p_KP3	p_O1	ψ_TF1	ψ_TF2	ψ_KP1	ψ_KP2	ψ_KP3
0.0	1.0	1.0	1.0	1.0	0.08864573413150395	1.0	1.0	1.0	1.0	1.0	0.08864573413150396	1.0	0.06326395265512047	0.005950022386385769	1.0	0.033181998888053295	0.08864573413150396
0.12815577290727023	1.0	1.0	1.0	1.0	0.08864990082784083	0.9995812612300715	1.0	1.0	1.0	1.0	0.08864574009267819	0.9999991567934144	0.06320488499308505	0.006685465228216484	1.0	0.03713541743997624	0.08864573413793533
1.1281557729072702	1.0	1.0	1.0	1.0	0.08868209917732797	0.9963522473386708	1.0	1.0	1.0	1.0	0.0886461884744387	0.9999359249012	0.06374696320693206	0.012317111789033056	1.0	0.06685587047382012	0.08864573843053336
2.12815577290727	1.0	1.0	1.0	1.0	0.08871595979532342	0.9930550799849214	1.0	1.0	1.0	1.0	0.0886473504542876	0.9997741331533884	0.06593025777642395	0.017763477713370186	1.0	0.09466797847151645	0.08864576268992144
3.12815577290727	1.0	1.0	1.0	1.0	0.0887547147834893	0.9895110269520146	1.0	1.0	1.0	1.0	0.08864928223794542	0.999511904681789	0.0695679036132314	0.023030660600890165	1.0	0.12069427593053209	0.08864582477147864
4.12815577290727	1.0	1.0	1.0	1.0	0.08880211921213627	0.9855541122259158	1.0	1.0	1.0	1.0	0.0886521151215559	0.9991420943620216	0.07448198998812593	0.028124558609985976	1.0	0.14504942942990978	0.08864594440644007
5.12815577290727	1.0	1.0	1.0	1.0	0.08886286432228455	0.9810317669420408	1.0	1.0	1.0	1.0	0.08865607005885592	0.9986528399292387	0.08050463201815797	0.03305087717898595	1.0	0.1678407428279195	0.08864614519174616
6.12815577290727	1.0	1.0	1.0	1.0	0.08894294467623386	0.9758111032938181	1.0	1.0	1.0	1.0	0.08866148049158323	0.9980282089197988	0.0874786856420859	0.03781513566267123	1.0	0.1891686300210579	0.08864645699952708
7.12815577290727	1.0	1.0	1.0	1.0	0.08904998111263221	0.9697881163706421	1.0	1.0	1.0	1.0	0.08866882230830372	0.9972490736980343	0.09525815944198364	0.042422673915694785	1.0	0.209127057347276	0.0886469189874967
8.12815577290727	1.0	1.0	1.0	1.0	0.08919348347225285	0.9628963588967526	1.0	1.0	1.0	1.0	0.08867874964395858	0.9962942450372725	0.10370837308554952	0.04687865886318985	1.0	0.22780395758257363	0.08864758335761382
9.12815577290727	1.0	1.0	1.0	1.0	0.08938502897664763	0.9551119793892897	1.0	1.0	1.0	1.0	0.08869213480166448	0.9951417891282068	0.11270590790451097	0.05118809110467858	1.0	0.24528161735494605	0.08864851996953829
10.12815577290727	1.0	1.0	1.0	1.0	0.08963833157575574	0.9464534304572165	1.0	1.0	1.0	1.0	0.08871011006543514	0.9937703788091743	0.12213839051207985	0.05535581159998052	1.0	0.26163703968254937	0.08864982186347464
11.12815577290727	1.0	1.0	1.0	1.0	0.08996918274940224	0.936976019235594	1.0	1.0	1.0	1.0	0.08873410872507391	0.9921605110061269	0.13190414564487235	0.0593865084847171	1.0	0.27694228323335424	0.08865161168412222
12.12815577290727	1.0	1.0	1.0	1.0	0.09039525349883593	0.9267629452627899	1.0	1.0	1.0	1.0	0.0887659023593108	0.9902954577405612	0.14191174977659315	0.06328472405789119	1.0	0.29126477980099746	0.08865404892696292
13.12815577290727	1.0	1.0	1.0	1.0	0.09093575893444603	0.9159150414754991	1.0	1.0	1.0	1.0	0.08880763138827949	0.9881618844820318	0.15207951262337885	0.06705486197485404	1.0	0.30466763139556513	0.08865733785543102
14.12815577290727	1.0	1.0	1.0	1.0	0.0916109992648821	0.9045411470620472	1.0	1.0	1.0	1.0	0.08886182614103377	0.9857501375565115	0.1623349095318638	0.07070119466607987	1.0	0.31720988825822916	0.08866173586911856
15.12815577290727	1.0	1.0	1.0	1.0	0.09244180247319218	0.8927503018437938	1.0	1.0	1.0	1.0	0.08893141617969691	0.9830542510234108	0.1726139839640783	0.07422787098624518	1.0	0.3289468090246131	0.08866756204566144
16.12815577290727	1.0	1.0	1.0	1.0	0.09344890305342751	0.8806461863491137	1.0	1.0	1.0	1.0	0.08901972633617392	0.9800717464349681	0.18286073589473734	0.07763892408016687	1.0	0.33993010418311415	0.08867520553810146
17.12815577290727	1.0	1.0	1.0	1.0	0.09465229674493317	0.868323683611024	1.0	1.0	1.0	1.0	0.08913045877916989	0.9768033005200926	0.1930265089226753	0.0809382794334329	1.0	0.3502081639008095	0.08868513348952092
18.12815577290727	1.0	1.0	1.0	1.0	0.09607061261107858	0.8558671579914152	1.0	1.0	1.0	1.0	0.08926766134947262	0.9732523446671076	0.20306938626080634	0.08412976305740176	1.0	0.3598262712207013	0.08869789812966619
19.12815577290727	1.0	1.0	1.0	1.0	0.09772054103202678	0.843349972741589	1.0	1.0	1.0	1.0	0.089435683285584	0.9694246440135973	0.21295360348954034	0.0872171097419559	1.0	0.36882680156960457	0.08871414274381427
20.12815577290727	1.0	1.0	1.0	1.0	0.09961634977631403	0.8308348135766132	1.0	1.0	1.0	1.0	0.08963912022337153	0.9653278881753945	0.222648984011922	0.09020397129610261	1.0	0.3772494094556683	0.08873460624971519
21.12815577290727	1.0	1.0	1.0	1.0	0.10176951131539413	0.8183744790319197	1.0	1.0	1.0	1.0	0.08988275092580884	0.9609713126620311	0.2321304015059134	0.09309392468707542	1.0	0.3851312031780824	0.08876012617962084
22.12815577290727	1.0	1.0	1.0	1.0	0.10418845424822504	0.8060128966776935	1.0	1.0	1.0	1.0	0.09017146854307809	0.9563653604886841	0.2413772722994763	0.09589047998350389	1.0	0.3925069083187047	0.0887916399355303
23.12815577290727	1.0	1.0	1.0	1.0	0.10687844143541589	0.7937862074901604	1.0	1.0	1.0	1.0	0.09051020931059242	0.9515213870892372	0.25037307946651527	0.09859708800761882	1.0	0.3994090207359198	0.08883018426073228
24.12815577290727	1.0	1.0	1.0	1.0	0.1098415683391967	0.7817238232535709	1.0	1.0	1.0	1.0	0.09090388148183619	0.9464514076849285	0.2591049295262953	0.10121714760512224	1.0	0.40586794973478907	0.08887689294368897
25.12815577290727	1.0	1.0	1.0	1.0	0.11307686792101768	0.7698494052658709	1.0	1.0	1.0	1.0	0.091357297004342	0.9411678840649839	0.2675631418972925	0.10375401244876332	1.0	0.4119121520442709	0.08893299283636201
26.12815577290727	1.0	1.0	1.0	1.0	0.11658050365765493	0.7581817408350445	1.0	1.0	1.0	1.0	0.09187510803290999	0.9356835467012944	0.2757408706823186	0.10621099730209933	1.0	0.417568257191787	0.08899979832460529
27.12815577290727	1.0	1.0	1.0	1.0	0.12034602981883351	0.7467355113018184	1.0	1.0	1.0	1.0	0.09246174988989779	0.9300112478093122	0.2836337579213145	0.10859138368254513	1.0	0.42286118482751006	0.08907870443106754
28.12815577290727	1.0	1.0	1.0	1.0	0.12436469783304528	0.7355219551448056	1.0	1.0	1.0	1.0	0.09312139157943483	0.924163841077347	0.2912396171200199	0.11089842487675992	1.0	0.42781425451528005	0.08917117876038776
29.12815577290727	1.0	1.0	1.0	1.0	0.12862578890235682	0.7245494347626364	1.0	1.0	1.0	1.0	0.09385789448277329	0.9181540841168987	0.2985581456278494	0.11313535027586584	1.0	0.43244928847386427	0.08927875251274796
30.12815577290727	1.0	1.0	1.0	1.0	0.13311695549077449	0.7138239176304433	1.0	1.0	1.0	1.0	0.09467477943586913	0.9119945601132814	0.3055906642801393	0.11530536901222337	1.0	0.4367867077212203	0.08940301079638181
31.12815577290727	1.0	1.0	1.0	1.0	0.13782455740197067	0.7033493829208981	1.0	1.0	1.0	1.0	0.0955752020357843	0.9056976156051817	0.31233988262409423	0.11741167289292348	1.0	0.440845622045352	0.08954558246430236
32.12815577290727	1.0	1.0	1.0	1.0	0.14273398145529953	0.6931281641444704	1.0	1.0	1.0	1.0	0.09656193574699527	0.8992753117534233	0.31880968800190124	0.11945743863736327	1.0	0.44464391419815325	0.08970812968745279
33.12815577290727	1.0	1.0	1.0	1.0	0.14782993694305446	0.6831612373799503	1.0	1.0	1.0	1.0	0.09763736218113796	0.892739386852989	0.32500495675809216	0.12144582943696758	1.0	0.44819831868317966	0.08989233745786476
34.12815577290727	1.0	1.0	1.0	1.0	0.1530967218943475	0.6734484635180534	1.0	1.0	1.0	1.0	0.09880346779721712	0.8861012281903963	0.33093138586245013	0.12337999586415006	1.0	0.4515244954844713	0.09009990319323566
35.12815577290727	1.0	1.0	1.0	1.0	0.1585184575658062	0.6639887917870309	1.0	1.0	1.0	1.0	0.1000618462035253	0.8793718516498807	0.3365953432871711	0.1252630761649336	1.0	0.45463709906126115	0.09033252659034476
36.12815577290727	1.0	1.0	1.0	1.0	0.16407929048679679	0.6547804307520854	1.0	1.0	1.0	1.0	0.1014137052256709	0.8725618877292062	0.3420037355414649	0.12709819597531732	1.0	0.45754984291254486	0.09059189985033278
37.12815577290727	1.0	1.0	1.0	1.0	0.1697635628215063	0.6458209920169491	1.0	1.0	1.0	1.0	0.10285987792544807	0.8656815728437018	0.34716389084327615	0.12888846750559624	1.0	0.46027555999597153	0.09087969837515095
38.12815577290727	1.0	1.0	1.0	1.0	0.17555595282009648	0.6371076110170084	1.0	1.0	1.0	1.0	0.10440083680202186	0.8587407449802776	0.3520834564922309	0.13063698823956016	1.0	0.46282625926724785	0.09119757201221776
39.12815577290727	1.0	1.0	1.0	1.0	0.18144158778161912	0.6286370485755816	1.0	1.0	1.0	1.0	0.10603671047079465	0.8517488429165908	0.35677030909698515	0.13234683919699702	1.0	0.46521317858915723	0.091547136904007
