/home/WIN/cdegma/PKTFX/data/dream/lambda_01/3_3
loss	sse	Lt	Lp
571.93240	569.70532	19.09139	14.51335
506.73735	504.91261	15.52976	14.28805
467.52973	465.36555	17.46854	16.12345
432.18016	429.39946	20.60880	19.15143
404.19165	400.74074	23.17152	22.49446
371.88118	367.40473	25.84347	27.08094
342.03210	336.29997	27.78975	31.61088
320.13490	313.43121	28.86063	34.45908
300.52153	293.23121	29.46792	36.26146
279.87473	272.11529	30.10528	37.85041
261.71172	253.44674	30.81705	39.39493
247.96762	239.31135	31.44283	40.54735
235.27776	226.27866	31.97018	41.60128
223.50227	214.14316	32.50621	42.61695
210.42800	200.56114	33.11642	43.85100
198.35971	188.03626	33.63992	44.96350
188.95094	178.34034	34.01632	45.78290
176.74680	165.75357	34.51706	46.86788
168.65774	157.43957	34.81603	47.57968
161.05726	149.63362	35.08513	48.23459
152.54825	140.93568	35.32686	48.95375
145.92526	134.20990	35.48855	49.50633
138.53794	126.72598	35.60512	50.14005
132.79225	120.91417	35.66920	50.63717
127.40097	115.48352	35.69287	51.11234
121.36915	109.39743	35.72955	51.61661
115.75465	103.75528	35.73257	52.04869
111.38016	99.35988	35.74392	52.38472
107.22527	95.23136	35.72773	52.65115
103.31509	91.32831	35.72269	52.88378
98.90321	86.93329	35.69604	53.14062
94.74501	82.81735	35.66818	53.34092
90.85837	78.97064	35.64517	53.51023
87.16749	75.34650	35.64385	53.63119
83.70948	71.94007	35.62309	53.74360
80.96809	69.25475	35.60122	53.82496
77.83979	66.18771	35.58816	53.91496
74.87604	63.29377	35.57674	53.96813
71.60655	60.10449	35.55230	54.01816
68.94378	57.52845	35.53958	54.03279
66.82209	55.48044	35.51957	54.03836
64.39470	53.13294	35.49842	54.04534
62.45969	51.27156	35.48125	54.03919
60.58988	49.47879	35.47764	54.01346
58.45021	47.42503	35.46158	53.97475
56.73543	45.79098	35.44355	53.92675
54.76272	43.91694	35.42723	53.88180
52.87696	42.13017	35.40902	53.81291
51.07394	40.43290	35.38396	53.73367
49.34988	38.80607	35.36103	53.64926
47.69075	37.26076	35.32746	53.54681
46.10598	35.78503	35.30875	53.42940
44.34902	34.14049	35.27273	53.31165
42.91163	32.79887	35.24881	53.20627
41.76515	31.73733	35.20912	53.11929
40.43314	30.50451	35.17082	53.00830
39.36653	29.52792	35.13828	52.89632
38.12872	28.39755	35.10608	52.76239
36.94040	27.31413	35.07130	52.62579
35.79131	26.28121	35.01239	52.47353
34.68777	25.28889	34.97383	52.30604
33.63401	24.34111	34.93371	52.15407
32.78351	23.58441	34.89418	52.03024
31.96954	22.84946	34.85020	51.89943
31.18053	22.14290	34.82309	51.75542
30.12021	21.19901	34.77017	51.56271
29.39059	20.55545	34.73064	51.41573
28.55173	19.81176	34.66456	51.24852
27.87604	19.20933	34.64645	51.09896
27.21793	18.63712	34.59184	50.95367
26.59017	18.07761	34.55675	50.81340
25.98426	17.54738	34.51332	50.67270
25.27754	16.92839	34.45342	50.50851
24.70724	16.43283	34.42213	50.36620
24.04940	15.85285	34.36968	50.21202
23.51746	15.39539	34.31898	50.07568
22.90225	14.85984	34.27085	49.92714
22.31108	14.35676	34.20803	49.78191
21.83535	13.94564	34.16991	49.67519
21.37139	13.54899	34.12702	49.55999
20.83375	13.09132	34.07107	49.41885
20.31614	12.64794	34.02021	49.28197
19.81462	12.23028	33.96195	49.13735
19.25256	11.76232	33.89372	48.95937
18.86536	11.43067	33.85993	48.83991
18.41550	11.05103	33.81264	48.68762
17.97660	10.69338	33.74702	48.54007
17.62855	10.39661	33.71682	48.43110
17.16845	10.00257	33.66122	48.28405
16.78617	9.68037	33.61914	48.16010
16.47813	9.42739	33.56292	48.05276
16.11947	9.13192	33.50920	47.92049
15.77299	8.83967	33.46501	47.79885
15.49715	8.61494	33.42167	47.69573
15.17475	8.34665	33.37824	47.56781
14.86118	8.09293	33.33001	47.43550
14.56121	7.84325	33.27833	47.31831
14.31997	7.63975	33.24285	47.21812
14.03743	7.41216	33.19814	47.09890
13.81426	7.22576	33.17138	47.00250
13.59547	7.04519	33.12788	46.90703
13.38189	6.87246	33.09225	46.80600
13.13882	6.67633	33.05606	46.68226
12.94167	6.51361	33.02310	46.58897
12.71194	6.32757	32.98276	46.48646
12.49261	6.14875	32.94317	46.38465
12.28051	5.97554	32.91102	46.27754
12.11141	5.83756	32.88411	46.18558
11.91133	5.67570	32.85190	46.07487
11.72409	5.52069	32.82698	45.96758
11.54475	5.37662	32.80004	45.86141
11.38045	5.23261	32.77836	45.75791
11.17928	5.07940	32.74104	45.62210
11.01779	4.95110	32.71670	45.51469
10.84504	4.80610	32.69114	45.39491
10.70071	4.69162	32.66619	45.28769
10.56206	4.57543	32.65700	45.17686
10.43323	4.46980	32.64040	45.07082
10.29899	4.36523	32.62623	44.95505
10.17449	4.26275	32.59169	44.85711
10.07938	4.18145	32.59445	44.76625
9.96052	4.09199	32.57556	44.65216
9.87462	4.01593	32.57125	44.56710
9.76423	3.92394	32.55815	44.46571
9.66402	3.84170	32.53984	44.36132
9.55913	3.76228	32.53120	44.25103
9.46140	3.68191	32.52277	44.15020
9.38466	3.61988	32.50563	44.06500
9.30881	3.55704	32.50463	43.97767
9.22185	3.48657	32.49772	43.87433
9.13556	3.41564	32.47652	43.78148
9.05746	3.35284	32.47847	43.68124
8.97452	3.28246	32.46709	43.59037
8.90075	3.21947	32.47366	43.49332
8.83913	3.17017	32.45813	43.41512
8.77024	3.11199	32.46109	43.31970
8.71137	3.06067	32.46014	43.24860
8.64282	3.00971	32.44083	43.15414
8.57606	2.95195	32.44970	43.05899
8.52257	2.91152	32.43483	42.97917
8.46007	2.85737	32.44553	42.88549
8.39939	2.80951	32.43829	42.78765
8.34849	2.77120	32.42808	42.70642
8.30320	2.73091	32.42501	42.63196
8.24829	2.68533	32.43256	42.53718
8.19414	2.63853	32.43332	42.44717
8.13852	2.60261	32.42756	42.33977
8.08847	2.55665	32.42611	42.24871
8.03835	2.51967	32.42486	42.15088
7.99070	2.47741	32.41736	42.06295
7.94237	2.44036	32.42063	41.96945
7.90476	2.40936	32.42926	41.89304
7.86445	2.37679	32.42339	41.81739
7.82187	2.34401	32.42334	41.72559
