_	KP1	KP2	KP3
TF1	0.8868269065214307	0.8549388650164147	0.00015972305393135506
TF2	-0.0004636952485233597	-0.0001553303600888703	0.9755004028492795
KP1	-0.0	0.0009533519323724506	0.00021477962671725916
KP2	0.00025952929108151196	0.0	0.00021616821697993527
KP3	-0.00014515155016316027	0.00010954032544142747	-0.0
