t	r_T1	r_T2	r_P1	r_P2	r_O1	r_O2	p_T1	p_T2	p_P1	p_P2	p_O1	p_O2	ψ_T1	ψ_T2	ψ_P1	ψ_P2
0.0	1.0	1.0	1.0	1.0	0.01948199387466099	0.5800670225690208	1.0	1.0	1.0	1.0	0.019515622343050223	0.5839729874226743	0.6762423483580198	0.34173544787150073	1.0	1.0
0.29652291440911094	1.0	1.0	1.0	0.9945220042068655	0.01948189750675494	0.5800577189749015	1.0	1.0	1.0	0.9999820519298627	0.019515246807945166	0.5839436423567469	0.6762423483581061	0.3417354767052658	1.0	0.9999820519298627
1.296522914409111	1.0	1.0	1.0	0.9762683066566896	0.019481581800707987	0.5800267136665639	1.0	1.0	1.0	0.9996614807469452	0.019514003213895806	0.5838457842659289	0.6762423483583826	0.3417377912228284	1.0	0.9996614807469452
2.296522914409111	1.0	1.0	1.0	0.9583498237408483	0.019481300096658574	0.5799962716628478	1.0	1.0	1.0	0.9989521562488801	0.019512794585692	0.583749610087141	0.6762423483586377	0.3417481108069488	1.0	0.9989521562488801
3.296522914409111	1.0	1.0	1.0	0.9407603995092519	0.019481097461241218	0.5799663827296322	1.0	1.0	1.0	0.9978698538361017	0.019511621660336317	0.5836550915841162	0.6762423483588732	0.34177187172953266	1.0	0.9978698538361017
4.2965229144091115	1.0	1.0	1.0	0.9234939910609371	0.0194810395394228	0.5799370368187293	1.0	1.0	1.0	0.9964298702117486	0.019510487214292497	0.583562200974465	0.6762423483590906	0.3418138880074395	1.0	0.9964298702117486
5.2965229144091115	1.0	1.0	1.0	0.906544666468009	0.0194812094716211	0.5799082240645069	1.0	1.0	1.0	0.9946470363084906	0.019509396692856444	0.5834709109229116	0.6762423483592911	0.34187840482194426	1.0	0.9946470363084906
6.2965229144091115	1.0	1.0	1.0	0.88990660273771	0.019481705145018388	0.5798799347805716	1.0	1.0	1.0	0.9925357298874556	0.01950835870806971	0.5833811945346166	0.6762423483594762	0.34196914846551085	1.0	0.9925357298874556
7.2965229144091115	1.0	1.0	1.0	0.8735740838119121	0.019482636756041928	0.5798521594565125	1.0	1.0	1.0	0.9901098878172564	0.0195073854220301	0.5832930253485846	0.676242348359647	0.3420893728994706	1.0	0.9901098878172564
8.296522914409111	1.0	1.0	1.0	0.8575414986033475	0.019484124660236045	0.5798248887547036	1.0	1.0	1.0	0.9873830180409315	0.019506492830957473	0.5832063773311563	0.6762423483598047	0.34224190302942753	1.0	0.9873830180409315
9.296522914409111	1.0	1.0	1.0	0.8418033390679023	0.01948629748569413	0.5797981135071654	1.0	1.0	1.0	0.9843682112384256	0.019505700963917717	0.5831212248695837	0.6762423483599501	0.3424291748228963	1.0	0.9843682112384256
10.296522914409111	1.0	1.0	1.0	0.826354198312311	0.019489290486682062	0.5797718247124818	1.0	1.0	1.0	0.9810781521920536	0.01950503400871465	0.5830375427656895	0.6762423483600843	0.34265327240660787	1.0	0.9810781521920536
11.296522914409111	1.0	1.0	1.0	0.8111887687366018	0.01949324411492592	0.5797460135327748	1.0	1.0	1.0	0.9775251308622175	0.019504520376142927	0.582955306229608	0.6762423483602082	0.3429159622898097	1.0	0.9775251308622175
12.296522914409111	1.0	1.0	1.0	0.796301840210654	0.019498302787142135	0.5797206712907328	1.0	1.0	1.0	0.9737210531804674	0.01950419271256355	0.5828744908736083	0.6762423483603226	0.3432187248653841	1.0	0.9737210531804674
13.296522914409111	1.0	1.0	1.0	0.7816882982842417	0.019504613828665616	0.5796957894666938	1.0	1.0	1.0	0.9696774515668352	0.019504087869622388	0.5827950727059986	0.6762423483604282	0.3435627833432677	1.0	0.9696774515668352
14.296522914409111	1.0	1.0	1.0	0.7673431224299488	0.019512326574408653	0.5796713596957809	1.0	1.0	1.0	0.9654054951781981	0.019504246838882598	0.5827170281251106	0.6762423483605255	0.34394913027098645	1.0	0.9654054951781981
15.296522914409111	1.0	1.0	1.0	0.7532613843183514	0.01952159160980467	0.5796473737650903	1.0	1.0	1.0	0.960915999894273	0.01950471465818356	0.5826403339133636	0.6762423483606154	0.3443785517945506	1.0	0.960915999894273
16.29652291440911	1.0	1.0	1.0	0.7394382461248747	0.019532560135813486	0.5796238236109306	1.0	1.0	1.0	0.9562194380476815	0.019505540295668897	0.582564967231408	0.6762423483606983	0.34485164980986827	1.0	0.9562194380476815
17.29652291440911	1.0	1.0	1.0	0.7258689588677438	0.01954538344345729	0.5796007013161111	1.0	1.0	1.0	0.9513259479043733	0.019506776516640876	0.582490905612347	0.6762423483607749	0.34536886215055934	1.0	0.9513259479043733
18.29652291440911	1.0	1.0	1.0	0.712548860776456	0.01956021248469647	0.5795779991072809	1.0	1.0	1.0	0.9462453429005461	0.019508479737693	0.5824181269560349	0.6762423483608455	0.3459304809528632	1.0	0.9462453429005461
19.29652291440911	1.0	1.0	1.0	0.6994733756902155	0.01957719752772618	0.5795557093523155	1.0	1.0	1.0	0.9409871206420514	0.019510709871941867	0.582346609523454	0.6762423483609107	0.34653666933247507	1.0	0.9409871206420514
20.29652291440911	1.0	1.0	1.0	0.6866380114857791	0.01959648788596847	0.5795338245577506	1.0	1.0	1.0	0.9355604716721346	0.019513530168617746	0.5822763319311659	0.6762423483609709	0.34718747650181636	1.0	0.9355604716721346
21.29652291440911	1.0	1.0	1.0	0.6740383585341733	0.019618231711145292	0.5795123373662634	1.0	1.0	1.0	0.929974288013216	0.01951700704977534	0.5822072731458394	0.6762423483610264	0.3478828514496145	1.0	0.929974288013216
22.29652291440911	1.0	1.0	1.0	0.6616700881857527	0.019642575841842553	0.5794912405541989	1.0	1.0	1.0	0.9242371714882838	0.019521209946446315	0.5821394124788523	0.6762423483610777	0.3486226552978754	1.0	0.9242371714882838
23.29652291440911	1.0	1.0	1.0	0.6495289512830793	0.01966966569991529	0.5794705270291415	1.0	1.0	1.0	0.9183574418273367	0.01952621113616806	0.5820727295809673	0.676242348361125	0.34940667244449386	1.0	0.9183574418273367
24.29652291440911	1.0	1.0	1.0	0.6376107767011111	0.01969964522794063	0.5794501898275306	1.0	1.0	1.0	0.9123431445641834	0.01953208558348366	0.5820072044370819	0.6762423483611686	0.35023462059295524	1.0	0.9123431445641834
25.29652291440911	1.0	1.0	1.0	0.6259114699141992	0.019732656861702443	0.5794302221123196	1.0	1.0	1.0	0.9062020587287782	0.01953891078471152	0.5819428173610489	0.6762423483612089	0.3511061597639108	1.0	0.9062020587287782
26.29652291440911	1.0	1.0	1.0	0.614427011589401	0.01976884153239332	0.5794106171706777	1.0	1.0	1.0	0.8999417043401491	0.019546766618025076	0.5818795489905709	0.6762423483612461	0.3520209003769159	1.0	0.8999417043401491
27.29652291440911	1.0	1.0	1.0	0.603153456205626	0.019808338693850982	0.5793913684117322	1.0	1.0	1.0	0.8935693497048524	0.019555735199658923	0.5818173802821637	0.6762423483612804	0.3529784104843518	1.0	0.8935693497048524
28.29652291440911	1.0	1.0	1.0	0.5920869306981397	0.019851286370712016	0.5793724693643542	1.0	1.0	1.0	0.8870920185257698	0.019565900746864685	0.5817562925061911	0.676242348361312	0.3539782222335362	1.0	0.8870920185257698
29.29652291440911	1.0	1.0	1.0	0.5812236331279603	0.019897821223871563	0.5793539136749816	1.0	1.0	1.0	0.8805164968259487	0.019577349448073423	0.5816962672419693	0.6762423483613412	0.3550198376272944	1.0	0.8805164968259487
30.29652291440911	1.0	1.0	1.0	0.5705598313756911	0.019948078630088118	0.5793356951054843	1.0	1.0	1.0	0.8738493396920721	0.019590169340579045	0.581637286372939	0.6762423483613682	0.35610273364781947	1.0	0.8738493396920721
31.29652291440911	1.0	1.0	1.0	0.5600918618593389	0.020002192772972837	0.5793178075310664	1.0	1.0	1.0	0.8670968778420357	0.01960445019593588	0.5815793320819064	0.6762423483613931	0.35722636680351116	1.0	0.8670968778420357
32.29652291440911	1.0	1.0	1.0	0.5498161282756795	0.02006029674295754	0.5793002449382074	1.0	1.0	1.0	0.8602652240210016	0.019620283413160636	0.5815223868463512	0.6762423483614161	0.3583901771536467	1.0	0.8602652240210016
33.29652291440911	1.0	1.0	1.0	0.5397291003647365	0.020122522644149373	0.5792830014226403	1.0	1.0	1.0	0.853360279230192	0.019637761919742352	0.581466433433801	0.6762423483614373	0.359593591861205	1.0	0.853360279230192
34.29652291440911	1.0	1.0	1.0	0.5298273126969495	0.02018900170625676	0.5792660711873672	1.0	1.0	1.0	0.8463877387925854	0.019656980080391472	0.5814114548972718	0.6762423483614568	0.36083602831993045	1.0	0.8463877387925854
35.29652291440911	1.0	1.0	1.0	0.5201073634826152	0.02025986440001508	0.5792494485407097	1.0	1.0	1.0	0.8393530982595756	0.01967803361339897	0.5813574345707728	0.6762423483614749	0.36211689689777665	1.0	0.8393530982595756
36.29652291440911	1.0	1.0	1.0	0.5105659134031919	0.020335240554754493	0.5792331278943961	1.0	1.0	1.0	0.8322616591625565	0.019701019514427015	0.5813043560648766	0.6762423483614916	0.36343560333520664	1.0	0.8322616591625565
37.29652291440911	1.0	1.0	1.0	0.5011996844640666	0.020415259476940135	0.5792171037616822	1.0	1.0	1.0	0.8251185346133016	0.01972603598751248	0.5812522032623519	0.6762423483615069	0.3647915508334285	1.0	0.8251185346133016
38.29652291440911	1.0	1.0	1.0	0.49200545886838964	0.020500050068679103	0.5792013707555075	1.0	1.0	1.0	0.8179286547569119	0.0197531823830325	0.5812009603138597	0.6762423483615211	0.36618414186450465	1.0	0.8179286547569119
39.29652291440911	1.0	1.0	1.0	0.48298007791159053	0.020589740945332228	0.579185923586683	1.0	1.0	1.0	0.8106967720810142	0.019782559142355882	0.5811506116337113	0.6762423483615342	0.36761277973237577	1.0	0.8106967720810142
40.29652291440911	1.0	1.0	1.0	0.47412044089619554	0.02068446055149356	0.5791707570621142	1.0	1.0	1.0	0.8034274665848059	0.019814267748885003	0.581101141895688	0.6762423483615463	0.36907686991117133	1.0	0.8034274665848059
41.29652291440911	1.0	1.0	1.0	0.46542350406657335	0.020784337274709345	0.5791558660830545	1.0	1.0	1.0	0.7961251508114524	0.019848410685178317	0.581052536028921	0.6762423483615574	0.3705758211847255	1.0	0.7961251508114524
42.29652291440911	1.0	1.0	1.0	0.4568862795632434	0.020889499556402624	0.5791412456433915	1.0	1.0	1.0	0.7887940747472599	0.019885091395833752	0.581004779213832	0.6762423483615677	0.3721090466089668	1.0	0.7887940747472599
43.29652291440911	1.0	1.0	1.0	0.44850583439638764	0.021000075999551417	0.579126890827964	1.0	1.0	1.0	0.7814383305909631	0.01992441425580677	0.5809578568781317	0.6762423483615772	0.37367596431678785	1.0	0.7814383305909631
44.29652291440911	1.0	1.0	1.0	0.4402792894382127	0.02111619547273904	0.5791127968109091	1.0	1.0	1.0	0.7740618573963866	0.019966484543833644	0.5809117546928787	0.6762423483615859	0.37527599818311314	1.0	0.7740618573963866
45.29652291440911	1.0	1.0	1.0	0.4322038184338169	0.021237987210256066	0.5790989588540405	1.0	1.0	1.0	0.7666684455916595	0.02001140842062966	0.5808664585685942	0.676242348361594	0.3769085783661624	1.0	0.7666684455916595
46.29652291440911	1.0	1.0	1.0	0.4242766470302213	0.02136558090798577	0.5790853723052551	1.0	1.0	1.0	0.7592617413780868	0.02005929291153337	0.5808219546514354	0.6762423483616015	0.3785731417393317	1.0	0.7592617413780868
47.29652291440911	1.0	1.0	1.0	0.41649505182323243	0.021499106814849834	0.5790720325969695	1.0	1.0	1.0	0.751845251011704	0.020110245893271105	0.5807782293194244	0.6762423483616083	0.38026913222668446	1.0	0.751845251011704
48.29652291440911	1.0	1.0	1.0	0.40885635942180837	0.0216386958196295	0.579058935244584	1.0	1.0	1.0	0.7444223449704691	0.02016437608452056	0.5807352691787333	0.6762423483616147	0.38199600105373893	1.0	0.7444223449704691
49.29652291440911	1.0	1.0	1.0	0.4013579455296069	0.021784479533010007	0.579046075844975	1.0	1.0	1.0	0.7369962620099749	0.020221793039957813	0.5806930610600239	0.6762423483616206	0.383753206924055	1.0	0.7369962620099749
50.29652291440911	1.0	1.0	1.0	0.3939972340434004	0.021936590364724114	0.5790334500750153	1.0	1.0	1.0	0.7295701131104922	0.02028260714747894	0.5806515920148421	0.676242348361626	0.38554021613104705	1.0	0.7295701131104922
51.29652291440911	1.0	1.0	1.0	0.38677169616804785	0.02209516159569385	0.5790210536901199	1.0	1.0	1.0	0.7221468853180898	0.020346929628294496	0.5806108493120655	0.676242348361631	0.38735650261347265	1.0	0.7221468853180898
52.29652291440911	1.0	1.0	1.0	0.3796788495477191	0.02226032744508969	0.5790088825228196	1.0	1.0	1.0	0.7147294454825065	0.02041487253960311	0.580570820434405	0.6762423483616357	0.3892015479621641	1.0	0.7147294454825065
53.29652291440911	1.0	1.0	1.0	0.37271625741307407	0.022432223132242895	0.5789969324813597	1.0	1.0	1.0	0.7073205438943877	0.02048654877955858	0.580531493074957	0.6762423483616399	0.39107484138476867	1.0	0.7073205438943877
54.29652291440911	1.0	1.0	1.0	0.36588152774410326	0.022610984933360796	0.5789851995483248	1.0	1.0	1.0	0.6999228178244349	0.020562072094253397	0.5804928551338089	0.6762423483616438	0.39297587963453934	1.0	0.6999228178244349
55.29652291440911	1.0	1.0	1.0	0.3591723124483417	0.022796750233006435	0.5789736797792877	1.0	1.0	1.0	0.6925387949669538	0.02064155708645021	0.5804548947146946	0.6762423483616474	0.3949041669085649	1.0	0.6925387949669538
56.29652291440911	1.0	1.0	1.0	0.35258630655417444	0.022989657570313585	0.5789623693014835	1.0	1.0	1.0	0.685170896790227	0.020725119225801523	0.5804176001217007	0.6762423483616508	0.396859214720237	1.0	0.685170896790227
57.29652291440911	1.0	1.0	1.0	0.3461212474189568	0.023189846679916217	0.5789512643125079	1.0	1.0	1.0	0.6778214417960767	0.02081287486030659	0.5803809598560222	0.6762423483616539	0.39884054175022043	1.0	0.6778214417960767
58.29652291440911	1.0	1.0	1.0	0.3397749139516761	0.023397458527578085	0.5789403610790386	1.0	1.0	1.0	0.6704926486909267	0.02090494122876313	0.5803449626127672	0.6762423483616568	0.40084767367971263	1.0	0.6704926486909267
59.29652291440911	1.0	1.0	1.0	0.33354512584988927	0.023612635340513423	0.5789296559355803	1.0	1.0	1.0	0.6631866394706157	0.021001436473980124	0.5803095972778103	0.6762423483616594	0.40288014300934777	1.0	0.6631866394706157
60.29652291440911	1.0	1.0	1.0	0.3274297428506732	0.023835520632394382	0.5789191452832326	1.0	1.0	1.0	0.6559054424211579	0.021102479656526296	0.5802748529246932	0.6762423483616619	0.4049374888667112	1.0	0.6559054424211579
61.29652291440911	1.0	1.0	1.0	0.3214266639953307	0.02406625922304437	0.5789088255884799	1.0	1.0	1.0	0.6486509950375953	0.021208190768797187	0.5802407188115726	0.6762423483616641	0.40701925680508316	1.0	0.6486509950375953
