	r	p	ψ
T1	1.0	1.0	0.6597986208917815
T2	1.0	1.0	0.37276880425837444
T3	1.0	1.0	0.003955066012904905
T4	1.0	1.0	0.3704595512919573
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.0006901590773324775	0.0009655074361337217	0.0009655074361337217
O1	0.861575766237114	0.8615726040263875	0.0
O2	0.056867669823991204	0.05717755828945447	0.0
O3	0.21428840220680456	0.21428485112172257	0.0
O4	0.9980677271677799	0.995199529255091	0.0
