/home/WIN/cdegma/PKTFX/data/dream/lambda_01/4_5
loss	sse	Lt	Lp
594.87020	593.08380	15.09602	15.56311
560.84582	559.48859	11.24162	15.75910
536.71005	535.27700	11.34159	17.12955
508.66338	506.82210	13.33354	19.84448
479.00840	476.47901	16.07931	23.59984
452.09169	448.77844	18.21943	27.36956
424.34093	419.97000	19.99047	31.51970
399.96757	394.31561	21.14142	35.30036
379.62016	372.99453	21.67543	37.69957
357.96611	350.86906	21.80264	39.19481
339.98392	332.39506	22.14021	40.50038
323.50686	315.24548	22.53044	41.94849
310.43294	301.70901	22.76663	43.05228
297.96560	288.73305	23.02217	44.17755
283.85310	273.88627	23.32377	45.57588
270.72935	260.14637	23.56838	46.82765
258.38021	247.40653	23.87159	47.90635
246.67308	235.35690	24.24225	48.88230
237.27898	225.72158	24.58630	49.61895
228.12835	216.34894	24.96586	50.32086
219.25300	207.22482	25.38483	51.05639
210.65658	198.33840	25.83501	51.78576
200.73920	188.09648	26.37313	52.61531
191.33798	178.39885	26.88676	53.44795
183.99135	170.81668	27.23054	54.15259
177.09356	163.69132	27.49550	54.85029
169.30424	155.77428	27.69858	55.61791
162.14345	148.47720	27.82769	56.37404
155.46454	141.70232	27.88970	57.07492
150.23284	136.44779	27.92077	57.60141
144.34919	130.55175	27.91155	58.17708
138.85332	125.05384	27.89867	58.71259
133.67002	119.91188	27.85458	59.20309
129.58305	115.85787	27.84117	59.58877
125.71723	112.01001	27.80919	59.97544
122.05745	108.36564	27.76475	60.34609
117.86829	104.21838	27.70864	60.74968
113.87748	100.32684	27.64076	61.09617
110.10737	96.61481	27.57367	61.42727
107.11698	93.65255	27.52554	61.69030
103.70690	90.29052	27.44966	61.98863
100.46927	87.08560	27.36699	62.27607
97.40680	84.03626	27.30129	62.55404
94.95013	81.61126	27.23468	62.75936
92.58203	79.28990	27.18069	62.94227
89.85824	76.62085	27.10175	63.15835
87.67605	74.48557	27.04426	63.32181
85.57597	72.43988	26.96542	63.47644
83.14812	70.08612	26.89930	63.62577
81.21240	68.20455	26.83854	63.76624
79.33234	66.38728	26.78469	63.89105
77.16416	64.29312	26.72183	64.02613
75.06582	62.28861	26.65535	64.14403
73.07236	60.34633	26.59611	64.26852
71.47080	58.80876	26.52236	64.35260
69.91958	57.31681	26.46012	64.42665
68.11580	55.60448	26.38624	64.49418
66.37912	53.94955	26.32171	64.55106
64.71421	52.37128	26.25541	64.59881
63.11470	50.84412	26.19531	64.64647
61.81452	49.60943	26.15165	64.67213
60.31152	48.19592	26.08829	64.70535
59.10125	47.04943	26.04790	64.72831
57.68670	45.72407	25.97637	64.74667
56.55992	44.66264	25.92589	64.77247
55.25335	43.42892	25.88535	64.79311
53.98873	42.23765	25.83229	64.81399
52.76888	41.10300	25.76829	64.82575
51.59166	40.00324	25.71719	64.82980
50.44555	38.93938	25.67340	64.82500
49.33364	37.90836	25.62494	64.81086
48.26169	36.91218	25.58490	64.79009
47.20521	35.95321	25.52860	64.75198
46.18781	35.03077	25.47692	64.71730
45.19642	34.12521	25.43666	64.68215
44.23993	33.25260	25.38149	64.64808
43.30856	32.39848	25.34080	64.61694
42.42069	31.57431	25.27866	64.60416
41.54172	30.77018	25.22711	64.57206
40.70028	30.00210	25.17822	64.53442
40.01996	29.38107	25.13053	64.51062
39.22481	28.65606	25.07573	64.47151
38.57317	28.07507	25.03340	64.42970
37.81959	27.38495	24.98445	64.39205
37.07370	26.72328	24.92544	64.34515
36.36410	26.08203	24.87831	64.30559
35.66484	25.45595	24.81858	64.26162
34.99548	24.84990	24.77884	64.21058
34.44400	24.36059	24.71999	64.17099
33.79889	23.78945	24.66931	64.11825
33.28423	23.32449	24.62383	64.07715
32.77602	22.86875	24.57999	64.03607
32.17358	22.33982	24.51341	63.98531
31.59353	21.82662	24.46436	63.94025
31.03010	21.32870	24.41168	63.89447
30.48290	20.84475	24.35917	63.84456
30.03528	20.45767	24.31264	63.79647
29.51412	19.99401	24.26951	63.74293
29.09364	19.62740	24.22675	63.69983
28.59316	19.20260	24.16270	63.64221
28.18910	18.84850	24.12164	63.59413
27.71461	18.43713	24.08134	63.53104
27.25155	18.04017	24.02685	63.46260
26.79250	17.65764	23.97375	63.38337
26.35304	17.28768	23.92409	63.31308
25.99341	16.98099	23.88446	63.24774
25.63460	16.68216	23.84019	63.18587
25.22195	16.33519	23.78969	63.10450
24.81886	16.00685	23.73663	63.01717
24.35711	15.62126	23.69101	62.91599
23.98224	15.30914	23.64725	62.83015
23.67272	15.05689	23.60353	62.75875
23.30355	14.75365	23.56576	62.66486
22.95488	14.47794	23.50982	62.56573
22.66792	14.24225	23.48264	62.48436
22.38931	14.01695	23.43911	62.41014
22.11936	13.79708	23.41155	62.33258
21.80364	13.55006	23.35303	62.24505
21.49959	13.30110	23.32074	62.14917
21.14958	13.02393	23.26046	62.04634
20.86472	12.78997	23.23338	61.94944
20.58233	12.56703	23.19207	61.85756
20.35529	12.38757	23.15421	61.78358
20.13219	12.21611	23.10687	61.70343
19.86887	12.00212	23.08449	61.61103
19.61981	11.80822	23.03180	61.51615
19.37351	11.61411	22.99988	61.41864
19.17418	11.45622	22.96937	61.34287
18.93737	11.27183	22.93706	61.24076
18.70925	11.09262	22.91246	61.14063
18.51853	10.94774	22.87496	61.05500
18.30677	10.77995	22.84408	60.96392
18.09361	10.61971	22.80680	60.86934
17.89156	10.45793	22.78437	60.77725
17.72458	10.33330	22.75411	60.69764
17.55924	10.20645	22.73326	60.62182
17.39905	10.08832	22.70669	60.54346
17.24411	9.96259	22.69028	60.47789
17.08578	9.84545	22.66278	60.40070
16.91316	9.71219	22.63382	60.31991
16.76431	9.60039	22.60862	60.24513
16.58793	9.46708	22.58166	60.15334
16.42363	9.34163	22.55926	60.06617
16.29048	9.23346	22.54418	59.99417
16.13374	9.11838	22.52175	59.90541
16.00201	9.01831	22.50027	59.83126
15.87476	8.92762	22.47745	59.76344
15.72623	8.80954	22.45748	59.68056
15.58169	8.70085	22.44319	59.58740
15.47056	8.61557	22.42943	59.51845
15.33046	8.51163	22.40549	59.42855
15.21158	8.42252	22.40099	59.35550
15.08121	8.32790	22.37451	59.27242
14.97449	8.24495	22.36495	59.20324
14.86036	8.16225	22.34479	59.12921
14.76099	8.08890	22.33334	59.06287
14.66033	8.01122	22.32430	58.99998
14.54093	7.92805	22.30743	58.91654
14.42467	7.82940	22.30717	58.84124
14.32809	7.76525	22.27817	58.79090
14.22198	7.67737	22.27823	58.72229
14.13769	7.61429	22.26290	58.66470
14.03001	7.53600	22.25240	58.59726
13.94725	7.47128	22.24766	58.54117
13.86118	7.40773	22.23557	58.48448
13.78164	7.34627	22.22303	58.43260
13.70409	7.28535	22.22649	58.38070
13.60613	7.21175	22.20957	58.32285
13.51631	7.14303	22.20262	58.26269
13.43073	7.07710	22.18795	58.20734
13.34429	7.01164	22.17998	58.15354
13.25696	6.94813	22.17210	58.09427
13.18819	6.88954	22.17023	58.05475
13.12547	6.84886	22.15709	58.00997
13.06029	6.79230	22.15555	57.97038
12.97709	6.73532	22.14027	57.91492
12.91240	6.68610	22.13202	57.87460
12.83966	6.63101	22.12791	57.82768
12.77969	6.58354	22.11971	57.79448
12.71986	6.53834	22.11686	57.75419
12.64664	6.48393	22.10082	57.70641
12.58043	6.43571	22.10182	57.65736
12.51998	6.38909	22.08758	57.62243
12.46689	6.35322	22.08707	57.57958
12.40293	6.30042	22.07442	57.53754
12.34942	6.25650	22.08030	57.49723
12.29625	6.21853	22.06703	57.46143
12.24146	6.17842	22.06258	57.42809
12.19333	6.14093	22.05798	57.40179
12.14164	6.10170	22.05349	57.36722
12.09091	6.06471	22.04147	57.34614
12.04679	6.03064	22.03701	57.31833
11.99378	5.98846	22.03601	57.28793
11.94722	5.95418	22.02988	57.25942
11.88783	5.91320	22.01691	57.23070
11.83241	5.87172	22.01054	57.19973
11.78478	5.83247	22.00550	57.17480
11.74443	5.79673	22.00255	57.15397
11.68715	5.75664	22.00463	57.12271
11.64817	5.72946	21.98265	57.10311
11.59133	5.68377	21.98321	57.07477
11.54240	5.64791	21.97383	57.04876
11.49914	5.61573	21.96022	57.02832
11.45049	5.57890	21.96107	57.00960
11.41102	5.54875	21.95207	56.99116
11.37303	5.51848	21.94899	56.97003
11.32488	5.48227	21.93907	56.95286
11.28943	5.45824	21.92635	56.93258
11.24846	5.42901	21.93037	56.91061
11.20158	5.39530	21.91538	56.89802
11.16914	5.36604	21.91388	56.88578
11.12750	5.34495	21.89277	56.86858
11.09593	5.31541	21.89426	56.85552
11.05728	5.28643	21.88386	56.84200
11.02282	5.26161	21.87863	56.82652
