/home/WIN/cdegma/PKTFX/data/dream/lambda_01/3_1
loss	sse	Lt	Lp
741.99482	739.65792	20.06121	13.73969
649.50743	647.37845	17.93114	14.12986
593.29156	590.72373	20.46022	16.01343
551.10352	547.97217	23.23808	18.45532
511.81059	507.99554	25.81214	21.54328
468.22423	463.41288	28.29471	25.82693
435.50958	429.74098	29.92773	29.23333
405.99454	399.36672	31.17451	31.73725
374.32678	366.82927	32.41996	33.97871
346.84298	338.42707	33.51613	36.15379
326.87422	317.68405	34.27382	37.93563
309.29584	299.30070	34.88922	39.70575
293.60156	282.89082	35.42332	41.29160
279.37928	268.05737	35.88073	42.71109
266.26762	254.52033	36.23490	43.89659
254.06539	241.99946	36.55052	44.90770
240.47489	228.10877	36.84693	45.97541
227.87481	215.31660	37.14957	46.90921
218.09786	205.33938	37.43886	47.70322
207.18142	194.13044	37.75171	48.64967
198.62713	185.39067	38.02720	49.36558
189.02494	175.62765	38.32343	50.19225
181.54531	168.00465	38.59601	50.85300
174.47581	160.83034	38.83800	51.47894
167.79955	154.06618	39.05554	52.05708
161.49769	147.70485	39.26078	52.58847
154.36712	140.55454	39.47528	53.14880
148.77111	134.94246	39.64622	53.61649
142.45085	128.61373	39.83573	54.15052
137.48349	123.64857	39.96693	54.55492
131.85452	118.01597	40.13417	55.01006
125.68274	111.85442	40.33457	55.50335
120.72979	106.90331	40.47718	55.94178
116.81235	103.00795	40.57728	56.26550
112.34236	98.56912	40.70836	56.60471
108.15100	94.35614	40.81139	56.95351
104.20306	90.37886	40.89711	57.27699
100.46598	86.61914	40.97643	57.55483
96.93014	83.07105	41.02354	57.81624
94.12595	80.26437	41.05974	58.01735
91.44695	77.59042	41.08852	58.21422
88.40108	74.53460	41.13051	58.44650
85.51114	71.66218	41.14971	58.65009
83.22210	69.39017	41.17128	58.80570
80.62145	66.79316	41.20385	58.99824
78.55936	64.74459	41.22232	59.15766
76.21293	62.40245	41.23435	59.33402
73.95489	60.17435	41.25655	59.48000
71.81824	58.05842	41.26283	59.62542
70.10912	56.36164	41.27354	59.74039
68.46181	54.73918	41.28250	59.85845
66.56524	52.87127	41.28601	59.98435
64.74675	51.08614	41.29334	60.10972
63.29366	49.64771	41.30855	60.21229
61.89225	48.26054	41.30942	60.31283
59.99812	46.40062	41.31441	60.42109
58.43952	44.88573	41.30529	60.49261
56.95968	43.42113	41.30440	60.57912
55.76772	42.25380	41.29945	60.64217
54.39264	40.90824	41.27437	60.70966
53.28036	39.82961	41.26182	60.73772
52.00134	38.58373	41.25385	60.77654
50.77191	37.39602	41.21800	60.80928
49.58315	36.25340	41.19426	60.82014
48.62762	35.34046	41.16961	60.82020
47.51990	34.27930	41.13522	60.82283
46.44522	33.26729	41.08802	60.81519
45.58387	32.45036	41.05359	60.79778
44.58307	31.51117	41.01502	60.77211
43.46206	30.46598	40.94108	60.73367
42.68466	29.74515	40.90895	60.69212
41.77616	28.92338	40.83503	60.62750
40.91007	28.12835	40.78090	60.56897
40.07144	27.36764	40.71664	60.50792
39.39095	26.75864	40.64855	60.44923
38.74023	26.16532	40.59816	60.38817
38.09402	25.59375	40.54134	60.30795
37.22956	24.82430	40.45790	60.20476
36.50768	24.18697	40.40478	60.10411
35.92185	23.68066	40.33826	60.01495
35.24392	23.08791	40.27577	59.90183
34.58323	22.51298	40.20710	59.79661
34.05356	22.06280	40.13006	59.70674
33.53623	21.61029	40.07991	59.62779
33.03251	21.17928	40.02253	59.53877
32.54102	20.75867	39.96181	59.45274
32.06069	20.35002	39.90650	59.36044
31.50532	19.87319	39.83149	59.25553
30.96875	19.41546	39.76972	59.14536
30.44510	18.96951	39.69834	59.05283
29.94568	18.54351	39.62821	58.95537
29.53686	18.19140	39.58010	58.87540
29.14220	17.86063	39.51255	58.79139
28.75511	17.53429	39.45691	58.70915
28.37418	17.21619	39.40578	58.62293
27.93363	16.84666	39.34522	58.52253
27.57623	16.55096	39.28787	58.44306
27.16337	16.20238	39.22650	58.34614
26.82794	15.92020	39.17609	58.26602
26.49925	15.64556	39.13025	58.18951
26.11125	15.32775	39.06247	58.09341
25.74214	15.01719	39.01439	58.00060
25.38174	14.72129	38.95189	57.89733
25.09081	14.48083	38.90261	57.82103
24.74735	14.19947	38.84281	57.72318
24.46967	13.97330	38.77731	57.64494
24.13968	13.70929	38.71740	57.54272
23.82359	13.45132	38.66365	57.44706
23.52034	13.20068	38.60045	57.37493
23.22613	12.96472	38.54348	57.28632
22.99050	12.76592	38.50956	57.22119
22.76367	12.57550	38.46220	57.15871
22.49478	12.35378	38.42073	57.07832
22.23166	12.14296	38.36086	56.99851
22.01840	11.96756	38.32344	56.92752
21.76711	11.77149	38.26280	56.83598
21.52910	11.57324	38.21894	56.74825
21.33344	11.41558	38.17761	56.67575
21.10000	11.23207	38.12264	56.58897
20.91334	11.08430	38.08034	56.51562
20.68912	10.90639	38.03213	56.42675
20.51330	10.76351	37.99710	56.35638
20.29930	10.59805	37.94858	56.26121
20.09809	10.43645	37.89866	56.17075
19.89740	10.28298	37.84767	56.07627
19.72962	10.15477	37.80743	55.99460
19.53531	10.00769	37.75534	55.90157
19.34781	9.86450	37.69955	55.80482
19.19628	9.74068	37.67876	55.72861
19.01070	9.61009	37.62024	55.62469
18.83850	9.47554	37.57748	55.53075
18.66210	9.34384	37.54591	55.42462
18.51941	9.24117	37.49746	55.34128
18.35144	9.11423	37.46073	55.24894
18.19037	8.99158	37.41993	55.15457
18.02889	8.87455	37.37973	55.05471
17.89841	8.77473	37.34763	54.97489
17.76918	8.68265	37.30161	54.89903
17.64410	8.58614	37.28043	54.81892
17.51760	8.49738	37.22801	54.74441
17.37291	8.38587	37.19680	54.65228
17.25425	8.30434	37.15417	54.56844
17.10893	8.19603	37.11763	54.47940
16.99374	8.11270	37.08411	54.40292
16.87997	8.03249	37.04272	54.32878
16.74273	7.93003	37.00796	54.24397
16.61145	7.83513	36.96430	54.15905
16.48635	7.74600	36.92391	54.07287
16.37871	7.66345	36.90011	54.00379
16.27763	7.59078	36.86109	53.93342
16.15576	7.50175	36.81806	53.85325
16.05740	7.42842	36.78496	53.79177
15.93853	7.34197	36.74652	53.71872
15.82614	7.25736	36.70777	53.64345
15.72931	7.18707	36.67863	53.58122
15.63670	7.11965	36.64612	53.52728
15.53070	7.03875	36.60583	53.45990
15.42104	6.95899	36.57542	53.39246
15.31777	6.88052	36.53776	53.33017
15.21644	6.80476	36.50356	53.26753
15.13187	6.73870	36.49050	53.21424
15.05127	6.68144	36.44304	53.16222
14.97359	6.61910	36.42808	53.11219
14.85939	6.53208	36.39172	53.04368
14.77892	6.47733	36.35392	52.99561
14.70555	6.41904	36.32258	52.95144
14.59869	6.34201	36.28539	52.89203
14.51304	6.27579	36.24441	52.84573
14.42848	6.20989	36.21350	52.80494
14.35028	6.14855	36.18200	52.76371
14.26881	6.08714	36.15215	52.72744
14.19254	6.02352	36.12461	52.69603
14.11712	5.96176	36.10019	52.66432
