loss	sse	Lt	Lp	epoch	time
2047606042.23903	2232238130.60992	21775.01433	14193.07296	0	2020-02-06T13:20:58.052
67224255.68579	72806496.96590	21761.93834	14197.56826	1	2020-02-06T13:52:03.115
62265678.02740	67391964.54403	21750.23853	14204.79518	2	2020-02-06T14:23:30.781
58263744.69150	63040807.25551	21739.23070	14212.47416	3	2020-02-06T14:55:22.28
54321211.93627	58760536.91580	21728.65265	14220.07992	4	2020-02-06T15:28:02.569
50507045.80644	54621917.33983	21718.38932	14227.41463	5	2020-02-06T16:00:00.437
46911509.79642	50721450.14506	21708.37885	14234.45763	6	2020-02-06T16:31:10.24
43585809.87350	47114118.80566	21698.58078	14241.18807	7	2020-02-06T17:02:17.536
40548618.27125	43819900.32497	21688.96475	14247.59744	8	2020-02-06T17:34:14.258
37797482.45122	40836052.98631	21679.50599	14253.70723	9	2020-02-06T18:05:28.586
35317835.31750	38146709.13898	21670.18310	14259.51328	10	2020-02-06T18:35:38.554
33088921.58723	35729323.57913	21660.97688	14265.04844	11	2020-02-06T19:06:31.371
31087565.97163	33558725.77298	21651.86961	14270.35136	12	2020-02-06T19:37:56.948
29290381.02891	31609539.06263	21642.84477	14275.43308	13	2020-02-06T20:09:04.945
27675027.80570	29857532.73953	21633.88681	14280.31252	14	2020-02-06T20:39:33.334
26220860.58933	28280311.66632	21624.98108	14285.01134	15	2020-02-06T21:10:44.401
24909188.06930	26857596.93926	21616.11377	14289.53721	16	2020-02-06T21:41:58.627
23723291.46921	25571270.74397	21607.27185	14293.90748	17	2020-02-06T22:12:40.772
22648371.91406	24405286.56220	21598.44305	14298.12238	18	2020-02-06T22:44:04.84
21671392.06838	23345513.73910	21589.61586	14302.18721	19	2020-02-06T23:15:52.76
20780912.50350	22379552.74529	21580.77952	14306.11466	20	2020-02-06T23:47:16.432
19966918.94661	21496546.24022	21571.92401	14309.91329	21	2020-02-07T00:18:05.433
19220647.87698	20686996.92312	21563.04002	14313.57866	22	2020-02-07T00:48:30.992
18534438.46149	19942598.65623	21554.11893	14317.11973	23	2020-02-07T01:19:08.797
17901599.55947	19256085.04206	21545.15277	14320.54864	24	2020-02-07T01:50:11.813
17316247.88676	18621094.79775	21536.13422	14323.85637	25	2020-02-07T02:21:14.723
16773241.90642	18032052.17620	21527.05656	14327.06262	26	2020-02-07T02:51:44.792
16268070.51123	17484064.36111	21517.91365	14330.17095	27	2020-02-07T03:22:03.682
15796765.44974	16972832.01611	21508.69990	14333.17426	28	2020-02-07T03:52:25.445
15355837.59822	16494571.62105	21499.41024	14336.08081	29	2020-02-07T04:23:27.3
14942212.13704	16045948.93818	21490.04008	14338.89742	30	2020-02-07T04:54:08.075
14553174.51495	15624021.24622	21480.58531	14341.63340	31	2020-02-07T05:24:49.461
14186326.36340	15226187.74002	21471.04219	14344.28968	32	2020-02-07T05:55:55.174
13839546.78401	14850146.63592	21461.40741	14346.86596	33	2020-02-07T06:26:45.898
13510956.31678	14493858.50297	21451.67799	14349.36138	34	2020-02-07T06:57:44.585
13198888.19541	14155514.22853	21441.85128	14351.78323	35	2020-02-07T07:29:05.653
12901860.73490	13833507.22609	21431.92492	14354.13434	36	2020-02-07T08:00:06.822
12618558.21894	13526409.76868	21421.89684	14356.41575	37	2020-02-07T08:30:41.157
12347809.81895	13232952.06062	21411.76520	14358.63745	38	2020-02-07T09:01:35.339
12088573.79225	12952004.42425	21401.52839	14360.79856	39	2020-02-07T09:32:27.673
11839921.86803	12682561.43473	21391.18503	14362.89861	40	2020-02-07T10:03:57.53
11601028.64242	12423728.26514	21380.73391	14364.94267	41	2020-02-07T10:35:12.406
11371159.37148	12174708.84276	21370.17401	14366.93638	42	2020-02-07T11:06:12.206
11149661.45821	11934795.25898	21359.50446	14368.86987	43	2020-02-07T11:37:53.42
10935956.20112	11703358.75280	21348.72452	14370.74703	44	2020-02-07T12:09:06.385
10729529.96963	11479841.56871	21337.83357	14372.56586	45	2020-02-07T12:39:55.748
10529926.63033	11263749.44639	21326.83112	14374.33265	46	2020-02-07T13:10:48.321
10336740.54463	11054644.87559	21315.71675	14376.04335	47	2020-02-07T13:41:36.016
