	T1	T2	T3	T4
T1	-0.0	1.6338871736073777e-5	-2.5937499075081947e-5	4.7533024642811196e-5
T2	-4.469262101658188e-5	0.0	4.577811742233137e-5	-4.813787358082105e-5
T3	-5.592371685510592e-5	0.00010120645305378383	-0.0	6.848114461659768e-6
T4	3.212907955126364e-5	7.068649842778932e-5	-1.545620763026398e-5	-0.0
P1	-4.7290724516034965e-5	-2.0492828114183146e-5	-2.6762471329845533e-5	-3.879474963266769e-5
P2	2.1449319088043176e-5	-1.1228632968897543e-5	2.505887799431642e-5	-5.1971051371127886e-5
P3	0.0001283774714193834	8.458507988378582e-6	-0.00011510977933102654	0.00015825764334988807
P4	-0.00013577806590982483	-4.174478961703395e-5	5.005853205181655e-5	9.150339902857734e-6
O1	-0.00013668478808396694	0.2682495823536426	-2.483595026882052e-5	-5.277169388797151e-5
O2	-0.2143739372930773	0.0005297588639167501	0.0006300303817223045	0.0005623312556470906
O3	-0.00024007476747809717	-0.0001205477574837132	-0.00017498869793315528	0.32423769941127034
O4	4.086287150379223e-5	1.757058266507531e-5	-0.044388772386625176	1.8660984543212274e-5
