loss	sse	Lt	Lp	epoch	time
2047520421.78133	2232238130.60992	21775.01433	14193.07296	0	2020-01-29T15:04:18.662
67138908.39771	72806096.57328	21762.17433	14197.57026	1	2020-01-29T15:37:40.303
62181689.92059	67391698.87818	21750.75231	14204.79678	2	2020-01-29T16:11:21.104
58180997.44425	63040683.04786	21740.03228	14212.47635	3	2020-01-29T16:45:50.988
54239551.35999	58760540.87029	21729.74780	14220.08262	4	2020-01-29T17:20:17.774
50426262.36242	54622028.20184	21719.78257	14227.41701	5	2020-01-29T17:54:48.009
46831393.18372	50721647.77230	21710.07359	14234.45902	6	2020-01-29T18:29:50.465
43506209.69423	47114382.15042	21700.57976	14241.18829	7	2020-01-29T19:03:53.071
40469419.49224	43820214.04937	21691.27033	14247.59627	8	2020-01-29T19:38:40.438
37718641.35624	40836405.93825	21682.12023	14253.70577	9	2020-01-29T20:10:19.393
35239326.75144	38147092.30585	21673.10784	14259.51347	10	2020-01-29T20:42:30.539
33010732.42066	35729729.72598	21664.21367	14265.05268	11	2020-01-29T21:14:38.207
31009674.74451	33559150.39019	21655.41977	14270.35771	12	2020-01-29T21:46:12.578
29212766.30892	31609978.79031	21646.70939	14275.44143	13	2020-01-29T22:17:26.92
27597670.81802	29857986.28810	21638.06672	14280.32180	14	2020-01-29T22:49:43.155
26143737.66583	28280778.15098	21629.47697	14285.02150	15	2020-01-29T23:21:47.318
24832273.09459	26858075.93758	21620.92621	14289.54759	16	2020-01-29T23:53:28.484
23646571.22489	25571761.68503	21612.40134	14293.91717	17	2020-01-30T00:25:58.957
22571835.60928	24405789.04998	21603.89007	14298.13166	18	2020-01-30T00:57:50.128
21595029.76885	23346027.37981	21595.38090	14302.19709	19	2020-01-30T01:29:20.262
20704715.14330	22380077.14376	21586.86319	14306.12633	20	2020-01-30T02:01:17.914
19890878.98641	21497081.06189	21578.32696	14309.92583	21	2020-01-30T02:32:54.215
19144761.84947	20687541.75461	21569.76304	14313.59262	22	2020-01-30T03:04:54.71
18458701.22627	19943153.18185	21561.16292	14317.13559	23	2020-01-30T03:36:19.474
17825996.37470	19256648.86498	21552.51874	14320.56648	24	2020-01-30T04:08:33.268
17240779.35450	18621666.96480	21543.82325	14323.87825	25	2020-01-30T04:39:57.218
