loss	sse	Lt	Lp	epoch	time
15526988330.08634	15526978622.76336	21775.01433	16846.52147	0	2020-02-10T16:50:56.699
190481623.09830	190472896.50445	21759.96433	16851.95656	1	2020-02-10T17:11:30.374
163966466.23066	163958306.11747	21748.97551	16860.72081	2	2020-02-10T17:32:28.757
139592142.81513	139584386.91036	21739.96628	16869.75403	3	2020-02-10T17:53:54.529
119119578.11548	119112142.05661	21732.24656	16878.39005	4	2020-02-10T18:14:39.081
102651782.45459	102644606.61876	21725.47176	16886.45981	5	2020-02-10T18:36:33.045
89578056.73325	89571095.83704	21719.43335	16893.90628	6	2020-02-10T18:58:22.094
79192138.29095	79185355.33790	21713.99063	16900.75045	7	2020-02-10T19:19:44.925
70884496.97745	70877865.02744	21709.04155	16907.04605	8	2020-02-10T19:41:22.254
64175614.33967	64169114.36301	21704.50823	16912.84029	9	2020-02-10T20:03:00.472
58700981.62021	58694593.53522	21700.32905	16918.17704	10	2020-02-10T20:24:29.582
54186453.74787	54180164.32550	21696.45390	16923.10027	11	2020-02-10T20:46:05.933
50425809.41212	50419607.66130	21692.84118	16927.64192	12	2020-02-10T21:07:06.178
47263052.39814	47256928.64964	21689.45579	16931.84026	13	2020-02-10T21:28:02.027
44579209.50234	44573155.01101	21686.26772	16935.72815	14	2020-02-10T21:49:43.232
42282688.83143	42276697.84919	21683.25107	16939.32676	15	2020-02-10T22:10:50.178
40302291.68404	40296358.69870	21680.38328	16942.66384	16	2020-02-10T22:32:25.313
38582131.43225	38576250.54304	21677.64461	16945.76080	17	2020-02-10T22:54:10.321
37077923.64727	37072089.60853	21675.01767	16948.64331	18	2020-02-10T23:15:34.343
35754259.53450	35748468.17793	21672.48708	16951.33000	19	2020-02-10T23:36:59.515
34582584.41374	34576831.95079	21670.03918	16953.83622	20	2020-02-10T23:58:36.972
33539685.40564	33533966.56100	21667.66183	16956.17761	21	2020-02-11T00:20:26.048
32606544.85456	32600854.96147	21665.34419	16958.36775	22	2020-02-11T00:41:45.902
31767470.26080	31761806.65401	21663.07657	16960.41719	23	2020-02-11T01:03:31.501
31009428.59920	31003788.94366	21660.85034	16962.33874	24	2020-02-11T01:25:21.947
30321526.49014	30315908.62640	21658.65773	16964.14297	25	2020-02-11T01:46:42.544
29694605.34896	29689007.12741	21656.49183	16965.83878	26	2020-02-11T02:08:22.643
29120923.03787	29115341.84050	21654.34644	16967.43764	27	2020-02-11T02:30:14.068
28593898.99118	28588333.33171	21652.21600	16968.94666	28	2020-02-11T02:51:47.527
28107915.04422	28102363.60487	21650.09556	16970.37219	29	2020-02-11T03:13:20.991
27658152.30711	27652613.88817	21647.98070	16971.72025	30	2020-02-11T03:35:00.437
27240459.83766	27234933.40829	21645.86748	16972.99639	31	2020-02-11T03:56:25.843
26851247.97705	26845732.58951	21643.75239	16974.20736	32	2020-02-11T04:18:01.252
26487400.88453	26481895.63201	21641.63230	16975.35967	33	2020-02-11T04:39:39.92
26146204.47933	26140708.55407	21639.50446	16976.45818	34	2020-02-11T05:01:02.497
25825286.97934	25819799.65616	21637.36643	16977.50613	35	2020-02-11T05:22:35.588
25522569.43210	25517090.01676	21635.21607	16978.50902	36	2020-02-11T05:44:14.358
25236224.24914	25230752.13141	21633.05150	16979.47103	37	2020-02-11T06:05:13.701
24964640.56129	24959175.19462	21630.87108	16980.39359	38	2020-02-11T06:25:58.197
24706394.94637	24700935.83938	21628.67338	16981.28061	39	2020-02-11T06:46:19.513
24460226.64424	24454773.36497	21626.45720	16982.13556	40	2020-02-11T07:06:36.669
24225016.52152	24219568.68223	21624.22146	16982.96151	41	2020-02-11T07:26:56.856
23999769.13999	23994326.36403	21621.96530	16983.75979	42	2020-02-11T07:47:08.318
23783597.34543	23778159.26498	21619.68797	16984.53509	43	2020-02-11T08:07:02.569
23575708.99686	23570275.30366	21617.38886	16985.28847	44	2020-02-11T08:27:26.346
23375395.64220	23369966.08451	21615.06746	16986.02382	45	2020-02-11T08:47:47.466
23182022.71713	23176597.03828	21612.72340	16986.74066	46	2020-02-11T09:07:56.908
22995020.95318	22989598.89085	21610.35637	16987.44088	47	2020-02-11T09:28:35.716
22813878.89641	22808460.22824	21607.96615	16988.12613	48	2020-02-11T09:48:58.242
22638136.48294	22632721.00707	21605.55262	16988.79711	49	2020-02-11T10:09:05.131
22467379.36315	22461966.89033	21603.11569	16989.45624	50	2020-02-11T10:29:49.588
