loss	sse	Lt	Lp	epoch	time
2232349194.02266	2232238130.60992	21775.01433	14193.07296	0	2020-01-31T12:28:38.023
72858233.04387	72794321.58621	21761.45233	14197.54940	1	2020-01-31T12:49:42.11
67438276.75164	67387703.39297	21749.64799	14204.75255	2	2020-01-31T13:10:34.735
63094055.24259	63049523.73186	21738.65902	14212.41747	3	2020-01-31T13:31:18.622
58823836.73327	58782934.44876	21728.16798	14220.00943	4	2020-01-31T13:51:58.959
54694955.74321	54656705.11514	21718.04259	14227.33327	5	2020-01-31T14:13:17.659
50802699.55149	50766551.41434	21708.20795	14234.35895	6	2020-01-31T14:34:22.534
47201768.69448	47167297.93702	21698.61460	14241.07946	7	2020-01-31T14:56:51.064
43912230.94475	43879078.60792	21689.22489	14247.47877	8	2020-01-31T15:18:14.568
40931504.47624	40899435.07037	21680.00846	14253.57506	9	2020-01-31T15:39:56.125
38243972.77425	38212812.25057	21670.93931	14259.36649	10	2020-01-31T16:01:17.809
35827339.74819	35796960.07465	21661.99399	14264.88873	11	2020-01-31T16:22:07.73
33656669.84113	33626967.36773	21653.15099	14270.17261	12	2020-01-31T16:42:56.245
31706779.30398	31677672.74371	21644.39044	14275.23716	13	2020-01-31T17:03:34.428
29953595.37305	29925021.02694	21635.69458	14280.10524	14	2020-01-31T17:24:05.51
28374850.67731	28346755.72630	21627.04713	14284.78776	15	2020-01-31T17:44:35.933
26950365.28744	26922706.53118	21618.43372	14289.29302	16	2020-01-31T18:05:03.917
25662087.55396	25634838.93457	21609.84232	14293.64384	17	2020-01-31T18:26:46.036
24494032.23750	24467170.74494	21601.26160	14297.83889	18	2020-01-31T18:47:44.664
23432107.19382	23405620.29080	21592.68138	14301.88218	19	2020-01-31T19:08:24.961
22463951.39856	22437825.68004	21584.09224	14305.78705	20	2020-01-31T19:29:49.735
21578731.78402	21552957.97859	21575.48576	14309.56239	21	2020-01-31T19:50:59.407
20766968.99007	20741541.07388	21566.85411	14313.20863	22	2020-01-31T20:11:37.069
20020374.05529	19995284.82276	21558.19085	14316.73344	23	2020-01-31T20:32:56.592
19331690.04297	19306934.51043	21549.48935	14320.14282	24	2020-01-31T20:53:59.254
18694569.43882	18670136.85895	21540.74370	14323.43210	25	2020-01-31T21:14:56.193
18103441.71773	18079322.40403	21531.94852	14326.61102	26	2020-01-31T21:35:40.756
17553417.97877	17529602.82228	21523.09881	14329.69340	27	2020-01-31T21:56:34.272
17040200.46993	17016681.78300	21514.18916	14332.67131	28	2020-01-31T22:17:48.37
16560007.23203	16536777.95085	21505.21491	14335.55347	29	2020-01-31T22:38:35.63
16109508.10385	16086558.34845	21496.17131	14338.34356	30	2020-01-31T22:59:50.221
15685757.32029	15663080.94782	21487.05429	14341.05342	31	2020-01-31T23:20:48.074
15286153.63082	15263745.12106	21477.85997	14343.68247	32	2020-01-31T23:41:26.99
14908396.45907	14886248.93002	21468.58418	14346.23709	33	2020-02-01T00:02:14.299
14550444.24680	14528552.42486	21459.22296	14348.71194	34	2020-02-01T00:23:03.226
14210489.59249	14188845.78291	21449.77252	14351.11210	35	2020-02-01T00:44:12.897
13886925.34795	13865521.60681	21440.22938	14353.44062	36	2020-02-01T01:05:03.586
13578320.25808	13557151.25316	21430.59028	14355.70022	37	2020-02-01T01:25:41.694
13283405.53164	13262464.07538	21420.85234	14357.89500	38	2020-02-01T01:46:25.202
13001048.88812	12980329.48331	21411.01242	14360.03244	39	2020-02-01T02:07:43.082
12730243.68633	12709741.34687	21401.06724	14362.11064	40	2020-02-01T02:28:30.823
12470094.83015	12449804.34910	21391.01482	14364.13266	41	2020-02-01T02:49:15.166
12219806.00763	12199722.04472	21380.85331	14366.10200	42	2020-02-01T03:09:50.513
11978667.80668	11958786.42221	21370.58112	14368.01257	43	2020-02-01T03:30:34.838
11746052.52239	11726368.62642	21360.19727	14369.86953	44	2020-02-01T03:51:32.712
11521401.42470	11501910.81661	21349.69973	14371.67282	45	2020-02-01T04:12:29.262
11304219.04902	11284918.80684	21339.08782	14373.42198	46	2020-02-01T04:33:30.13
11094069.01097	11074955.54255	21328.36103	14375.11671	47	2020-02-01T04:53:52.973
10890565.81040	10871635.22167	21317.51885	14376.76591	48	2020-02-01T05:14:42.214
10693368.86608	10674617.96451	21306.56096	14378.36824	49	2020-02-01T05:35:26.68
10502177.81070	10483604.94292	21295.48713	14379.92337	50	2020-02-01T05:56:22.9
10316731.63602	10298333.91047	21284.29782	14381.42700	51	2020-02-01T06:17:15.738
10136801.20724	10118575.10484	21272.99322	14382.87957	52	2020-02-01T06:38:22.839
9962184.71169	9944127.49654	21261.57398	14384.29261	53	2020-02-01T06:58:56.284
9792706.17493	9774815.18768	21250.04071	14385.66203	54	2020-02-01T07:19:38.152
9628211.48988	9610484.11612	21238.39351	14386.98222	55	2020-02-01T07:40:34.554
9468565.40086	9450998.87076	21226.63259	14388.25699	56	2020-02-01T08:01:06.906
9313648.12274	9296239.73835	21214.75815	14389.48805	57	2020-02-01T08:20:55.026
9163353.67737	9146099.84579	21202.77052	14390.68292	58	2020-02-01T08:40:04.999
9017584.79059	9000482.39866	21190.67020	14391.83280	59	2020-02-01T08:58:25.512
8876252.03298	8859298.06629	21178.45801	14392.93010	60	2020-02-01T09:17:03.257
8739271.06134	8722462.41795	21166.13534	14393.99760	61	2020-02-01T09:35:08.359
8606558.96854	8589893.49964	21153.70340	14395.02480	62	2020-02-01T09:53:15.283
8478033.88833	8461509.51278	21141.16327	14396.02005	63	2020-02-01T10:12:01.461
8353612.96683	8337226.68058	21128.51639	14396.97428	64	2020-02-01T10:29:43.157
8233208.52318	8216957.25491	21115.76440	14397.88573	65	2020-02-01T10:47:46.766
8116726.30116	8100607.73900	21102.90910	14398.74907	66	2020-02-01T11:05:32.082
8004066.02318	7988077.35822	21089.95325	14399.57039	67	2020-02-01T11:23:08.29
7895117.83077	7879256.84276	21076.90010	14400.35518	68	2020-02-01T11:41:07.294
7789763.60199	7774027.56590	21063.75313	14401.09488	69	2020-02-01T11:59:13.96
7687874.17877	7672260.98786	21050.51625	14401.78663	70	2020-02-01T12:17:10.248
7589311.36840	7573818.59416	21037.19304	14402.43820	71	2020-02-01T12:34:51.84
7493927.49898	7478552.24640	21023.78804	14403.06479	72	2020-02-01T12:52:34.528
7401566.00706	7386305.18744	21010.30561	14403.66617	73	2020-02-01T13:10:06.71
7312062.34973	7296913.45730	20996.74948	14404.24061	74	2020-02-01T13:27:53.636
7225247.71548	7210207.85406	20983.12452	14404.78379	75	2020-02-01T13:45:47.488
7140949.69701	7126016.50662	20969.43583	14405.30598	76	2020-02-01T14:03:17.078
7058995.78394	7044167.87387	20955.68801	14405.80486	77	2020-02-01T14:20:38.275
6979219.20616	6964494.17626	20941.88671	14406.27564	78	2020-02-01T14:37:35.693
6901459.35047	6886834.95565	20928.03770	14406.72636	79	2020-02-01T14:54:44.741
6825565.55902	6811040.59127	20914.14733	14407.16049	80	2020-02-01T15:12:18.423
6751402.71141	6736975.67993	20900.22190	14407.57613	81	2020-02-01T15:28:58.161
6678852.66332	6664521.79561	20886.26893	14407.96781	82	2020-02-01T15:45:46.035
6607816.63434	6593579.69169	20872.29490	14408.35049	83	2020-02-01T16:03:07.001
6538215.24795	6524070.46291	20858.30707	14408.73953	84	2020-02-01T16:20:34.38
6469990.73230	6455935.71653	20844.31235	14409.12721	85	2020-02-01T16:37:59.051
6403103.49274	6389136.56714	20830.31828	14409.51965	86	2020-02-01T16:55:38.953
6337532.42757	6323651.68095	20816.33195	14409.91752	87	2020-02-01T17:12:37.988
6273270.71036	6259474.28290	20802.35993	14410.31360	88	2020-02-01T17:29:50.82
6210323.29719	6196608.58533	20788.40898	14410.72063	89	2020-02-01T17:47:15.338
6148700.30745	6135065.82953	20774.48613	14411.13818	90	2020-02-01T18:04:29.018
6088415.53822	6074860.29571	20760.59747	14411.57044	91	2020-02-01T18:21:45.111
6029482.55429	6016005.46571	20746.74901	14412.00220	92	2020-02-01T18:39:09.382
5971911.49929	5958510.82316	20732.94596	14412.44486	93	2020-02-01T18:56:37.407
5915704.78661	5902379.29386	20719.19323	14412.90055	94	2020-02-01T19:13:45.143
5860856.57099	5847605.47537	20705.49578	14413.37188	95	2020-02-01T19:31:02.96
5807353.46378	5794174.79024	20691.85725	14413.84609	96	2020-02-01T19:47:53.385
5755170.98108	5742063.41759	20678.28081	14414.33150	97	2020-02-01T20:05:05.331
5704277.37894	5691238.98396	20664.76873	14414.84355	98	2020-02-01T20:22:16.451
5654632.45967	5641661.75661	20651.32253	14415.36878	99	2020-02-01T20:39:22.359
5606191.41405	5593286.22828	20637.94358	14415.90347	100	2020-02-01T20:56:50.797
5558904.76249	5546062.99961	20624.63293	14416.45088	101	2020-02-01T21:14:23.169
5512719.81169	5499940.51521	20611.39155	14417.00956	102	2020-02-01T21:31:43.063
5467584.02682	5454866.90568	20598.21985	14417.56926	103	2020-02-01T21:49:08.523
5423448.53714	5410791.54436	20585.11794	14418.12754	104	2020-02-01T22:06:45.577
5380264.44778	5367666.34962	20572.08593	14418.69180	105	2020-02-01T22:24:23.226
5337986.17322	5325446.75140	20559.12304	14419.25955	106	2020-02-01T22:42:03.767
5296573.83188	5284092.16632	20546.22735	14419.82860	107	2020-02-01T22:59:46.331
5255991.11553	5243566.22370	20533.39750	14420.40363	108	2020-02-01T23:17:09.249
5216205.49818	5203836.68902	20520.63238	14420.97724	109	2020-02-01T23:34:28.177
5177188.64335	5164875.07469	20507.92980	14421.54269	110	2020-02-01T23:51:29.747
5138915.14905	5126656.00220	20495.28888	14422.10412	111	2020-02-02T00:08:19.314
5101361.86567	5089156.49000	20482.70867	14422.65880	112	2020-02-02T00:25:29.604
5064507.62955	5052355.08011	20470.18648	14423.20156	113	2020-02-02T00:42:42.461
5028331.35481	5016231.10678	20457.71981	14423.73258	114	2020-02-02T00:59:40.829
4992812.63375	4980764.04916	20445.30668	14424.25373	115	2020-02-02T01:18:06.273
4957930.39244	4945933.09767	20432.94660	14424.76303	116	2020-02-02T01:36:54.191
4923662.92914	4911716.62025	20420.63674	14425.25789	117	2020-02-02T01:55:39.699
4889987.48366	4878092.14298	20408.37392	14425.74282	118	2020-02-02T02:14:27.494
4856881.10959	4845036.55678	20396.15558	14426.21754	119	2020-02-02T02:32:39.77
4824320.59814	4812526.50441	20383.98117	14426.68099	120	2020-02-02T02:51:14.174
4792282.61942	4780538.78733	20371.85262	14427.13612	121	2020-02-02T03:10:01.967
4760744.83024	4749050.90359	20359.76376	14427.58276	122	2020-02-02T03:28:38.189
4729685.87804	4718041.71840	20347.71253	14428.01943	123	2020-02-02T03:47:27.404
4699086.16525	4687491.73552	20335.70164	14428.44573	124	2020-02-02T04:05:47.326
4668928.05720	4657383.41194	20323.72604	14428.86568	125	2020-02-02T04:24:14.501
4639196.88879	4627701.43305	20311.78158	14429.27701	126	2020-02-02T04:42:55.356
4609878.60488	4598432.67716	20299.86890	14429.68060	127	2020-02-02T05:01:16.329
4580963.22424	4569565.87253	20287.98681	14430.07705	128	2020-02-02T05:19:32.242
4552440.36144	4541091.42474	20276.13760	14430.46953	129	2020-02-02T05:37:41.968
4524301.66165	4513001.03999	20264.32361	14430.85950	130	2020-02-02T05:55:46.576
4496539.53682	4485287.30181	20252.54965	14431.24501	131	2020-02-02T06:13:11.268
4469148.05755	4457943.69558	20240.82522	14431.62793	132	2020-02-02T06:30:37.884
4442119.08586	4430962.37802	20229.13863	14432.00690	133	2020-02-02T06:47:36.172
4415445.45670	4404336.35855	20217.48975	14432.38158	134	2020-02-02T07:04:36.313
4389120.93979	4378058.55123	20205.87459	14432.75368	135	2020-02-02T07:21:42.84
4363137.91833	4352122.08906	20194.29097	14433.12781	136	2020-02-02T07:38:35.039
4337489.23468	4326519.92259	20182.74148	14433.50526	137	2020-02-02T07:55:45.421
4312168.38628	4301245.35442	20171.22691	14433.88670	138	2020-02-02T08:13:22.943
4287169.74832	4276292.09063	20159.74659	14434.26838	139	2020-02-02T08:30:34.643
4262486.43762	4251654.46781	20148.30593	14434.64907	140	2020-02-02T08:47:51.073
4238115.31356	4227327.60181	20136.89919	14435.03134	141	2020-02-02T09:05:24.632
4214049.82687	4203306.84613	20125.52668	14435.41515	142	2020-02-02T09:22:25.826
4190286.95774	4179587.83320	20114.18035	14435.79934	143	2020-02-02T09:39:38.416
4166821.92129	4156167.09513	20102.86376	14436.18343	144	2020-02-02T09:56:25.94
4143652.82405	4133041.48320	20091.58006	14436.56844	145	2020-02-02T10:13:39.469
4120775.02078	4110207.98536	20080.33448	14436.95452	146	2020-02-02T10:31:02.426
4098188.22745	4087663.56922	20069.12095	14437.33988	147	2020-02-02T10:48:38.309
4075886.39367	4065405.32273	20057.94458	14437.72732	148	2020-02-02T11:06:21.291
4053872.88080	4043429.79033	20046.79391	14438.11638	149	2020-02-02T11:23:56.262
4032134.28218	4021733.62065	20035.68486	14438.50337	150	2020-02-02T11:41:03.406
4010677.44685	4000312.94219	20024.59117	14438.89706	151	2020-02-02T11:57:53.337
3989485.66050	3979163.74989	20013.52854	14439.29336	152	2020-02-02T12:15:07.43
3968565.07571	3958281.94300	20002.47965	14439.69318	153	2020-02-02T12:32:12.8
3947902.84292	3937663.91106	19991.46887	14440.08885	154	2020-02-02T12:49:12.846
3927503.12140	3917305.57911	19980.48598	14440.48747	155	2020-02-02T13:06:23.815
3907357.24616	3897203.13878	19969.54099	14440.88604	156	2020-02-02T13:23:22.156
3887466.20260	3877353.33375	19958.62407	14441.28752	157	2020-02-02T13:40:21.874
3867823.33764	3857751.77884	19947.73401	14441.69127	158	2020-02-02T13:58:05.675
3848429.28980	3838394.12908	19936.86725	14442.09717	159	2020-02-02T14:15:39.268
3829284.61815	3819277.20232	19926.04814	14442.49950	160	2020-02-02T14:33:09.376
3810404.32460	3800396.83015	19915.26196	14442.90418	161	2020-02-02T14:50:44.404
3791741.90130	3781749.23348	19904.52836	14443.30171	162	2020-02-02T15:08:23.409
