loss	sse	Lt	Lp	epoch	time
8013058623.74444	8788819805.69598	21775.01433	16846.52147	0	2020-02-06T13:21:41.074
86459970.22957	94244246.77933	21759.99233	16851.87681	1	2020-02-06T13:52:06.475
75039079.37184	81745246.54825	21749.09625	16860.59388	2	2020-02-06T14:23:17.804
64578082.78388	70313558.47315	21740.19534	16869.60154	3	2020-02-06T14:54:55.837
55642857.23898	60554270.20320	21732.58493	16878.19829	4	2020-02-06T15:26:57.582
48328765.96517	52568191.13143	21725.91720	16886.22884	5	2020-02-06T15:58:35.779
42431275.37007	46130530.71937	21719.98403	16893.64155	6	2020-02-06T16:29:26.071
37683714.79377	40949323.83432	21714.64616	16900.45581	7	2020-02-06T17:00:44.464
33843348.26089	36759103.54113	21709.80308	16906.71993	8	2020-02-06T17:32:19.856
30712448.54664	33343745.30719	21705.37836	16912.48184	9	2020-02-06T18:03:17.413
28136870.57975	30534725.24425	21701.31160	16917.78369	10	2020-02-06T18:34:18.935
25998246.69156	28202747.45733	21697.55372	16922.66870	11	2020-02-06T19:05:04.515
24206094.81023	26248965.91731	21694.06393	16927.17058	12	2020-02-06T19:35:53.812
22691043.78279	24597602.33531	21690.80780	16931.32921	13	2020-02-06T20:07:12.938
21399580.77444	23190210.23220	21687.75584	16935.17903	14	2020-02-06T20:38:21.088
20290083.78801	21981363.15846	21684.88256	16938.74026	15	2020-02-06T21:09:01.601
19329949.94309	20935455.53741	21682.16568	16942.04124	16	2020-02-06T21:39:51.772
18493403.07173	20024338.29930	21679.58567	16945.10743	17	2020-02-06T22:10:02.682
17759880.24718	19225566.04474	21677.12523	16947.95773	18	2020-02-06T22:40:45.5
17112841.74482	18521092.28534	21674.76904	16950.61198	19	2020-02-06T23:10:58.929
16538893.08356	17896291.36903	21672.50341	16953.08640	20	2020-02-06T23:41:55.11
16027110.49003	17339220.00017	21670.31615	16955.39776	21	2020-02-07T00:12:36.321
15568469.85880	16840055.87099	21668.19631	16957.55670	22	2020-02-07T00:43:29.132
15155508.13025	16390663.78664	21666.13408	16959.57478	23	2020-02-07T01:14:31.196
14782009.02656	15984263.91471	21664.12065	16961.46482	24	2020-02-07T01:45:12.17
14442767.35511	15615171.98313	21662.14811	16963.23799	25	2020-02-07T02:15:16.505
14133388.30179	15278595.71321	21660.20933	16964.90658	26	2020-02-07T02:45:47.144
13850135.23019	14970472.10584	21658.29793	16966.47731	27	2020-02-07T03:16:46.629
13589833.97349	14687339.92106	21656.40817	16967.95890	28	2020-02-07T03:47:41.589
13349766.06551	14426236.73745	21654.53486	16969.35893	29	2020-02-07T04:18:42.606
13127594.79682	14184615.83675	21652.67340	16970.68487	30	2020-02-07T04:50:00.175
12921302.90463	13960278.92114	21650.81962	16971.94429	31	2020-02-07T05:21:36.91
12729141.84655	13751321.02759	21648.96979	16973.14366	32	2020-02-07T05:52:47.188
12549590.28468	13556085.34107	21647.12058	16974.28556	33	2020-02-07T06:24:11.698
12381320.99520	13373125.95422	21645.26901	16975.37438	34	2020-02-07T06:55:30.958
12223171.91966	13201177.02595	21643.41242	16976.41625	35	2020-02-07T07:26:29.091
12074121.85234	13039126.94935	21641.54845	16977.41480	36	2020-02-07T07:58:02.849
11933271.56487	12885996.83198	21639.67498	16978.37399	37	2020-02-07T08:28:50.56
11799827.33494	12740922.37317	21637.79015	16979.29673	38	2020-02-07T08:59:17.434
11673085.91137	12603138.56367	21635.89231	16980.18713	39	2020-02-07T09:30:16.703
11552423.86888	12471966.60697	21633.98002	16981.04694	40	2020-02-07T10:01:10.387
11437287.09674	12346803.07305	21632.05198	16981.87923	41	2020-02-07T10:32:16.749
11327181.43909	12227110.34128	21630.10710	16982.68543	42	2020-02-07T11:03:15.13
11221666.23963	12112408.49235	21628.14441	16983.46708	43	2020-02-07T11:33:53.425
11120346.90127	12002268.38942	21626.16307	16984.22660	44	2020-02-07T12:04:26.322
11022870.18287	11896305.61356	21624.16236	16984.96582	45	2020-02-07T12:35:12.143
10928918.26907	11794175.26964	21622.14168	16985.68781	46	2020-02-07T13:05:46.805
10838206.99039	11695567.36278	21620.10053	16986.39385	47	2020-02-07T13:36:41.833
10750479.75225	11600203.07317	21618.03848	16987.08691	48	2020-02-07T14:07:46.593
10665505.46459	11507831.16643	21615.95519	16987.76715	49	2020-02-07T14:38:32.232
10583075.65738	11418225.01922	21613.85038	16988.43481	50	2020-02-07T15:08:05.175
10503001.87233	11331179.94398	21611.72386	16989.09157	51	2020-02-07T15:37:41.591
10425114.24302	11246510.86854	21609.57546	16989.73834	52	2020-02-07T16:07:52.375
10349258.43367	11164050.36431	21607.40508	16990.37545	53	2020-02-07T16:37:33.842
10275294.62166	11083646.68048	21605.21267	16991.00464	54	2020-02-07T17:07:18.366
10203096.27049	11005162.21571	21602.99821	16991.62636	55	2020-02-07T17:37:16.513
10132548.35966	10928472.11647	21600.76171	16992.24084	56	2020-02-07T18:07:11.485
10063546.36874	10853462.94933	21598.50323	16992.84930	57	2020-02-07T18:37:09.777
9995995.29712	10780031.59537	21596.22283	16993.45200	58	2020-02-07T19:06:47.479
9929809.45685	10708084.22452	21593.92062	16994.04860	59	2020-02-07T19:36:54.894
9864913.62769	10637535.83164	21591.59671	16994.64073	60	2020-02-07T20:07:09.945
9801231.89351	10568308.56277	21589.25123	16995.22839	61	2020-02-07T20:36:49.82
9738699.19352	10500331.42406	21586.88435	16995.81096	62	2020-02-07T21:06:37.317
9677255.99372	10433539.70175	21584.49622	16996.38857	63	2020-02-07T21:36:18.531
9616847.87288	10367874.33549	21582.08701	16996.96343	64	2020-02-07T22:06:20.374
9557425.35824	10303281.39829	21579.65693	16997.53634	65	2020-02-07T22:36:08.523
9498942.87527	10239711.62377	21577.20615	16998.10736	66	2020-02-07T23:05:31.535
9441359.02275	10177119.95838	21574.73487	16998.67664	67	2020-02-07T23:34:54.253
9384636.55115	10115465.19161	21572.24332	16999.24316	68	2020-02-08T00:03:33.304
9328741.01861	10054709.71862	21569.73168	16999.80887	69	2020-02-08T00:31:49.807
9273640.15544	9994819.07127	21567.20018	17000.37263	70	2020-02-08T01:00:28.384
9219304.28156	9935761.56711	21564.64904	17000.93580	71	2020-02-08T01:30:15.37
9165706.54272	9877508.17682	21562.07846	17001.49871	72	2020-02-08T01:59:26.445
9112822.48915	9820032.21667	21559.48868	17002.05893	73	2020-02-08T02:27:55.676
9060629.35671	9763309.18409	21556.87992	17002.61667	74	2020-02-08T02:56:46.061
9009106.50801	9707316.58557	21554.25241	17003.17254	75	2020-02-08T03:25:34.55
8958234.64610	9652033.70287	21551.60636	17003.72545	76	2020-02-08T03:54:20.474
8907996.08796	9597441.45464	21548.94200	17004.27611	77	2020-02-08T04:23:07.163
8858375.00652	9543522.29507	21546.25956	17004.82426	78	2020-02-08T04:51:41.905
8809356.58974	9490260.04677	21543.55928	17005.37295	79	2020-02-08T05:21:23.632
8760926.95682	9437639.77588	21540.84137	17005.91999	80	2020-02-08T05:50:21.779
8713073.74315	9385647.68576	21538.10607	17006.46614	81	2020-02-08T06:18:44.705
8665784.97389	9334270.99597	21535.35360	17007.01112	82	2020-02-08T06:48:11.029
8619049.66479	9283497.85118	21532.58420	17007.55445	83	2020-02-08T07:16:48.494
8572857.08164	9233317.17367	21529.79810	17008.09727	84	2020-02-08T07:45:29.235
8527198.20975	9183718.69238	21526.99553	17008.63809	85	2020-02-08T08:14:00.251
8482064.48124	9134692.84167	21524.17672	17009.17817	86	2020-02-08T08:42:35.234
8437447.65971	9086230.66991	21521.34191	17009.71700	87	2020-02-08T09:11:06.01
8393340.52372	9038323.85874	21518.49133	17010.25518	88	2020-02-08T09:39:10.966
8349735.00210	8990964.49629	21515.62523	17010.78964	89	2020-02-08T10:07:24.075
8306624.44192	8944145.13232	21512.74384	17011.32080	90	2020-02-08T10:36:09.438
8264002.96662	8897858.75275	21509.84740	17011.84880	91	2020-02-08T11:05:38.68
8221864.10396	8852098.72317	21506.93616	17012.37513	92	2020-02-08T11:34:47.973
8180201.97617	8806858.68698	21504.01036	17012.90050	93	2020-02-08T12:03:06.773
8139011.09933	8762132.57904	21501.07026	17013.42309	94	2020-02-08T12:31:19.317
8098286.21228	8717914.58639	21498.11610	17013.94416	95	2020-02-08T12:58:58.94
8058022.17386	8674199.12108	21495.14814	17014.46441	96	2020-02-08T13:27:00.564
8018213.86006	8630980.76475	21492.16664	17014.98213	97	2020-02-08T13:54:34.976
7978856.31259	8588254.25144	21489.17185	17015.49706	98	2020-02-08T14:22:20.801
7939945.09469	8546014.43137	21486.16405	17016.00951	99	2020-02-08T14:49:46.842
7901475.79820	8504256.33242	21483.14349	17016.52176	100	2020-02-08T15:17:32.046
7863444.13846	8462975.06199	21480.11045	17017.03066	101	2020-02-08T15:46:11.775
7825846.28261	8422165.88211	21477.06520	17017.53749	102	2020-02-08T16:14:19.322
7788677.47260	8381824.07360	21474.00802	17018.04293	103	2020-02-08T16:42:17.042
7751933.44860	8341944.94333	21470.93919	17018.54913	104	2020-02-08T17:10:01.073
7715609.86953	8302523.83210	21467.85899	17019.05460	105	2020-02-08T17:37:42.943
7679702.55265	8263556.09834	21464.76771	17019.55805	106	2020-02-08T18:05:34.704
7644207.45723	8225037.11329	21461.66565	17020.05781	107	2020-02-08T18:33:27.617
7609120.35400	8186962.27974	21458.55308	17020.55392	108	2020-02-08T19:01:36.778
7574437.11283	8149326.97807	21455.43032	17021.04838	109	2020-02-08T19:29:42.004
7540153.39405	8112126.57196	21452.29767	17021.53884	110	2020-02-08T19:57:35.054
7506264.98497	8075356.42002	21449.15543	17022.02484	111	2020-02-08T20:25:16.776
7472768.16127	8039011.86253	21446.00391	17022.50852	112	2020-02-08T20:52:55.853
7439658.85526	8003088.26488	21442.84342	17022.99104	113	2020-02-08T21:20:31.396
7406932.54752	7967580.91999	21439.67427	17023.46796	114	2020-02-08T21:48:38.163
7374585.05667	7932485.09856	21436.49679	17023.94100	115	2020-02-08T22:16:28.282
7342612.01652	7897796.03790	21433.31129	17024.41025	116	2020-02-08T22:44:34.242
7311009.24977	7863508.96543	21430.11809	17024.87742	117	2020-02-08T23:12:45.49
7279772.04727	7829619.02214	21426.91775	17025.34213	118	2020-02-08T23:41:08.302
7248896.78964	7796121.35532	21423.71501	17025.80259	119	2020-02-09T00:09:06.399
7218378.85260	7763011.13909	21420.50554	17026.25911	120	2020-02-09T00:37:09.011
7188213.58239	7730283.45055	21417.28968	17026.71388	121	2020-02-09T01:05:15.75
7158396.57371	7697933.33856	21414.06774	17027.16415	122	2020-02-09T01:35:03.621
7128923.21229	7665955.84049	21410.84005	17027.60918	123	2020-02-09T02:04:32.216
7099788.92059	7634345.93395	21407.60959	17028.04891	124	2020-02-09T02:33:41.363
7070989.28561	7603098.60482	21404.37902	17028.48486	125	2020-02-09T03:02:54.818
7042519.69393	7572208.80769	21401.14611	17028.91570	126	2020-02-09T03:31:26.778
7014375.74958	7541671.50652	21397.91089	17029.34395	127	2020-02-09T03:59:54.189
6986552.93500	7511481.65693	21394.67438	17029.77326	128	2020-02-09T04:29:01.637
6959046.50005	7481634.21277	21391.43533	17030.20194	129	2020-02-09T04:58:14.901
6931851.86255	7452124.10938	21388.19419	17030.62800	130	2020-02-09T05:27:52.913
6904964.42355	7422946.28946	21384.95211	17031.05066	131	2020-02-09T05:56:51.608
6878379.56857	7394095.70483	21381.71197	17031.46800	132	2020-02-09T06:24:26.94
6852092.51560	7365567.28518	21378.47309	17031.87900	133	2020-02-09T06:52:09.303
6826099.56250	7337356.00968	21375.23332	17032.28697	134	2020-02-09T07:19:34.611
6800396.07272	7309456.98467	21371.99161	17032.69355	135	2020-02-09T07:47:16.674
6774977.05952	7281865.21169	21368.74913	17033.09704	136	2020-02-09T08:14:55.437
6749838.00036	7254575.72527	21365.50629	17033.49786	137	2020-02-09T08:42:47.593
6724974.74444	7227583.61764	21362.26573	17033.90031	138	2020-02-09T09:09:28.611
6700382.93975	7200884.05738	21359.02900	17034.30384	139	2020-02-09T09:36:27.159
6676058.27283	7174472.17898	21355.80183	17034.70634	140	2020-02-09T10:04:10.467
6651996.18790	7148343.24495	21352.57670	17035.10688	141	2020-02-09T10:31:43.811
6628192.21552	7122492.48804	21349.35532	17035.50413	142	2020-02-09T10:59:15.864
6604642.26706	7096915.22018	21346.13745	17035.90235	143	2020-02-09T11:27:29.665
6581342.65472	7071606.78224	21342.92822	17036.29874	144	2020-02-09T11:55:04.215
6558288.89760	7046562.70070	21339.72836	17036.69038	145	2020-02-09T12:22:18.787
6535476.47633	7021778.41017	21336.53497	17037.07758	146	2020-02-09T12:48:55.689
6512901.45086	6997249.42256	21333.34785	17037.46027	147	2020-02-09T13:15:35.83
6490559.78061	6972971.31046	21330.16716	17037.84174	148	2020-02-09T13:42:59.579
6468447.46601	6948939.74516	21326.98964	17038.21720	149	2020-02-09T14:09:51.741
6446560.27409	6925150.40808	21323.81972	17038.58613	150	2020-02-09T14:36:22.499
6424894.50221	6901599.05351	21320.65359	17038.95340	151	2020-02-09T15:03:44.707
6403446.42550	6878281.53947	21317.49331	17039.31835	152	2020-02-09T15:31:19.245
