	r	p	ψ
T1	1.0	1.0	0.7293247137620705
T2	1.0	1.0	0.3833745184270931
T3	1.0	1.0	0.00410527813186909
T4	1.0	1.0	0.32847934035865345
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.000453468144654897	0.0006307764424866425	0.0006307764424866425
O1	0.40338818814558325	0.40338009052094387	0.0
O2	0.2798756352863943	0.2799026153202665	0.0
O3	0.7843959766481207	0.784192890019958	0.0
O4	0.9995077580973535	0.9949153473791407	0.0
