	T1	T2	T3	T4
T1	-0.0	0.00013047575910501118	-5.150377041052884e-5	-8.942093132981872e-5
T2	-0.00013143548689668956	0.0	0.0001315180440114365	7.62799410624512e-5
T3	4.970228820295433e-5	-6.767934900429198e-5	-0.0	-6.070802077725097e-5
T4	6.508754676881396e-5	4.97108664294375e-5	-0.0002460325203705039	-0.0
P1	-0.00013051378595776007	-0.0001594405051433233	-5.594393585763388e-5	-0.00010868224712079194
P2	0.00031570050865091634	-6.729408384954936e-5	6.437079318814876e-6	7.628069882788614e-5
P3	-6.0618118214456536e-5	-8.940815443193304e-5	-2.941911493022217e-5	-2.9958671592770125e-5
P4	-4.9704933904693586e-5	6.73195165114467e-5	-6.730324632115197e-5	0.0001312676796930298
O1	0.0002431982042088938	0.4696147032192948	-9.168853027671087e-5	-0.00013475760752509593
O2	-0.18382214188569168	0.00030500496705644463	-6.224258902439747e-5	0.00022792026510695698
O3	-8.112089881771463e-5	4.504312903088349e-5	0.0002216896384992807	0.29276850167951385
O4	-0.0003515651815048573	-0.00022212701559523265	-0.28633744469582434	-0.00023061797596248386
