	r	p	ψ
T1	0.0004659027911015722	0.0019732770822732237	0.0019732770822732237
T2	1.0	1.0	0.3833745184270931
T3	1.0	1.0	0.6987492550458319
T4	1.0	1.0	0.32847934035899123
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.4033808073150557	0.4029730656586707	0.0
O2	0.9993212625910328	0.9954404390598277	0.0
O3	0.7825138816835389	0.77902398144613	0.0
O4	0.13770068372777053	0.14141895899321671	0.0
