	r	p	ψ
T1	1.0	1.0	0.7293247137615537
T2	1.0	1.0	0.3833745184270931
T3	0.0005219975814188945	0.0025331127646847714	0.0023013833354583726
T4	1.0	1.0	0.32847934035865345
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.4033877591631284	0.4033359965775011	0.0
O2	0.27989159774442324	0.28007350170275336	0.0
O3	0.7840721390142356	0.7832919806467425	0.0
O4	0.9995199824752367	0.9948723042691885	0.0
