	r	p	ψ
T1	1.0	1.0	0.7293247137619803
T2	1.0	1.0	0.3833745184270931
T3	1.0	1.0	0.6987492552876285
T4	1.0	1.0	0.9925496231196687
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0009409768962460053	0.0018354051623407054	0.0018354051623407054
P4	1.0	1.0	1.0
O1	0.40338801961313053	0.403359885204175	0.0
O2	0.27988255249113037	0.2799799505876919	0.0
O3	0.9269010469636795	0.9256266519898889	0.0
O4	0.1374217492056761	0.1377690260375935	0.0
