	r	p	ψ
T1	1.0	1.0	0.7293247137273007
T2	0.0016229532195392567	0.006347888657021551	0.0027438131215164426
T3	1.0	1.0	0.6987492552404342
T4	1.0	1.0	0.32847934035869364
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.01752671766242799	0.02065109291691363	0.0
O2	0.2799706720454413	0.28079214714409917	0.0
O3	0.7832102755423349	0.7809205374250179	0.0
O4	0.1375631787904408	0.13979579636035447	0.0
