	r	p	ψ
T1	1.0	1.0	0.7293247134951646
T2	1.0	1.0	0.3833745184270931
T3	1.0	1.0	0.6987492549352275
T4	1.0	1.0	0.3284793403592048
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.40337934295775213	0.4029133175803605	0.0
O2	0.2800925013517322	0.2817778314164633	0.0
O3	0.7823060828588899	0.778460854396646	0.0
O4	0.13774658974502182	0.1419260161047443	0.0
