	P1	P2	P3	P4
T1	0.39954155450581863	-2.1813220316623448e-6	0.0001718719908658123	3.248155702678706e-5
T2	9.593902903715476e-5	-0.1123686335409467	5.855909331420931e-5	-8.271959794540308e-5
T3	-1.0509103084519404e-5	-0.00010567623368425464	-6.305682488230366e-5	0.6932260678567281
T4	-0.000208376250968781	7.235414179231585e-5	5.241450161562587e-5	3.794937819031398e-5
P1	0.0	2.0023362227013393e-5	0.00015299640857419338	-4.084318382209279e-6
P2	0.00019249523132314574	0.0	-0.00015608997912038963	-6.232591336474173e-5
P3	-7.992469700193795e-5	-9.626788273061048e-5	0.0	-6.26534542415852e-5
P4	6.660008839200451e-5	0.00020081718790405302	4.1741476255070366e-5	0.0
