/home/WIN/cdegma/PKTFX/data/dream/lambda_01/4_4
loss	sse	Lt	Lp
901.48557	899.62266	15.73521	15.64183
835.25336	833.53524	14.34625	15.63148
782.80547	780.71257	16.66284	17.03343
729.60664	726.83927	20.33921	19.53276
673.84556	670.13793	24.45809	22.79963
602.72798	597.41310	29.45900	27.57754
530.70003	522.98223	33.79703	32.93893
479.39641	468.90461	36.42167	37.16127
429.20281	416.15244	38.14352	40.03622
387.69599	373.85456	38.61895	41.20998
355.80632	341.88665	38.81892	41.83085
333.61114	319.61734	39.04406	42.33819
314.73929	300.79724	39.24120	42.79785
298.47941	284.72017	39.32672	43.17412
284.13106	270.52428	39.38477	43.54748
271.42899	257.80808	39.36801	44.03318
257.79106	244.07284	39.29069	44.67832
247.51030	233.74066	39.17214	45.19425
238.07941	224.22750	39.05032	45.67634
229.31553	215.40111	38.93548	46.12401
219.49856	205.54455	38.81574	46.60560
211.84798	197.86067	38.73669	46.99099
203.22343	189.16130	38.65133	47.47057
195.11927	181.01508	38.55728	47.91158
187.47968	173.31941	38.51447	48.32629
180.27728	166.05273	38.43796	48.73908
173.45709	159.18310	38.37282	49.12207
167.00468	152.67605	38.33966	49.50436
160.88141	146.52338	38.31127	49.84349
155.08640	140.68952	38.29610	50.15705
150.46215	136.05585	38.29353	50.39196
145.19589	130.77627	38.27422	50.67424
140.21703	125.74937	38.27311	50.95378
135.48725	120.99508	38.26703	51.20278
131.70728	117.21431	38.28605	51.38523
128.10343	113.59808	38.28911	51.57784
123.95523	109.45009	38.29858	51.80171
120.63651	106.14154	38.31253	51.96456
117.44783	102.96160	38.32591	52.12343
113.75295	99.29031	38.32879	52.30890
110.23600	95.77633	38.34367	52.48567
106.86495	92.41959	38.35263	52.65820
104.17047	89.72943	38.35659	52.80278
101.55812	87.14044	38.36017	52.92839
98.53424	84.15365	38.36038	53.06607
96.10426	81.76273	38.35785	53.16276
93.29744	78.99297	38.37299	53.27919
90.60241	76.33215	38.37142	53.38995
88.00123	73.77229	38.37519	53.49312
85.51026	71.31428	38.37531	53.59280
83.52609	69.34085	38.37778	53.69326
81.21711	67.06761	38.36581	53.79388
78.99099	64.87930	38.36783	53.88071
76.84782	62.77520	38.37163	53.95542
75.11526	61.09136	38.35787	54.00934
73.10375	59.13466	38.35430	54.06680
71.16079	57.24762	38.35010	54.12324
69.27890	55.42615	38.35219	54.17167
67.76032	53.95540	38.35682	54.20844
65.99912	52.26574	38.34974	54.24253
64.30431	50.62889	38.35122	54.26912
62.66012	49.04538	38.36047	54.29915
61.08001	47.52875	38.35991	54.32702
59.79546	46.30103	38.35261	54.34360
58.30292	44.87923	38.35609	54.37711
56.86257	43.50718	38.35275	54.40138
55.69095	42.40026	38.34831	54.40970
54.54970	41.33321	38.33929	54.41505
53.44391	40.28359	38.34528	54.42782
52.37419	39.27269	38.33079	54.43792
51.31989	38.28681	38.32381	54.43823
50.09709	37.14577	38.30395	54.43730
49.10595	36.21890	38.28938	54.43170
47.95089	35.14403	38.27134	54.41681
46.82787	34.10612	38.25214	54.39564
45.73908	33.09703	38.22738	54.37840
44.68464	32.12289	38.21330	54.35585
43.66305	31.18707	38.17326	54.33444
42.84116	30.42665	38.15512	54.31389
42.04045	29.69252	38.12921	54.29150
41.10132	28.83193	38.11211	54.26408
40.34105	28.14501	38.07380	54.24389
39.46117	27.33419	38.06357	54.22270
38.61090	26.55580	38.02033	54.20325
37.91435	25.92791	38.00461	54.17598
37.10272	25.19670	37.96921	54.14876
36.45278	24.60308	37.94720	54.12680
35.81318	24.02508	37.91893	54.10234
35.06406	23.34733	37.89221	54.07695
34.10318	22.48571	37.83295	54.03486
33.52040	21.95966	37.79962	54.01653
32.94982	21.45355	37.76745	53.99261
32.28588	20.85397	37.73761	53.96802
31.74925	20.37282	37.70050	53.95800
31.22643	19.90456	37.66733	53.94987
30.72233	19.44952	37.63442	53.94536
30.13109	18.92156	37.60270	53.92908
29.55378	18.41321	37.54925	53.91247
28.99344	17.91705	37.50533	53.89260
28.44646	17.43839	37.46326	53.86937
27.99603	17.04843	37.42824	53.84759
27.56852	16.67107	37.39804	53.82714
27.14439	16.29639	37.35482	53.81143
26.65300	15.86967	37.31153	53.78613
26.17086	15.44681	37.27633	53.76052
25.77491	15.10939	37.22889	53.73735
25.31922	14.71420	37.18583	53.71138
24.86931	14.32867	37.14288	53.68067
24.50604	14.01813	37.09984	53.66631
24.15460	13.71358	37.07391	53.64644
23.74300	13.35782	37.02440	53.62731
23.41052	13.07216	36.99188	53.60714
23.08125	12.78933	36.95999	53.58392
22.75908	12.51726	36.92660	53.56008
22.38635	12.19849	36.88340	53.53385
22.01708	11.88907	36.84052	53.49832
21.66068	11.58562	36.79982	53.46528
21.37091	11.34406	36.77418	53.43400
21.08430	11.10671	36.73472	53.40419
20.74778	10.82618	36.69921	53.37124
20.42764	10.55805	36.64975	53.33857
20.11419	10.29706	36.62214	53.29780
19.80746	10.04139	36.58290	53.26590
19.55526	9.84153	36.54281	53.23077
19.26892	9.59976	36.51253	53.19745
