"SUID","interaction","name","selected","shared interaction","shared name","WP","WT"
"294293","T","YHR084W (T) YIR012W","false","T","YHR084W (T) YIR012W",,"1.0"
"294294","T","YHR084W (T) YOL159C","false","T","YHR084W (T) YOL159C",,"3.0"
"294295","T","YHR084W (T) YCR064C","false","T","YHR084W (T) YCR064C",,"2.0"
"294296","T","YHR084W (T) YCR067C","false","T","YHR084W (T) YCR067C",,"1.0"
"294297","T","YHR084W (T) YIR015W","false","T","YHR084W (T) YIR015W",,"2.0"
"294298","T","YHR084W (T) YCR068W","false","T","YHR084W (T) YCR068W",,"3.0"
"294299","T","YHR084W (T) YIR019C","false","T","YHR084W (T) YIR019C",,"1.0"
"294300","T","YHR084W (T) YIR020C","false","T","YHR084W (T) YIR020C",,"2.0"
"294301","T","YHR084W (T) YOL165C","false","T","YHR084W (T) YOL165C",,"1.0"
"294302","T","YHR084W (T) YIR021W","false","T","YHR084W (T) YIR021W",,"1.0"
"294303","T","YHR084W (T) YIR027C","false","T","YHR084W (T) YIR027C",,"2.0"
"294304","T","YHR084W (T) YIR028W","false","T","YHR084W (T) YIR028W",,"2.0"
"294305","T","YHR084W (T) YIR029W","false","T","YHR084W (T) YIR029W",,"2.0"
"294306","T","YHR084W (T) YOR011W","false","T","YHR084W (T) YOR011W",,"1.0"
"294307","T","YHR084W (T) YCR088W","false","T","YHR084W (T) YCR088W",,"3.0"
"294308","T","YHR084W (T) YCR089W","false","T","YHR084W (T) YCR089W",,"1.0"
"294309","T","YHR084W (T) YOR017W","false","T","YHR084W (T) YOR017W",,"2.0"
"294310","T","YHR084W (T) YOR020C","false","T","YHR084W (T) YOR020C",,"1.0"
"294311","T","YHR084W (T) YIR039C","false","T","YHR084W (T) YIR039C",,"3.0"
"294312","T","YHR084W (T) YCR102C","false","T","YHR084W (T) YCR102C",,"2.0"
"294313","T","YHR084W (T) YJL002C","false","T","YHR084W (T) YJL002C",,"1.0"
"294314","T","YHR084W (T) YJL005W","false","T","YHR084W (T) YJL005W",,"1.0"
"294315","T","YHR084W (T) YOR030W","false","T","YHR084W (T) YOR030W",,"3.0"
"294316","T","YHR084W (T) YJL007C","false","T","YHR084W (T) YJL007C",,"2.0"
"294317","T","YHR084W (T) YJL010C","false","T","YHR084W (T) YJL010C",,"3.0"
"294318","T","YHR084W (T) YOR036W","false","T","YHR084W (T) YOR036W",,"1.0"
"294319","T","YHR084W (T) YOR040W","false","T","YHR084W (T) YOR040W",,"1.0"
"294320","T","YHR084W (T) YDL010W","false","T","YHR084W (T) YDL010W",,"1.0"
"294321","T","YHR084W (T) YJL023C","false","T","YHR084W (T) YJL023C",,"2.0"
"294322","T","YHR084W (T) YOR048C","false","T","YHR084W (T) YOR048C",,"2.0"
"294323","T","YHR084W (T) YOR049C","false","T","YHR084W (T) YOR049C",,"3.0"
"294324","T","YHR084W (T) YJL028W","false","T","YHR084W (T) YJL028W",,"2.0"
"294325","T","YHR084W (T) YOR052C","false","T","YHR084W (T) YOR052C",,"2.0"
"294326","T","YHR084W (T) YOR054C","false","T","YHR084W (T) YOR054C",,"2.0"
"294327","T","YHR084W (T) YDL023C","false","T","YHR084W (T) YDL023C",,"3.0"
"294328","T","YHR084W (T) YDL024C","false","T","YHR084W (T) YDL024C",,"2.0"
"294329","T","YHR084W (T) YJL036W","false","T","YHR084W (T) YJL036W",,"3.0"
"294330","T","YHR084W (T) YJL038C","false","T","YHR084W (T) YJL038C",,"3.0"
"294331","T","YHR084W (T) YJL039C","false","T","YHR084W (T) YJL039C",,"2.0"
"294332","T","YHR084W (T) YOR065W","false","T","YHR084W (T) YOR065W",,"3.0"
"294333","T","YHR084W (T) YJL043W","false","T","YHR084W (T) YJL043W",,"2.0"
"294334","T","YHR084W (T) YOR066W","false","T","YHR084W (T) YOR066W",,"2.0"
"294335","T","YHR084W (T) YJL045W","false","T","YHR084W (T) YJL045W",,"2.0"
"294336","T","YHR084W (T) YDL039C","false","T","YHR084W (T) YDL039C",,"1.0"
"294337","T","YHR084W (T) YJL046W","false","T","YHR084W (T) YJL046W",,"3.0"
"294338","T","YHR084W (T) YOR075W","false","T","YHR084W (T) YOR075W",,"1.0"
"294339","T","YHR084W (T) YDL045W-A","false","T","YHR084W (T) YDL045W-A",,"2.0"
"294340","T","YHR084W (T) YOR077W","false","T","YHR084W (T) YOR077W",,"3.0"
"294341","T","YHR084W (T) YJL052W","false","T","YHR084W (T) YJL052W",,"2.0"
"294342","T","YHR084W (T) YDL049C","false","T","YHR084W (T) YDL049C",,"2.0"
"294343","T","YHR084W (T) YOR082C","false","T","YHR084W (T) YOR082C",,"3.0"
"294344","T","YHR084W (T) YDL055C","false","T","YHR084W (T) YDL055C",,"1.0"
"294345","T","YHR084W (T) YJL061W","false","T","YHR084W (T) YJL061W",,"2.0"
"294346","T","YHR084W (T) YOR086C","false","T","YHR084W (T) YOR086C",,"2.0"
"294347","T","YHR084W (T) YOR087W","false","T","YHR084W (T) YOR087W",,"2.0"
"294348","T","YHR084W (T) YDL059C","false","T","YHR084W (T) YDL059C",,"1.0"
"294349","T","YHR084W (T) YOR092W","false","T","YHR084W (T) YOR092W",,"1.0"
"294350","T","YHR084W (T) YOR093C","false","T","YHR084W (T) YOR093C",,"2.0"
"294351","T","YHR084W (T) YOR094W","false","T","YHR084W (T) YOR094W",,"2.0"
"294352","T","YHR084W (T) YOR095C","false","T","YHR084W (T) YOR095C",,"1.0"
"294353","T","YHR084W (T) YOR096W","false","T","YHR084W (T) YOR096W",,"2.0"
"294354","T","YHR084W (T) YOR098C","false","T","YHR084W (T) YOR098C",,"2.0"
"294355","T","YHR084W (T) YJL074C","false","T","YHR084W (T) YJL074C",,"2.0"
"294356","T","YHR084W (T) YDL070W","false","T","YHR084W (T) YDL070W",,"1.0"
"294357","T","YHR084W (T) YJL076W","false","T","YHR084W (T) YJL076W",,"1.0"
"294358","T","YHR084W (T) YDL071C","false","T","YHR084W (T) YDL071C",,"2.0"
"294359","T","YHR084W (T) YJL078C","false","T","YHR084W (T) YJL078C",,"2.0"
"294360","T","YHR084W (T) YOR107W","false","T","YHR084W (T) YOR107W",,"3.0"
"294361","T","YHR084W (T) YJL080C","false","T","YHR084W (T) YJL080C",,"2.0"
"294362","T","YHR084W (T) YOR109W","false","T","YHR084W (T) YOR109W",,"2.0"
"294363","T","YHR084W (T) YJL083W","false","T","YHR084W (T) YJL083W",,"2.0"
"294364","T","YHR084W (T) YDL081C","false","T","YHR084W (T) YDL081C",,"1.0"
"294365","T","YHR084W (T) YJL088W","false","T","YHR084W (T) YJL088W",,"2.0"
"294366","T","YHR084W (T) YDL088C","false","T","YHR084W (T) YDL088C",,"2.0"
"294367","T","YHR084W (T) YDL090C","false","T","YHR084W (T) YDL090C",,"2.0"
"294368","T","YHR084W (T) YOR129C","false","T","YHR084W (T) YOR129C",,"2.0"
"294369","T","YHR084W (T) YOR130C","false","T","YHR084W (T) YOR130C",,"2.0"
"294370","T","YHR084W (T) YOR131C","false","T","YHR084W (T) YOR131C",,"2.0"
"294371","T","YHR084W (T) YJL103C","false","T","YHR084W (T) YJL103C",,"2.0"
"294372","T","YHR084W (T) YJL104W","false","T","YHR084W (T) YJL104W",,"2.0"
"294373","T","YHR084W (T) YOR138C","false","T","YHR084W (T) YOR138C",,"3.0"
"294374","T","YHR084W (T) YJL105W","false","T","YHR084W (T) YJL105W",,"2.0"
"294375","T","YHR084W (T) YOR139C","false","T","YHR084W (T) YOR139C",,"3.0"
"294376","T","YHR084W (T) YOR143C","false","T","YHR084W (T) YOR143C",,"2.0"
"294377","T","YHR084W (T) YOR145C","false","T","YHR084W (T) YOR145C",,"1.0"
"294378","T","YHR084W (T) YJL112W","false","T","YHR084W (T) YJL112W",,"2.0"
"294379","T","YHR084W (T) YOR148C","false","T","YHR084W (T) YOR148C",,"3.0"
"294380","T","YHR084W (T) YJL113W","false","T","YHR084W (T) YJL113W",,"1.0"
"294381","T","YHR084W (T) YJL114W","false","T","YHR084W (T) YJL114W",,"1.0"
"294382","T","YHR084W (T) YJL127C","false","T","YHR084W (T) YJL127C",,"2.0"
"294383","T","YHR084W (T) YOR165W","false","T","YHR084W (T) YOR165W",,"1.0"
"294384","T","YHR084W (T) YDL128W","false","T","YHR084W (T) YDL128W",,"2.0"
"294385","T","YHR084W (T) YDL129W","false","T","YHR084W (T) YDL129W",,"2.0"
"294386","T","YHR084W (T) YJL138C","false","T","YHR084W (T) YJL138C",,"1.0"
"294387","T","YHR084W (T) YOR177C","false","T","YHR084W (T) YOR177C",,"1.0"
"294388","T","YHR084W (T) YOR178C","false","T","YHR084W (T) YOR178C",,"1.0"
"294389","T","YHR084W (T) YOR180C","false","T","YHR084W (T) YOR180C",,"2.0"
"294390","T","YHR084W (T) YDL135C","false","T","YHR084W (T) YDL135C",,"2.0"
"294391","T","YHR084W (T) YJL144W","false","T","YHR084W (T) YJL144W",,"2.0"
"294392","T","YHR084W (T) YDL137W","false","T","YHR084W (T) YDL137W",,"1.0"
"294393","T","YHR084W (T) YJL145W","false","T","YHR084W (T) YJL145W",,"2.0"
"294394","T","YHR084W (T) YJL148W","false","T","YHR084W (T) YJL148W",,"1.0"
"294395","T","YHR084W (T) YDL145C","false","T","YHR084W (T) YDL145C",,"1.0"
"294396","T","YHR084W (T) YOR191W","false","T","YHR084W (T) YOR191W",,"1.0"
"294397","T","YHR084W (T) YJL157C","false","T","YHR084W (T) YJL157C",,"2.0"
"294398","T","YHR084W (T) YOR193W","false","T","YHR084W (T) YOR193W",,"2.0"
"294399","T","YHR084W (T) YJL158C","false","T","YHR084W (T) YJL158C",,"1.0"
"294400","T","YHR084W (T) YDL153C","false","T","YHR084W (T) YDL153C",,"1.0"
"294401","T","YHR084W (T) YDL154W","false","T","YHR084W (T) YDL154W",,"1.0"
"294402","T","YHR084W (T) YJL161W","false","T","YHR084W (T) YJL161W",,"2.0"
"294403","T","YHR084W (T) YJL162C","false","T","YHR084W (T) YJL162C",,"2.0"
"294404","T","YHR084W (T) YOR198C","false","T","YHR084W (T) YOR198C",,"1.0"
"294405","T","YHR084W (T) YJL163C","false","T","YHR084W (T) YJL163C",,"2.0"
"294406","T","YHR084W (T) YJL168C","false","T","YHR084W (T) YJL168C",,"2.0"
"294407","T","YHR084W (T) YJL169W","false","T","YHR084W (T) YJL169W",,"2.0"
"294408","T","YHR084W (T) YJL170C","false","T","YHR084W (T) YJL170C",,"1.0"
"294409","T","YHR084W (T) YOR204W","false","T","YHR084W (T) YOR204W",,"3.0"
"294410","T","YHR084W (T) YDL163W","false","T","YHR084W (T) YDL163W",,"2.0"
"294411","T","YHR084W (T) YJL171C","false","T","YHR084W (T) YJL171C",,"1.0"
"294412","T","YHR084W (T) YDL168W","false","T","YHR084W (T) YDL168W",,"3.0"
"294413","T","YHR084W (T) YDL169C","false","T","YHR084W (T) YDL169C",,"3.0"
"294414","T","YHR084W (T) YOR212W","false","T","YHR084W (T) YOR212W",,"1.0"
"294415","T","YHR084W (T) YOR216C","false","T","YHR084W (T) YOR216C",,"1.0"
"294416","T","YHR084W (T) YOR219C","false","T","YHR084W (T) YOR219C",,"2.0"
"294417","T","YHR084W (T) YDL178W","false","T","YHR084W (T) YDL178W",,"2.0"
"294418","T","YHR084W (T) YJL186W","false","T","YHR084W (T) YJL186W",,"2.0"
"294419","T","YHR084W (T) YJL188C","false","T","YHR084W (T) YJL188C",,"2.0"
"294420","T","YHR084W (T) YDL180W","false","T","YHR084W (T) YDL180W",,"1.0"
"294421","T","YHR084W (T) YJL190C","false","T","YHR084W (T) YJL190C",,"1.0"
"294422","T","YHR084W (T) YDL182W","false","T","YHR084W (T) YDL182W",,"3.0"
"294423","T","YHR084W (T) YDL183C","false","T","YHR084W (T) YDL183C",,"1.0"
"294424","T","YHR084W (T) YJL194W","false","T","YHR084W (T) YJL194W",,"2.0"
"294425","T","YHR084W (T) YDL186W","false","T","YHR084W (T) YDL186W",,"1.0"
"294426","T","YHR084W (T) YOR234C","false","T","YHR084W (T) YOR234C",,"1.0"
"294427","T","YHR084W (T) YJL196C","false","T","YHR084W (T) YJL196C",,"2.0"
"294428","T","YHR084W (T) YJL197W","false","T","YHR084W (T) YJL197W",,"1.0"
"294429","T","YHR084W (T) YOR237W","false","T","YHR084W (T) YOR237W",,"3.0"
"294430","T","YHR084W (T) YDL192W","false","T","YHR084W (T) YDL192W",,"1.0"
"294431","T","YHR084W (T) YOR246C","false","T","YHR084W (T) YOR246C",,"2.0"
"294432","T","YHR084W (T) YDL197C","false","T","YHR084W (T) YDL197C",,"1.0"
"294433","T","YHR084W (T) YOR247W","false","T","YHR084W (T) YOR247W",,"3.0"
"294434","T","YHR084W (T) YOR248W","false","T","YHR084W (T) YOR248W",,"2.0"
"294435","T","YHR084W (T) YDL205C","false","T","YHR084W (T) YDL205C",,"3.0"
"294436","T","YHR084W (T) YJL213W","false","T","YHR084W (T) YJL213W",,"3.0"
"294437","T","YHR084W (T) YOR256C","false","T","YHR084W (T) YOR256C",,"2.0"
"294438","T","YHR084W (T) YJL219W","false","T","YHR084W (T) YJL219W",,"2.0"
"294439","T","YHR084W (T) YJR001W","false","T","YHR084W (T) YJR001W",,"2.0"
"294440","T","YHR084W (T) YJR004C","false","T","YHR084W (T) YJR004C",,"2.0"
"294441","T","YHR084W (T) YOR273C","false","T","YHR084W (T) YOR273C",,"1.0"
"294442","T","YHR084W (T) YJR010W","false","T","YHR084W (T) YJR010W",,"3.0"
"294443","T","YHR084W (T) YJR016C","false","T","YHR084W (T) YJR016C",,"1.0"
"294444","T","YHR084W (T) YDL239C","false","T","YHR084W (T) YDL239C",,"2.0"
"294445","T","YHR084W (T) YDL240W","false","T","YHR084W (T) YDL240W",,"2.0"
"294446","T","YHR084W (T) YOR287C","false","T","YHR084W (T) YOR287C",,"1.0"
"294447","T","YHR084W (T) YJR019C","false","T","YHR084W (T) YJR019C",,"3.0"
"294448","T","YHR084W (T) YOR288C","false","T","YHR084W (T) YOR288C",,"1.0"
"294449","T","YHR084W (T) YOR289W","false","T","YHR084W (T) YOR289W",,"1.0"
"294450","T","YHR084W (T) YDL248W","false","T","YHR084W (T) YDL248W",,"2.0"
"294451","T","YHR084W (T) YOR296W","false","T","YHR084W (T) YOR296W",,"3.0"
"294452","T","YHR084W (T) YJR040W","false","T","YHR084W (T) YJR040W",,"2.0"
"294453","T","YHR084W (T) YDR009W","false","T","YHR084W (T) YDR009W",,"3.0"
"294454","T","YHR084W (T) YDR011W","false","T","YHR084W (T) YDR011W",,"2.0"
"294455","T","YHR084W (T) YJR047C","false","T","YHR084W (T) YJR047C",,"2.0"
"294456","T","YHR084W (T) YJR048W","false","T","YHR084W (T) YJR048W",,"3.0"
"294457","T","YHR084W (T) YOR312C","false","T","YHR084W (T) YOR312C",,"1.0"
"294458","T","YHR084W (T) YJR051W","false","T","YHR084W (T) YJR051W",,"2.0"
"294459","T","YHR084W (T) YJR052W","false","T","YHR084W (T) YJR052W",,"2.0"
"294460","T","YHR084W (T) YDR022C","false","T","YHR084W (T) YDR022C",,"3.0"
"294461","T","YHR084W (T) YJR054W","false","T","YHR084W (T) YJR054W",,"2.0"
"294462","T","YHR084W (T) YOR315W","false","T","YHR084W (T) YOR315W",,"2.0"
"294463","T","YHR084W (T) YJR055W","false","T","YHR084W (T) YJR055W",,"1.0"
"294464","T","YHR084W (T) YJR061W","false","T","YHR084W (T) YJR061W",,"2.0"
"294465","T","YHR084W (T) YOR317W","false","T","YHR084W (T) YOR317W",,"2.0"
"294466","T","YHR084W (T) YJR062C","false","T","YHR084W (T) YJR062C",,"1.0"
"294467","T","YHR084W (T) YOR318C","false","T","YHR084W (T) YOR318C",,"2.0"
"294468","T","YHR084W (T) YOR324C","false","T","YHR084W (T) YOR324C",,"2.0"
"294469","T","YHR084W (T) YDR033W","false","T","YHR084W (T) YDR033W",,"3.0"
"294470","T","YHR084W (T) YOR326W","false","T","YHR084W (T) YOR326W",,"1.0"
"294471","T","YHR084W (T) YDR034C-A","false","T","YHR084W (T) YDR034C-A",,"2.0"
"294472","T","YHR084W (T) YDR034CA","false","T","YHR084W (T) YDR034CA",,"1.0"
"294473","T","YHR084W (T) YDR036C","false","T","YHR084W (T) YDR036C",,"2.0"
"294474","T","YHR084W (T) YDR037W","false","T","YHR084W (T) YDR037W",,"2.0"
"294475","T","YHR084W (T) YDR040C","false","T","YHR084W (T) YDR040C",,"3.0"
"294476","T","YHR084W (T) YDR042C","false","T","YHR084W (T) YDR042C",,"2.0"
"294477","T","YHR084W (T) YJR079W","false","T","YHR084W (T) YJR079W",,"2.0"
"294478","T","YHR084W (T) YDR044W","false","T","YHR084W (T) YDR044W",,"2.0"
"294479","T","YHR084W (T) YOR342C","false","T","YHR084W (T) YOR342C",,"2.0"
"294480","T","YHR084W (T) YOR343C","false","T","YHR084W (T) YOR343C",,"1.0"
"294481","T","YHR084W (T) YOR343CA","false","T","YHR084W (T) YOR343CA",,"1.0"
"294482","T","YHR084W (T) YOR343CB","false","T","YHR084W (T) YOR343CB",,"1.0"
"294483","T","YHR084W (T) YOR343WA","false","T","YHR084W (T) YOR343WA",,"1.0"
"294484","T","YHR084W (T) YOR343WB","false","T","YHR084W (T) YOR343WB",,"1.0"
"294485","T","YHR084W (T) YDR054C","false","T","YHR084W (T) YDR054C",,"2.0"
"294486","T","YHR084W (T) YJR091C","false","T","YHR084W (T) YJR091C",,"3.0"
"294487","T","YHR084W (T) YOR349W","false","T","YHR084W (T) YOR349W",,"2.0"
"294488","T","YHR084W (T) YDR055W","false","T","YHR084W (T) YDR055W",,"3.0"
"294489","T","YHR084W (T) YJR092W","false","T","YHR084W (T) YJR092W",,"1.0"
"294490","T","YHR084W (T) YJR093C","false","T","YHR084W (T) YJR093C",,"2.0"
"294491","T","YHR084W (T) YOR353C","false","T","YHR084W (T) YOR353C",,"1.0"
"294492","T","YHR084W (T) YJR095W","false","T","YHR084W (T) YJR095W",,"3.0"
"294493","T","YHR084W (T) YOR356W","false","T","YHR084W (T) YOR356W",,"2.0"
"294494","T","YHR084W (T) YDR065W","false","T","YHR084W (T) YDR065W",,"1.0"
"294495","T","YHR084W (T) YOR369C","false","T","YHR084W (T) YOR369C",,"1.0"
"294496","T","YHR084W (T) YDR073W","false","T","YHR084W (T) YDR073W",,"3.0"
"294497","T","YHR084W (T) YJR110W","false","T","YHR084W (T) YJR110W",,"2.0"
"294498","T","YHR084W (T) YDR077W","false","T","YHR084W (T) YDR077W",,"3.0"
"294499","T","YHR084W (T) YOR378W","false","T","YHR084W (T) YOR378W",,"3.0"
"294500","T","YHR084W (T) YOR381W","false","T","YHR084W (T) YOR381W",,"2.0"
"294501","T","YHR084W (T) YOR381WA","false","T","YHR084W (T) YOR381WA",,"1.0"
"294502","T","YHR084W (T) YOR382W","false","T","YHR084W (T) YOR382W",,"1.0"
"294503","T","YHR084W (T) YOR384W","false","T","YHR084W (T) YOR384W",,"2.0"
"294504","T","YHR084W (T) YDR085C","false","T","YHR084W (T) YDR085C",,"2.0"
"294505","T","YHR084W (T) YJR120W","false","T","YHR084W (T) YJR120W",,"1.0"
"294506","T","YHR084W (T) YDR086C","false","T","YHR084W (T) YDR086C",,"1.0"
"294507","T","YHR084W (T) YDR088C","false","T","YHR084W (T) YDR088C",,"3.0"
"294508","T","YHR084W (T) YOR389W","false","T","YHR084W (T) YOR389W",,"2.0"
"294509","T","YHR084W (T) YOR396W","false","T","YHR084W (T) YOR396W",,"1.0"
"294510","T","YHR084W (T) YDR097C","false","T","YHR084W (T) YDR097C",,"1.0"
"294511","T","YHR084W (T) YDR098C","false","T","YHR084W (T) YDR098C",,"2.0"
"294512","T","YHR084W (T) YJR146W","false","T","YHR084W (T) YJR146W",,"3.0"
"294513","T","YHR084W (T) YDR106W","false","T","YHR084W (T) YDR106W",,"2.0"
"294514","T","YHR084W (T) YJR150C","false","T","YHR084W (T) YJR150C",,"2.0"
"294515","T","YHR084W (T) YJR153W","false","T","YHR084W (T) YJR153W",,"2.0"
"294516","T","YHR084W (T) YPL025C","false","T","YHR084W (T) YPL025C",,"3.0"
"294517","T","YHR084W (T) YJR154W","false","T","YHR084W (T) YJR154W",,"1.0"
"294518","T","YHR084W (T) YDR113C","false","T","YHR084W (T) YDR113C",,"1.0"
"294519","T","YHR084W (T) YJR155W","false","T","YHR084W (T) YJR155W",,"2.0"
"294520","T","YHR084W (T) YPL036W","false","T","YHR084W (T) YPL036W",,"1.0"
"294521","T","YHR084W (T) YPL037C","false","T","YHR084W (T) YPL037C",,"1.0"
"294522","T","YHR084W (T) YDR124W","false","T","YHR084W (T) YDR124W",,"1.0"
"294523","T","YHR084W (T) YKL002W","false","T","YHR084W (T) YKL002W",,"1.0"
"294524","T","YHR084W (T) YKL003C","false","T","YHR084W (T) YKL003C",,"2.0"
"294525","T","YHR084W (T) YPL043W","false","T","YHR084W (T) YPL043W",,"1.0"
"294526","T","YHR084W (T) YPL048W","false","T","YHR084W (T) YPL048W",,"2.0"
"294527","T","YHR084W (T) YDR132C","false","T","YHR084W (T) YDR132C",,"3.0"
"294528","T","YHR084W (T) YKL009W","false","T","YHR084W (T) YKL009W",,"1.0"
"294529","T","YHR084W (T) YKL010C","false","T","YHR084W (T) YKL010C",,"1.0"
"294530","T","YHR084W (T) YPL060W","false","T","YHR084W (T) YPL060W",,"2.0"
"294531","T","YHR084W (T) YDR144C","false","T","YHR084W (T) YDR144C",,"2.0"
"294532","T","YHR084W (T) YPL061W","false","T","YHR084W (T) YPL061W",,"2.0"
"294533","T","YHR084W (T) YDR145W","false","T","YHR084W (T) YDR145W",,"2.0"
"294534","T","YHR084W (T) YKL021C","false","T","YHR084W (T) YKL021C",,"1.0"
"294535","T","YHR084W (T) YDR147W","false","T","YHR084W (T) YDR147W",,"2.0"
"294536","T","YHR084W (T) YKL022C","false","T","YHR084W (T) YKL022C",,"3.0"
"294537","T","YHR084W (T) YKL025C","false","T","YHR084W (T) YKL025C",,"2.0"
"294538","T","YHR084W (T) YPL067C","false","T","YHR084W (T) YPL067C",,"3.0"
"294539","T","YHR084W (T) YKL029C","false","T","YHR084W (T) YKL029C",,"3.0"
"294540","T","YHR084W (T) YPL072W","false","T","YHR084W (T) YPL072W",,"3.0"
"294541","T","YHR084W (T) YPL079W","false","T","YHR084W (T) YPL079W",,"1.0"
"294542","T","YHR084W (T) YPL080C","false","T","YHR084W (T) YPL080C",,"3.0"
"294543","T","YHR084W (T) YKL037W","false","T","YHR084W (T) YKL037W",,"2.0"
"294544","T","YHR084W (T) YPL082C","false","T","YHR084W (T) YPL082C",,"2.0"
"294545","T","YHR084W (T) YDR169C","false","T","YHR084W (T) YDR169C",,"2.0"
"294546","T","YHR084W (T) YKL044W","false","T","YHR084W (T) YKL044W",,"2.0"
"294547","T","YHR084W (T) YKL045W","false","T","YHR084W (T) YKL045W",,"2.0"
"294548","T","YHR084W (T) YKL047W","false","T","YHR084W (T) YKL047W",,"1.0"
"294549","T","YHR084W (T) YDR171W","false","T","YHR084W (T) YDR171W",,"2.0"
"294550","T","YHR084W (T) YDR179C","false","T","YHR084W (T) YDR179C",,"2.0"
"294551","T","YHR084W (T) YPL113C","false","T","YHR084W (T) YPL113C",,"3.0"
"294552","T","YHR084W (T) YKL067W","false","T","YHR084W (T) YKL067W",,"1.0"
"294553","T","YHR084W (T) YPL116W","false","T","YHR084W (T) YPL116W",,"2.0"
"294554","T","YHR084W (T) YKL072W","false","T","YHR084W (T) YKL072W",,"2.0"
"294555","T","YHR084W (T) YDR190C","false","T","YHR084W (T) YDR190C",,"1.0"
"294556","T","YHR084W (T) YKL081W","false","T","YHR084W (T) YKL081W",,"1.0"
"294557","T","YHR084W (T) YKL082C","false","T","YHR084W (T) YKL082C",,"1.0"
"294558","T","YHR084W (T) YPL131W","false","T","YHR084W (T) YPL131W",,"1.0"
"294559","T","YHR084W (T) YPL135W","false","T","YHR084W (T) YPL135W",,"2.0"
"294560","T","YHR084W (T) YKL091C","false","T","YHR084W (T) YKL091C",,"2.0"
"294561","T","YHR084W (T) YDR210WD","false","T","YHR084W (T) YDR210WD",,"1.0"
"294562","T","YHR084W (T) YDR211W","false","T","YHR084W (T) YDR211W",,"2.0"
"294563","T","YHR084W (T) YKL094W","false","T","YHR084W (T) YKL094W",,"1.0"
"294564","T","YHR084W (T) YDR212W","false","T","YHR084W (T) YDR212W",,"1.0"
"294565","T","YHR084W (T) YKL095W","false","T","YHR084W (T) YKL095W",,"2.0"
"294566","T","YHR084W (T) YPL146C","false","T","YHR084W (T) YPL146C",,"2.0"
"294567","T","YHR084W (T) YDR214W","false","T","YHR084W (T) YDR214W",,"3.0"
"294568","T","YHR084W (T) YKL096C-B","false","T","YHR084W (T) YKL096C-B",,"1.0"
"294569","T","YHR084W (T) YPL148C","false","T","YHR084W (T) YPL148C",,"2.0"
"294570","T","YHR084W (T) YKL096W","false","T","YHR084W (T) YKL096W",,"2.0"
"294571","T","YHR084W (T) YPL151C","false","T","YHR084W (T) YPL151C",,"2.0"
"294572","T","YHR084W (T) YKL096WA","false","T","YHR084W (T) YKL096WA",,"1.0"
"294573","T","YHR084W (T) YKL097C","false","T","YHR084W (T) YKL097C",,"3.0"
"294574","T","YHR084W (T) YPL154C","false","T","YHR084W (T) YPL154C",,"1.0"
"294575","T","YHR084W (T) YKL098W","false","T","YHR084W (T) YKL098W",,"2.0"
"294576","T","YHR084W (T) YPL155C","false","T","YHR084W (T) YPL155C",,"2.0"
"294577","T","YHR084W (T) YPL156C","false","T","YHR084W (T) YPL156C",,"2.0"
"294578","T","YHR084W (T) YDR224C","false","T","YHR084W (T) YDR224C",,"1.0"
"294579","T","YHR084W (T) YKL103C","false","T","YHR084W (T) YKL103C",,"1.0"
"294580","T","YHR084W (T) YKL104C","false","T","YHR084W (T) YKL104C",,"2.0"
"294581","T","YHR084W (T) YPL163C","false","T","YHR084W (T) YPL163C",,"2.0"
"294582","T","YHR084W (T) YPL164C","false","T","YHR084W (T) YPL164C",,"1.0"
"294583","T","YHR084W (T) YDR235W","false","T","YHR084W (T) YDR235W",,"1.0"
"294584","T","YHR084W (T) YDR240C","false","T","YHR084W (T) YDR240C",,"2.0"
"294585","T","YHR084W (T) YDR241W","false","T","YHR084W (T) YDR241W",,"2.0"
"294586","T","YHR084W (T) YPL174C","false","T","YHR084W (T) YPL174C",,"1.0"
"294587","T","YHR084W (T) YDR242W","false","T","YHR084W (T) YDR242W",,"3.0"
"294588","T","YHR084W (T) YPL178W","false","T","YHR084W (T) YPL178W",,"1.0"
"294589","T","YHR084W (T) YKL127W","false","T","YHR084W (T) YKL127W",,"3.0"
"294590","T","YHR084W (T) YPL180W","false","T","YHR084W (T) YPL180W",,"2.0"
"294591","T","YHR084W (T) YKL128C","false","T","YHR084W (T) YKL128C",,"2.0"
"294592","T","YHR084W (T) YKL129C","false","T","YHR084W (T) YKL129C",,"1.0"
"294593","T","YHR084W (T) YDR249C","false","T","YHR084W (T) YDR249C",,"2.0"
"294594","T","YHR084W (T) YPL183C","false","T","YHR084W (T) YPL183C",,"1.0"
"294595","T","YHR084W (T) YDR250C","false","T","YHR084W (T) YDR250C",,"1.0"
"294596","T","YHR084W (T) YDR251W","false","T","YHR084W (T) YDR251W",,"2.0"
"294597","T","YHR084W (T) YPL186C","false","T","YHR084W (T) YPL186C",,"1.0"
"294598","T","YHR084W (T) YPL187W","false","T","YHR084W (T) YPL187W",,"2.0"
"294599","T","YHR084W (T) YPL191C","false","T","YHR084W (T) YPL191C",,"2.0"
"294600","T","YHR084W (T) YPL192C","false","T","YHR084W (T) YPL192C",,"1.0"
"294601","T","YHR084W (T) YPL198W","false","T","YHR084W (T) YPL198W",,"1.0"
