"SUID","interaction","name","selected","shared interaction","shared name","WP","WT"
"289927","T","YER040W (T) YHL016C","false","T","YER040W (T) YHL016C",,"1.0"
"289928","T","YER040W (T) YDL091C","false","T","YER040W (T) YDL091C",,"3.0"
"289929","T","YER040W (T) YHL028W","false","T","YER040W (T) YHL028W",,"1.0"
"289930","T","YER040W (T) YHL029C","false","T","YER040W (T) YHL029C",,"1.0"
"289931","T","YER040W (T) YNL110C","false","T","YER040W (T) YNL110C",,"1.0"
"289932","T","YER040W (T) YGL001C","false","T","YER040W (T) YGL001C",,"2.0"
"289933","T","YER040W (T) YDL098C","false","T","YER040W (T) YDL098C",,"1.0"
"289934","T","YER040W (T) YKR092C","false","T","YER040W (T) YKR092C",,"3.0"
"289935","T","YER040W (T) YBR006W","false","T","YER040W (T) YBR006W",,"1.0"
"289936","T","YER040W (T) YKR093W","false","T","YER040W (T) YKR093W",,"2.0"
"289937","T","YER040W (T) YGL007W","false","T","YER040W (T) YGL007W",,"2.0"
"289938","T","YER040W (T) YGL008C","false","T","YER040W (T) YGL008C",,"2.0"
"289939","T","YER040W (T) YDR447C","false","T","YER040W (T) YDR447C",,"1.0"
"289940","T","YER040W (T) YDR448W","false","T","YER040W (T) YDR448W",,"1.0"
"289941","T","YER040W (T) YNL141W","false","T","YER040W (T) YNL141W",,"3.0"
"289942","T","YER040W (T) YHR007C","false","T","YER040W (T) YHR007C",,"1.0"
"289943","T","YER040W (T) YNL142W","false","T","YER040W (T) YNL142W",,"2.0"
"289944","T","YER040W (T) YNL143C","false","T","YER040W (T) YNL143C",,"3.0"
"289945","T","YER040W (T) YLL011W","false","T","YER040W (T) YLL011W",,"1.0"
"289946","T","YER040W (T) YLL016W","false","T","YER040W (T) YLL016W",,"1.0"
"289947","T","YER040W (T) YHR018C","false","T","YER040W (T) YHR018C",,"1.0"
"289948","T","YER040W (T) YJL148W","false","T","YER040W (T) YJL148W",,"3.0"
"289949","T","YER040W (T) YLL025W","false","T","YER040W (T) YLL025W",,"1.0"
"289950","T","YER040W (T) YBR043C","false","T","YER040W (T) YBR043C",,"1.0"
"289951","T","YER040W (T) YHR029C","false","T","YER040W (T) YHR029C",,"2.0"
"289952","T","YER040W (T) YLL033W","false","T","YER040W (T) YLL033W",,"1.0"
"289953","T","YER040W (T) YLL034C","false","T","YER040W (T) YLL034C",,"3.0"
"289954","T","YER040W (T) YCR065W","false","T","YER040W (T) YCR065W",,"2.0"
"289955","T","YER040W (T) YLL035W","false","T","YER040W (T) YLL035W",,"1.0"
"289956","T","YER040W (T) YML086C","false","T","YER040W (T) YML086C",,"1.0"
"289957","T","YER040W (T) YOR202W","false","T","YER040W (T) YOR202W",,"2.0"
"289958","T","YER040W (T) YHR037W","false","T","YER040W (T) YHR037W",,"1.0"
"289959","T","YER040W (T) YNL175C","false","T","YER040W (T) YNL175C",,"1.0"
"289960","T","YER040W (T) YJL170C","false","T","YER040W (T) YJL170C",,"1.0"
"289961","T","YER040W (T) YJL172W","false","T","YER040W (T) YJL172W",,"2.0"
"289962","T","YER040W (T) YJL173C","false","T","YER040W (T) YJL173C",,"2.0"
"289963","T","YER040W (T) YPR144C","false","T","YER040W (T) YPR144C",,"2.0"
"289964","T","YER040W (T) YDL170W","false","T","YER040W (T) YDL170W",,"2.0"
"289965","T","YER040W (T) YML092C","false","T","YER040W (T) YML092C",,"1.0"
"289966","T","YER040W (T) YPR145W","false","T","YER040W (T) YPR145W",,"2.0"
"289967","T","YER040W (T) YML093W","false","T","YER040W (T) YML093W",,"1.0"
"289968","T","YER040W (T) YDR496C","false","T","YER040W (T) YDR496C",,"1.0"
"289969","T","YER040W (T) YDL171C","false","T","YER040W (T) YDL171C",,"2.0"
"289970","T","YER040W (T) YNL186W","false","T","YER040W (T) YNL186W",,"1.0"
"289971","T","YER040W (T) YHR051W","false","T","YER040W (T) YHR051W",,"1.0"
"289972","T","YER040W (T) YHR052W","false","T","YER040W (T) YHR052W",,"1.0"
"289973","T","YER040W (T) YOR221C","false","T","YER040W (T) YOR221C",,"1.0"
"289974","T","YER040W (T) YDR508C","false","T","YER040W (T) YDR508C",,"3.0"
"289975","T","YER040W (T) YDR510W","false","T","YER040W (T) YDR510W",,"2.0"
"289976","T","YER040W (T) YDR511W","false","T","YER040W (T) YDR511W",,"1.0"
"289977","T","YER040W (T) YEL009C","false","T","YER040W (T) YEL009C",,"2.0"
"289978","T","YER040W (T) YDR522C","false","T","YER040W (T) YDR522C",,"3.0"
"289979","T","YER040W (T) YDL198C","false","T","YER040W (T) YDL198C",,"2.0"
"289980","T","YER040W (T) YFL021W","false","T","YER040W (T) YFL021W",,"1.0"
"289981","T","YER040W (T) YDL210W","false","T","YER040W (T) YDL210W",,"1.0"
"289982","T","YER040W (T) YBR102C","false","T","YER040W (T) YBR102C",,"1.0"
"289983","T","YER040W (T) YBR103W","false","T","YER040W (T) YBR103W",,"1.0"
"289984","T","YER040W (T) YLR023C","false","T","YER040W (T) YLR023C",,"1.0"
"289985","T","YER040W (T) YDL215C","false","T","YER040W (T) YDL215C",,"1.0"
"289986","T","YER040W (T) YHR088W","false","T","YER040W (T) YHR088W",,"1.0"
"289987","T","YER040W (T) YGL254W","false","T","YER040W (T) YGL254W",,"1.0"
"289988","T","YER040W (T) YPR194C","false","T","YER040W (T) YPR194C",,"2.0"
"289989","T","YER040W (T) YMR017W","false","T","YER040W (T) YMR017W",,"1.0"
"289990","T","YER040W (T) YEL004W","false","T","YER040W (T) YEL004W",,"1.0"
"289991","T","YER040W (T) YEL005C","false","T","YER040W (T) YEL005C",,"1.0"
"289992","T","YER040W (T) YEL007W","false","T","YER040W (T) YEL007W",,"1.0"
"289993","T","YER040W (T) YEL008W","false","T","YER040W (T) YEL008W",,"2.0"
"289994","T","YER040W (T) YEL013W","false","T","YER040W (T) YEL013W",,"1.0"
"289995","T","YER040W (T) YLR047C","false","T","YER040W (T) YLR047C",,"2.0"
"289996","T","YER040W (T) YLR048W","false","T","YER040W (T) YLR048W",,"3.0"
"289997","T","YER040W (T) snR190","false","T","YER040W (T) snR190",,"1.0"
"289998","T","YER040W (T) YJR024C","false","T","YER040W (T) YJR024C",,"1.0"
"289999","T","YER040W (T) YIR033W","false","T","YER040W (T) YIR033W",,"3.0"
"290000","T","YER040W (T) YJL110C","false","T","YER040W (T) YJL110C",,"1.0"
"290001","T","YER040W (T) YNL274C","false","T","YER040W (T) YNL274C",,"1.0"
"290002","T","YER040W (T) YMR049C","false","T","YER040W (T) YMR049C",,"1.0"
"290003","T","YER040W (T) YOR303W","false","T","YER040W (T) YOR303W",,"1.0"
"290004","T","YER040W (T) YKR034W","false","T","YER040W (T) YKR034W",,"1.0"
"290005","T","YER040W (T) YOR315W","false","T","YER040W (T) YOR315W",,"2.0"
"290006","T","YER040W (T) YDR030C","false","T","YER040W (T) YDR030C",,"2.0"
"290007","T","YER040W (T) YDR031W","false","T","YER040W (T) YDR031W",,"2.0"
"290008","T","YER040W (T) YLR089C","false","T","YER040W (T) YLR089C",,"1.0"
"290009","T","YER040W (T) YHR148W","false","T","YER040W (T) YHR148W",,"1.0"
"290010","T","YER040W (T) YLR090W","false","T","YER040W (T) YLR090W",,"1.0"
"290011","T","YER040W (T) YDR040C","false","T","YER040W (T) YDR040C",,"2.0"
"290012","T","YER040W (T) YEL058W","false","T","YER040W (T) YEL058W",,"1.0"
"290013","T","YER040W (T) YDR041W","false","T","YER040W (T) YDR041W",,"2.0"
"290014","T","YER040W (T) YEL059C-A","false","T","YER040W (T) YEL059C-A",,"1.0"
"290015","T","YER040W (T) YEL060C","false","T","YER040W (T) YEL060C",,"1.0"
"290016","T","YER040W (T) YEL062W","false","T","YER040W (T) YEL062W",,"1.0"
"290017","T","YER040W (T) YMR088C","false","T","YER040W (T) YMR088C",,"1.0"
"290018","T","YER040W (T) YEL063C","false","T","YER040W (T) YEL063C",,"2.0"
"290019","T","YER040W (T) YOR348C","false","T","YER040W (T) YOR348C",,"2.0"
"290020","T","YER040W (T) YHR170W","false","T","YER040W (T) YHR170W",,"3.0"
"290021","T","YER040W (T) YNL330C","false","T","YER040W (T) YNL330C",,"1.0"
"290022","T","YER040W (T) YLR130C","false","T","YER040W (T) YLR130C",,"2.0"
"290023","T","YER040W (T) YER002W","false","T","YER040W (T) YER002W",,"1.0"
"290024","T","YER040W (T) YMR108W","false","T","YER040W (T) YMR108W",,"1.0"
"290025","T","YER040W (T) YNR003C","false","T","YER040W (T) YNR003C",,"1.0"
"290026","T","YER040W (T) YNR006W","false","T","YER040W (T) YNR006W",,"1.0"
"290027","T","YER040W (T) YBR208C","false","T","YER040W (T) YBR208C",,"1.0"
"290028","T","YER040W (T) YJR109C","false","T","YER040W (T) YJR109C",,"2.0"
"290029","T","YER040W (T) YLR142W","false","T","YER040W (T) YLR142W",,"2.0"
"290030","T","YER040W (T) YOR375C","false","T","YER040W (T) YOR375C",,"1.0"
"290031","T","YER040W (T) YJR110W","false","T","YER040W (T) YJR110W",,"2.0"
"290032","T","YER040W (T) YHR193C","false","T","YER040W (T) YHR193C",,"1.0"
"290033","T","YER040W (T) YDR077W","false","T","YER040W (T) YDR077W",,"2.0"
"290034","T","YER040W (T) YHR194W","false","T","YER040W (T) YHR194W",,"1.0"
"290035","T","YER040W (T) YOR230W","false","T","YER040W (T) YOR230W",,"1.0"
"290036","T","YER040W (T) YLR153C","false","T","YER040W (T) YLR153C",,"1.0"
"290037","T","YER040W (T) YNR018W","false","T","YER040W (T) YNR018W",,"1.0"
"290038","T","YER040W (T) YGL255W","false","T","YER040W (T) YGL255W",,"2.0"
"290039","T","YER040W (T) YDR090C","false","T","YER040W (T) YDR090C",,"2.0"
"290040","T","YER040W (T) YNR029C","false","T","YER040W (T) YNR029C",,"1.0"
"290041","T","YER040W (T) YMR131C","false","T","YER040W (T) YMR131C",,"1.0"
"290042","T","YER040W (T) YJR148W","false","T","YER040W (T) YJR148W",,"1.0"
"290043","T","YER040W (T) YJR149W","false","T","YER040W (T) YJR149W",,"1.0"
"290044","T","YER040W (T) YNR046W","false","T","YER040W (T) YNR046W",,"1.0"
"290045","T","YER040W (T) YBR247C","false","T","YER040W (T) YBR247C",,"1.0"
"290046","T","YER040W (T) YBR248C","false","T","YER040W (T) YBR248C",,"1.0"
"290047","T","YER040W (T) YJR152W","false","T","YER040W (T) YJR152W",,"1.0"
"290048","T","YER040W (T) YGR019W","false","T","YER040W (T) YGR019W",,"1.0"
"290049","T","YER040W (T) YLR186W","false","T","YER040W (T) YLR186W",,"1.0"
"290050","T","YER040W (T) YPL043W","false","T","YER040W (T) YPL043W",,"1.0"
"290051","T","YER040W (T) YBR267W","false","T","YER040W (T) YBR267W",,"1.0"
"290052","T","YER040W (T) YNR068C","false","T","YER040W (T) YNR068C",,"2.0"
"290053","T","YER040W (T) YBR271W","false","T","YER040W (T) YBR271W",,"1.0"
"290054","T","YER040W (T) YPL056C","false","T","YER040W (T) YPL056C",,"1.0"
"290055","T","YER040W (T) TK(CUU)C","false","T","YER040W (T) TK(CUU)C",,"1.0"
"290056","T","YER040W (T) YMR193W","false","T","YER040W (T) YMR193W",,"3.0"
"290057","T","YER040W (T) YER082C","false","T","YER040W (T) YER082C",,"1.0"
"290058","T","YER040W (T) TR(UCU)E","false","T","YER040W (T) TR(UCU)E",,"1.0"
"290059","T","YER040W (T) YMR210W","false","T","YER040W (T) YMR210W",,"1.0"
"290060","T","YER040W (T) YOL041C","false","T","YER040W (T) YOL041C",,"1.0"
"290061","T","YER040W (T) YIL079C","false","T","YER040W (T) YIL079C",,"1.0"
"290062","T","YER040W (T) YLR257W","false","T","YER040W (T) YLR257W",,"2.0"
"290063","T","YER040W (T) YGR090W","false","T","YER040W (T) YGR090W",,"1.0"
"290064","T","YER040W (T) YPL111W","false","T","YER040W (T) YPL111W",,"1.0"
"290065","T","YER040W (T) YCL030C","false","T","YER040W (T) YCL030C",,"2.0"
"290066","T","YER040W (T) YDR184C","false","T","YER040W (T) YDR184C",,"3.0"
"290067","T","YER040W (T) YCL037C","false","T","YER040W (T) YCL037C",,"1.0"
"290068","T","YER040W (T) YKL073W","false","T","YER040W (T) YKL073W",,"3.0"
"290069","T","YER040W (T) YOL058W","false","T","YER040W (T) YOL058W",,"1.0"
"290070","T","YER040W (T) YKL082C","false","T","YER040W (T) YKL082C",,"1.0"
"290071","T","YER040W (T) YOL076W","false","T","YER040W (T) YOL076W",,"1.0"
"290072","T","YER040W (T) YOL077C","false","T","YER040W (T) YOL077C",,"1.0"
"290073","T","YER040W (T) YDR210W","false","T","YER040W (T) YDR210W",,"1.0"
"290074","T","YER040W (T) YCL059C","false","T","YER040W (T) YCL059C",,"1.0"
"290075","T","YER040W (T) YCL063W","false","T","YER040W (T) YCL063W",,"2.0"
"290076","T","YER040W (T) YIL119C","false","T","YER040W (T) YIL119C",,"1.0"
"290077","T","YER040W (T) YCL064C","false","T","YER040W (T) YCL064C",,"2.0"
"290078","T","YER040W (T) YKL103C","false","T","YER040W (T) YKL103C",,"1.0"
"290079","T","YER045C (T) YDR332W","false","T","YER045C (T) YDR332W",,"3.0"
"290080","T","YER045C (T) YPL078C","false","T","YER045C (T) YPL078C",,"1.0"
"290081","T","YER068W (T) YIL135C","false","T","YER068W (T) YIL135C",,"1.0"
"290082","T","YER068W (T) YBL072C","false","T","YER068W (T) YBL072C",,"1.0"
"290083","T","YER068W (T) YOR089C","false","T","YER068W (T) YOR089C",,"1.0"
"290084","T","YER068W (T) YCR019W","false","T","YER068W (T) YCR019W",,"1.0"
"290085","T","YER068W (T) YLR314C","false","T","YER068W (T) YLR314C",,"1.0"
"290086","T","YER068W (T) YLR315W","false","T","YER068W (T) YLR315W",,"1.0"
"290087","T","YER068W (T) YDR249C","false","T","YER068W (T) YDR249C",,"1.0"
"290088","T","YER068W (T) YDR250C","false","T","YER068W (T) YDR250C",,"1.0"
"290089","T","YER068W (T) YLR028C","false","T","YER068W (T) YLR028C",,"1.0"
"290090","T","YER068W (T) YHL008C","false","T","YER068W (T) YHL008C",,"1.0"
"290091","T","YER068W (T) YNL250W","false","T","YER068W (T) YNL250W",,"1.0"
"290092","T","YER068W (T) YEL007W","false","T","YER068W (T) YEL007W",,"1.0"
"290093","T","YER068W (T) TE(CUC)D","false","T","YER068W (T) TE(CUC)D",,"1.0"
"290094","T","YER068W (T) YHR178W","false","T","YER068W (T) YHR178W",,"1.0"
"290095","T","YER068W (T) TE(UUC)E2","false","T","YER068W (T) TE(UUC)E2",,"1.0"
"290096","T","YER068W (T) YKL007W","false","T","YER068W (T) YKL007W",,"1.0"
"290097","T","YER068W (T) TF(GAA)F","false","T","YER068W (T) TF(GAA)F",,"1.0"
"290098","T","YER068W (T) YDR279W","false","T","YER068W (T) YDR279W",,"1.0"
"290099","T","YER068W (T) YDR280W","false","T","YER068W (T) YDR280W",,"1.0"
"290100","T","YER068W (T) YIR026C","false","T","YER068W (T) YIR026C",,"1.0"
"290101","T","YER068W (T) YCR052W","false","T","YER068W (T) YCR052W",,"1.0"
"290102","T","YER068W (T) YKR095W","false","T","YER068W (T) YKR095W",,"1.0"
"290103","T","YER068W (T) TK(CUU)C","false","T","YER068W (T) TK(CUU)C",,"1.0"
"290104","T","YER068W (T) YDL113C","false","T","YER068W (T) YDL113C",,"1.0"
"290105","T","YER068W (T) YLR215C","false","T","YER068W (T) YLR215C",,"1.0"
"290106","T","YER068W (T) YOR303W","false","T","YER068W (T) YOR303W",,"1.0"
"290107","T","YER068W (T) YGR060W","false","T","YER068W (T) YGR060W",,"1.0"
"290108","T","YER068W (T) YEL038W","false","T","YER068W (T) YEL038W",,"1.0"
"290109","T","YER068W (T) YER077C","false","T","YER068W (T) YER077C",,"1.0"
"290110","T","YER068W (T) YBR161W","false","T","YER068W (T) YBR161W",,"1.0"
"290111","T","YER068W (T) YEL042W","false","T","YER068W (T) YEL042W",,"1.0"
"290112","T","YER068W (T) YGL028C","false","T","YER068W (T) YGL028C",,"1.0"
"290113","T","YER068W (T) YPR118W","false","T","YER068W (T) YPR118W",,"1.0"
"290114","T","YER068W (T) YOL038W","false","T","YER068W (T) YOL038W",,"1.0"
"290115","T","YER068W (T) YCL021W-A","false","T","YER068W (T) YCL021W-A",,"1.0"
"290116","T","YER068W (T) YNL015W","false","T","YER068W (T) YNL015W",,"1.0"
"290117","T","YER068W (T) YOL040C","false","T","YER068W (T) YOL040C",,"1.0"
"290118","T","YER068W (T) YOR187W","false","T","YER068W (T) YOR187W",,"1.0"
"290119","T","YER068W (T) YHR156C","false","T","YER068W (T) YHR156C",,"1.0"
"290120","T","YER068W (T) YBR112C","false","T","YER068W (T) YBR112C",,"1.0"
"290121","T","YER068W (T) YHR157W","false","T","YER068W (T) YHR157W",,"1.0"
"290122","T","YER068W (T) YJR080C","false","T","YER068W (T) YJR080C",,"1.0"
"290123","T","YER068W (T) YCR105W","false","T","YER068W (T) YCR105W",,"1.0"
"290124","T","YER068W (T) YER098W","false","T","YER068W (T) YER098W",,"1.0"
"290125","T","YER068W (T) YJL160C","false","T","YER068W (T) YJL160C",,"1.0"
"290126","T","YER068W (T) YDL154W","false","T","YER068W (T) YDL154W",,"1.0"
"290127","T","YER068W (T) YGR242W","false","T","YER068W (T) YGR242W",,"1.0"
"290128","T","YER068W (T) YKR007W","false","T","YER068W (T) YKR007W",,"1.0"
"290129","T","YER068W (T) YPR151C","false","T","YER068W (T) YPR151C",,"1.0"
"290130","T","YER068W (T) YKL092C","false","T","YER068W (T) YKL092C",,"1.0"
"290131","T","YER068W (T) YBR211C","false","T","YER068W (T) YBR211C",,"1.0"
"290132","T","YER068W (T) YOR069W","false","T","YER068W (T) YOR069W",,"1.0"
"290133","T","YER068W (T) YFR007W","false","T","YER068W (T) YFR007W",,"1.0"
"290134","T","YER068W (T) YFR008W","false","T","YER068W (T) YFR008W",,"1.0"
"290135","T","YER068W (T) YNL213C","false","T","YER068W (T) YNL213C",,"1.0"
"290136","T","YER068W (T) YPR165W","false","T","YER068W (T) YPR165W",,"1.0"
"290137","T","YER068W (T) YBL071W-A","false","T","YER068W (T) YBL071W-A",,"1.0"
"290138","T","YER068W (T) YIL134W","false","T","YER068W (T) YIL134W",,"1.0"
"290139","T","YER108C (T) STA2","false","T","YER108C (T) STA2",,"1.0"
"290140","T","YER108C (T) YAR050W","false","T","YER108C (T) YAR050W",,"1.0"
"290141","T","YER108C (T) YIR019C","false","T","YER108C (T) YIR019C",,"1.0"
"290142","T","YER109C (T) YPL177C","false","T","YER109C (T) YPL177C",,"2.0"
"290143","T","YER109C (T) YAL040C","false","T","YER109C (T) YAL040C",,"2.0"
"290144","T","YER109C (T) YMR136W","false","T","YER109C (T) YMR136W",,"3.0"
"290145","T","YER109C (T) YPR065W","false","T","YER109C (T) YPR065W",,"3.0"
"290146","T","YER109C (T) YLR312W-A","false","T","YER109C (T) YLR312W-A",,"3.0"
"290147","T","YER109C (T) YPL016W","false","T","YER109C (T) YPL016W",,"2.0"
"290148","T","YER109C (T) YGL096W","false","T","YER109C (T) YGL096W",,"2.0"
"290149","T","YER109C (T) YMR006C","false","T","YER109C (T) YMR006C",,"2.0"
"290150","T","YER109C (T) YGR295C","false","T","YER109C (T) YGR295C",,"3.0"
"290151","T","YER109C (T) YMR145C","false","T","YER109C (T) YMR145C",,"3.0"
"290152","T","YER109C (T) YPL026C","false","T","YER109C (T) YPL026C",,"2.0"
"290153","T","YER109C (T) STA1","false","T","YER109C (T) STA1",,"2.0"
"290154","T","YER109C (T) YHR094C","false","T","YER109C (T) YHR094C",,"3.0"
"290155","T","YER109C (T) YIL011W","false","T","YER109C (T) YIL011W",,"1.0"
"290156","T","YER109C (T) YIL013C","false","T","YER109C (T) YIL013C",,"2.0"
"290157","T","YER109C (T) YOR273C","false","T","YER109C (T) YOR273C",,"3.0"
"290158","T","YER109C (T) YAL063C","false","T","YER109C (T) YAL063C",,"2.0"
"290159","T","YER109C (T) YDL047W","false","T","YER109C (T) YDL047W",,"2.0"
"290160","T","YER109C (T) YAL064W","false","T","YER109C (T) YAL064W",,"2.0"
"290161","T","YER109C (T) YMR297W","false","T","YER109C (T) YMR297W",,"3.0"
"290162","T","YER109C (T) YPR055W","false","T","YER109C (T) YPR055W",,"2.0"
"290163","T","YER109C (T) YEL007W","false","T","YER109C (T) YEL007W",,"2.0"
"290164","T","YER109C (T) YIL168W","false","T","YER109C (T) YIL168W",,"2.0"
"290165","T","YER109C (T) YIL169C","false","T","YER109C (T) YIL169C",,"3.0"
"290166","T","YER109C (T) YBR139W","false","T","YER109C (T) YBR139W",,"3.0"
"290167","T","YER109C (T) YPL061W","false","T","YER109C (T) YPL061W",,"3.0"
"290168","T","YER109C (T) YHL040C","false","T","YER109C (T) YHL040C",,"2.0"
"290169","T","YER109C (T) YOL156W","false","T","YER109C (T) YOL156W",,"3.0"
"290170","T","YER109C (T) YAR050W","false","T","YER109C (T) YAR050W",,"2.0"
"290171","T","YER109C (T) YIR019C","false","T","YER109C (T) YIR019C",,"1.0"
"290172","T","YER109C (T) YPR101W","false","T","YER109C (T) YPR101W",,"3.0"
"290173","T","YER109C (T) YGL184C","false","T","YER109C (T) YGL184C",,"2.0"
"290174","T","YER109C (T) YJL095W","false","T","YER109C (T) YJL095W",,"2.0"
"290175","T","YER109C (T) YHR007C","false","T","YER109C (T) YHR007C",,"2.0"
"290176","T","YER109C (T) YMR199W","false","T","YER109C (T) YMR199W",,"2.0"
"290177","T","YER109C (T) YML055W","false","T","YER109C (T) YML055W",,"3.0"
"290178","T","YER109C (T) YBL015W","false","T","YER109C (T) YBL015W",,"2.0"
"290179","T","YER109C (T) YBL029C-A","false","T","YER109C (T) YBL029C-A",,"3.0"
"290180","T","YER109C (T) YJL160C","false","T","YER109C (T) YJL160C",,"2.0"
"290181","T","YER109C (T) YLR110C","false","T","YER109C (T) YLR110C",,"3.0"
"290182","T","YER109C (T) YCR065W","false","T","YER109C (T) YCR065W",,"2.0"
"290183","T","YER109C (T) YDR055W","false","T","YER109C (T) YDR055W",,"1.0"
"290184","T","YER109C (T) YGR108W","false","T","YER109C (T) YGR108W",,"2.0"
"290185","T","YER109C (T) YDR345C","false","T","YER109C (T) YDR345C",,"3.0"
"290186","T","YER109C (T) YGR248W","false","T","YER109C (T) YGR248W",,"3.0"
"290187","T","YER109C (T) YLL052C","false","T","YER109C (T) YLL052C",,"2.0"
"290188","T","YER109C (T) YOR028C","false","T","YER109C (T) YOR028C",,"2.0"
"290189","T","YER109C (T) YNL052W","false","T","YER109C (T) YNL052W",,"3.0"
"290190","T","YER109C (T) YOR032C","false","T","YER109C (T) YOR032C",,"2.0"
"290191","T","YER109C (T) YDL037C","false","T","YER109C (T) YDL037C",,"2.0"
"290192","T","YER109C (T) YDR508C","false","T","YER109C (T) YDR508C",,"3.0"
"290193","T","YER109C (T) YIL119C","false","T","YER109C (T) YIL119C",,"2.0"
"290194","T","YER109C (T) YJL048C","false","T","YER109C (T) YJL048C",,"3.0"
"290195","T","YER109C (T) YDR082W","false","T","YER109C (T) YDR082W",,"3.0"
"290196","T","YER109C (T) YJL196C","false","T","YER109C (T) YJL196C",,"3.0"
"290197","T","YER109C (T) YPR013C","false","T","YER109C (T) YPR013C",,"2.0"
"290198","T","YER109C (T) YDL049C","false","T","YER109C (T) YDL049C",,"3.0"
"290199","T","YER109C (T) YDR524W-C","false","T","YER109C (T) YDR524W-C",,"3.0"
"290200","T","YER109C (T) YJL060W","false","T","YER109C (T) YJL060W",,"2.0"
"290201","T","YER111C (T) YER148W","false","T","YER111C (T) YER148W",,"1.0"
"290202","T","YER111C (T) YER151C","false","T","YER111C (T) YER151C",,"1.0"
"290203","T","YER111C (T) YIL140W","false","T","YER111C (T) YIL140W",,"1.0"
"290204","T","YER111C (T) YOL114C","false","T","YER111C (T) YOL114C",,"3.0"
"290205","T","YER111C (T) YDL127W","false","T","YER111C (T) YDL127W",,"2.0"
"290206","T","YER111C (T) YOL126C","false","T","YER111C (T) YOL126C",,"2.0"
"290207","T","YER111C (T) YLR332W","false","T","YER111C (T) YLR332W",,"2.0"
"290208","T","YER111C (T) YER177W","false","T","YER111C (T) YER177W",,"1.0"
"290209","T","YER111C (T) YER178W","false","T","YER111C (T) YER178W",,"1.0"
"290210","T","YER111C (T) YDR507C","false","T","YER111C (T) YDR507C",,"3.0"
"290211","T","YER111C (T) YIL170W","false","T","YER111C (T) YIL170W",,"3.0"
"290212","T","YER111C (T) YLR342W","false","T","YER111C (T) YLR342W",,"2.0"
"290213","T","YER111C (T) YER189W","false","T","YER111C (T) YER189W",,"3.0"
"290214","T","YER111C (T) YER190W","false","T","YER111C (T) YER190W",,"3.0"
"290215","T","YER111C (T) YGL179C","false","T","YER111C (T) YGL179C",,"2.0"
"290216","T","YER111C (T) YGR109C","false","T","YER111C (T) YGR109C",,"2.0"
"290217","T","YER111C (T) YOL155C","false","T","YER111C (T) YOL155C",,"2.0"
"290218","T","YER111C (T) YOL156W","false","T","YER111C (T) YOL156W",,"3.0"
"290219","T","YER111C (T) YCR064C","false","T","YER111C (T) YCR064C",,"1.0"
"290220","T","YER111C (T) YCR067C","false","T","YER111C (T) YCR067C",,"1.0"
"290221","T","YER111C (T) YIR018CA","false","T","YER111C (T) YIR018CA",,"1.0"
"290222","T","YER111C (T) YIR019C","false","T","YER111C (T) YIR019C",,"3.0"
"290223","T","YER111C (T) YIR020C","false","T","YER111C (T) YIR020C",,"1.0"
"290224","T","YER111C (T) YFL014W","false","T","YER111C (T) YFL014W",,"1.0"
"290225","T","YER111C (T) YIR020WB","false","T","YER111C (T) YIR020WB",,"1.0"
"290226","T","YER111C (T) YIR021W","false","T","YER111C (T) YIR021W",,"1.0"
"290227","T","YER111C (T) YLR372W","false","T","YER111C (T) YLR372W",,"1.0"
"290228","T","YER111C (T) YJL187C","false","T","YER111C (T) YJL187C",,"2.0"
"290229","T","YER111C (T) YKL101W","false","T","YER111C (T) YKL101W",,"2.0"
"290230","T","YER111C (T) YDL003W","false","T","YER111C (T) YDL003W",,"2.0"
"290231","T","YER111C (T) YJL019W","false","T","YER111C (T) YJL019W",,"1.0"
"290232","T","YER111C (T) YJL020C","false","T","YER111C (T) YJL020C",,"1.0"
"290233","T","YER111C (T) YNL289W","false","T","YER111C (T) YNL289W",,"2.0"
"290234","T","YER111C (T) YNL298W","false","T","YER111C (T) YNL298W",,"2.0"
"290235","T","YER111C (T) YFL064C","false","T","YER111C (T) YFL064C",,"3.0"
"290236","T","YER111C (T) YOR074C","false","T","YER111C (T) YOR074C",,"2.0"
"290237","T","YER111C (T) YPL256C","false","T","YER111C (T) YPL256C",,"2.0"
"290238","T","YER111C (T) YFR017C","false","T","YER111C (T) YFR017C",,"3.0"
"290239","T","YER111C (T) YPR119W","false","T","YER111C (T) YPR119W",,"2.0"
"290240","T","YER111C (T) YPR120C","false","T","YER111C (T) YPR120C",,"2.0"
"290241","T","YER111C (T) YFR019W","false","T","YER111C (T) YFR019W",,"1.0"
"290242","T","YER111C (T) YLR438C-A","false","T","YER111C (T) YLR438C-A",,"1.0"
"290243","T","YER111C (T) YLR438CA","false","T","YER111C (T) YLR438CA",,"1.0"
"290244","T","YER111C (T) YDL055C","false","T","YER111C (T) YDL055C",,"2.0"
"290245","T","YER111C (T) YLR439W","false","T","YER111C (T) YLR439W",,"2.0"
"290246","T","YER111C (T) YGR052W","false","T","YER111C (T) YGR052W",,"1.0"
"290247","T","YER111C (T) YOR101W","false","T","YER111C (T) YOR101W",,"1.0"
"290248","T","YER111C (T) YOL113W","false","T","YER111C (T) YOL113W",,"2.0"
"290249","T","YER111C (T) YPL026C","false","T","YER111C (T) YPL026C",,"1.0"
"290250","T","YER111C (T) YJL079C","false","T","YER111C (T) YJL079C",,"3.0"
