	r	p	ψ
T1	1.0	1.0	0.7326790953122715
T2	0.0002908359959522326	0.0003343585473727137	8.391421059135965e-5
T3	1.0	1.0	0.6720225059856223
T4	1.0	1.0	0.2926814602294051
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.048595403540330956	0.04902027883719481	0.0
O2	0.2179310328844947	0.22125140692345072	0.0
O3	0.18664394758573297	0.1866915785083377	0.0
O4	0.03946030530360921	0.043598029578064405	0.0
