	r	p	ψ
T1	0.000995870473491442	0.0037845213851564687	0.0037335940307011077
T2	1.0	1.0	0.31762955675969895
T3	1.0	1.0	0.655563226942964
T4	1.0	1.0	0.3853945146469528
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.06933343306350545	0.06935422793855305	0.0
O2	0.9977614881347585	0.9923171890670444	0.0
O3	0.42203888648142746	0.421985526096178	0.0
O4	0.2794872292539175	0.2794972529549085	0.0
