	r	p	ψ
T1	1.0	1.0	0.7326790954266191
T2	1.0	1.0	0.2321832388888399
T3	1.0	1.0	0.6720225059875558
T4	1.0	1.0	0.9983198291817825
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0002636526132076529	0.0003387779216340776	0.0003387779216340776
P4	1.0	1.0	1.0
O1	0.048872226441155395	0.04893782671545988	0.0
O2	0.21711349812173056	0.21737824683241155	0.0
O3	0.7222907124472284	0.7180623510410236	0.0
O4	0.039136696569742294	0.03944738582597132	0.0
