	r	p	ψ
T1	1.0	1.0	0.7326790954262629
T2	1.0	1.0	0.2321832388888399
T3	0.00021437324146757666	0.00032660783013106727	0.0002515737165573146
T4	1.0	1.0	0.2926814602292097
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.048879205927251174	0.049005110393410316	0.0
O2	0.21720433495918295	0.2178391429705351	0.0
O3	0.1866380929242866	0.18664786876936232	0.0
O4	0.9996222268656507	0.9954591768565381	0.0
