	r	p	ψ
T1	1.0	1.0	0.7326790954266368
T2	1.0	1.0	0.2321832388888399
T3	1.0	1.0	0.0008996099748538947
T4	1.0	1.0	0.2926814602292097
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.00026993277608992373	0.00029813351356326745	0.00029813351356326745
O1	0.048869478452047546	0.048906846252388975	0.0
O2	0.21708062570431672	0.21720587271903213	0.0
O3	0.18663765786853467	0.18663954371029595	0.0
O4	0.9996457435397139	0.9954811399147795	0.0
