	r	p	ψ
T1	1.0	1.0	0.7171117982023547
T2	1.0	1.0	0.30171760827635913
T3	1.0	1.0	0.00605544979636626
T4	1.0	1.0	0.37559256145082803
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.00036491580924975976	0.0003976850441595331	0.0003976850441595331
O1	0.027191638150338388	0.02745923666244531	0.0
O2	0.6655317977530502	0.6674256055017108	0.0
O3	0.2807996791743972	0.2806771436414482	0.0
O4	0.9996684462746763	0.9986423210953413	0.0
