	r	p	ψ
T1	1.0	1.0	0.008143706933373551
T2	1.0	1.0	0.30171760827044164
T3	1.0	1.0	0.6980804555328883
T4	1.0	1.0	0.37559256145078984
P1	0.0003850930523829535	0.0008711878524955434	0.0008711878524955434
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.027148670204105708	0.02715622136486631	0.0
O2	0.9994644750295297	0.9967802778725637	0.0
O3	0.2808402188212259	0.28083492712040636	0.0
O4	0.8092765772470698	0.8093379133731121	0.0
