	r	p	ψ
T1	1.0	1.0	0.7171117987020404
T2	1.0	1.0	0.30171760827044536
T3	1.0	1.0	0.6980804555327751
T4	1.0	1.0	0.9983031499173011
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0006435711481346516	0.00071525775070001	0.00071525775070001
P4	1.0	1.0	1.0
O1	0.027151670637220484	0.02718180575042826	0.0
O2	0.6653976934640271	0.6656719883335185	0.0
O3	0.8052814112179827	0.801423237834011	0.0
O4	0.8093099948738274	0.809508964907383	0.0
