	r	p	ψ
T1	1.0	1.0	0.7171117974152452
T2	0.0005976474821461567	0.0057157734355342904	0.002289930877563763
T3	1.0	1.0	0.6980804553105864
T4	1.0	1.0	0.37559256145094
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.010398736696339	0.010854678476730013	0.0
O2	0.6655988188994926	0.6681451667331813	0.0
O3	0.2807851425758291	0.2806175888846956	0.0
O4	0.8097374452139257	0.8114389201482956	0.0
