	r	p	ψ
T1	0.0007071843163068844	0.0026215398660681542	0.0026215398660681542
T2	1.0	1.0	0.3017176082795229
T3	1.0	1.0	0.698080455415786
T4	1.0	1.0	0.3755925614508538
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.02719837057649333	0.027501737709716947	0.0
O2	0.9992308744952066	0.9943733404006038	0.0
O3	0.2807947211083698	0.28065696133919327	0.0
O4	0.8096531012702524	0.8110774876346798	0.0
