	r	p	ψ
T1	1.0	1.0	0.7171117979000335
T2	1.0	1.0	0.3017176082809164
T3	0.0011162465108921187	0.005813042893321856	0.005563415493912489
T4	1.0	1.0	0.3755925614508657
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.02720083714705208	0.027517130418421173	0.0
O2	0.6655621829490549	0.6677588053109853	0.0
O3	0.2807929433604378	0.2806496909526478	0.0
O4	0.9996765906469658	0.998674403388441	0.0
