	r	p	ψ
T1	1.0	1.0	0.717111798703255
T2	1.0	1.0	0.997725393515765
T3	1.0	1.0	0.6980804555328897
T4	1.0	1.0	0.37559256145078984
P1	1.0	1.0	1.0
P2	0.0004257762225914438	0.0005506375773880336	0.0005506375773880336
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.7664217668696095	0.7624014051970868	0.0
O2	0.6653850183589771	0.6654142434504438	0.0
O3	0.2808414876506295	0.28083948213229576	0.0
O4	0.8092677980984279	0.8092907796393625	0.0
